Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KBE_M_R
11038,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
11039,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
11040,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
11041,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Water
11042,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
11043,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
11044,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
11045,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
11046,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
11047,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
11048,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Water
11049,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
11050,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
11051,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Water
11052,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
11053,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Water
11054,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
11055,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
11056,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
11057,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
11058,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
11059,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
11060,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
11061,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
11062,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
11063,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
11064,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
11065,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
11066,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Forest
11067,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
11068,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
11069,Forest,Wetland,Wetland,Water,Wetland,Wetland,Forest,Water
11070,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
11071,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
11072,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
11073,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
11074,Forest,Wetland,Water,NULL,Water,Wetland,Water,Water
11075,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
11076,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
11077,Forest,Wetland,Water,NULL,Water,Water,Forest,Forest
11078,Forest,Wetland,Water,NULL,Water,Forest,Water,Forest
11079,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
11080,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
11081,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
11082,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Water
11083,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Water
11084,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
11085,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
11086,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
11087,Forest,Wetland,Water,Water,Water,Wetland,Forest,Water
11088,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
11089,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
11090,Forest,Wetland,Water,Water,Water,Water,Water,Water
11091,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
11092,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
11093,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
11094,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
11095,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
11096,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
11097,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
11098,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
11099,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
11100,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
11101,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
11102,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
11103,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
11104,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
11105,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
11106,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
11107,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
11108,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
11109,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,NULL
11110,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
11111,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
11112,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
11113,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
11114,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
11115,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Water
11116,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
11117,Forest,Wetland,Forest,NULL,Non_Wetland,Water,NULL,Grassland
11118,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
11119,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
11120,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
11121,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
11122,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Water
11123,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
11124,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Water
11125,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
11126,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
11127,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Water
11128,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
11129,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Water
11130,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
11131,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Water
11132,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
11133,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
11134,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
11135,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
11136,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
11137,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
11138,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
11139,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
11140,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
11141,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
11142,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
11143,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
11144,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
11145,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
11146,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
11147,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
11148,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
11149,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
11150,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Forest,Forest
11151,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
11152,Forest,Bareland,Wetland,Water,Wetland,NULL,Shrubland,Water
11153,Forest,Bareland,Wetland,Water,Wetland,NULL,Water,Water
11154,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
11155,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
11156,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
11157,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
11158,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
11159,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
11160,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
11161,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
11162,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
11163,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
11164,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
11165,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Forest
11166,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
11167,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
11168,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11169,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
11170,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11171,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
11172,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
11173,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
11174,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
11175,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
11176,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
11177,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
11178,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11179,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
11180,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
11181,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
11182,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
11183,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
11184,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
11185,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
11186,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
11187,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
11188,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
11189,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
11190,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
11191,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
11192,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
11193,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
11194,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
11195,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
11196,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
11197,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
11198,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
11199,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
11200,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
11201,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
11202,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
11203,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
11204,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
11205,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
11206,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
11207,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Built-up
11208,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
11209,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,NULL
11210,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
11211,Forest,Built-up,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
11212,Forest,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Water
11213,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
11214,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
11215,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
11216,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
11217,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11218,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
11219,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
11220,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
11221,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
11222,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
11223,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
11224,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
11225,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
11226,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
11227,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
11228,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
11229,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
11230,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11231,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
11232,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11233,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11234,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11235,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
11236,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11237,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11238,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
11239,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
11240,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
11241,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
11242,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
11243,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
11244,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11245,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
11246,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
11247,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11248,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
11249,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
11250,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
11251,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
11252,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
11253,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
11254,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
11255,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
11256,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
11257,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
11258,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
11259,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
11260,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
11261,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
11262,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
11263,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
11264,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
11265,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
11266,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,NULL
11267,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
11268,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
11269,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
11270,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
11271,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
11272,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
11273,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
11274,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
11275,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
11276,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
11277,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11278,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
11279,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
11280,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
11281,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11282,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
11283,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
11284,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
11285,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Built-up
11286,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
11287,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
11288,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
11289,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
11290,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
11291,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
11292,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
11293,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
11294,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
11295,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
11296,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Built-up
11297,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
11298,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
11299,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
11300,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
11301,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,Built-up,Forest
11302,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
11303,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
11304,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
11305,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
11306,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11307,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
11308,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
11309,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
11310,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
11311,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
11312,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
11313,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
11314,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
11315,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
11316,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
11317,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
11318,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
11319,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11320,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
11321,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11322,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11323,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
11324,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11325,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11326,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
11327,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
11328,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
11329,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
11330,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
11331,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
11332,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
11333,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
11334,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
11335,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
11336,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
11337,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
11338,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11339,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
11340,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
11341,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11342,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
11343,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
11344,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
11345,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
11346,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
11347,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
11348,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
11349,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
11350,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
11351,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
11352,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
11353,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
11354,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
11355,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
11356,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
