Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17NRB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17NRB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17NRB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17NRB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17NRB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17NRB_M_R
2584,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
2585,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
2586,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
2587,Forest,Forest,Water,NULL,Water,Grassland
2588,Forest,Forest,Water,NULL,Water,Bareland
2589,Forest,Forest,Water,NULL,Water,Water
2590,Forest,Forest,Water,NULL,Water,Forest
2591,Forest,Forest,Water,Non_Water,Water,Grassland
2592,Forest,Forest,Water,Non_Water,Water,Forest
2593,Forest,Forest,Water,Water,Water,Grassland
2594,Forest,Forest,Water,Water,Water,Forest
2595,Forest,Forest,Forest,NULL,Non_Wetland,NULL
2596,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
2597,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
2598,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
2599,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
2600,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
2601,Forest,Forest,Forest,NULL,Non_Wetland,Water
2602,Forest,Forest,Forest,NULL,Non_Wetland,Forest
2603,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
2604,Forest,Forest,Forest,Non_Water,Non_Wetland,Water
2605,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
2606,Forest,Forest,Forest,Water,Non_Wetland,Grassland
2607,Forest,Forest,Forest,Water,Non_Wetland,Wetland
2608,Forest,Forest,Forest,Water,Non_Wetland,Bareland
2609,Forest,Forest,Forest,Water,Non_Wetland,Water
2610,Forest,Forest,Forest,Water,Non_Wetland,Forest
