Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LTM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LTM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LTM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LTM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LTM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LTM_M_R
15164,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
15165,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
15166,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
15167,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
15168,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
15169,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
15170,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
15171,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
15172,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
15173,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
15174,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
15175,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
15176,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
15177,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
15178,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
15179,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
15180,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
15181,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
15182,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
15183,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
15184,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
15185,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
15186,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
15187,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
15188,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
15189,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
15190,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
15191,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
15192,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
15193,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
15194,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
15195,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
15196,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
15197,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
15198,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
15199,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
15200,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,Shrubland,Water
15201,Forest,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Forest,Water
15202,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
15203,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
15204,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
15205,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
15206,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
15207,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
15208,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
15209,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
15210,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
15211,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
15212,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
15213,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
15214,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
15215,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
15216,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
15217,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
15218,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
15219,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
15220,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15221,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
15222,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
15223,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
15224,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
15225,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
15226,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
15227,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
15228,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Cropland
15229,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Wetland
15230,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
15231,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
15232,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
15233,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
15234,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
15235,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
15236,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
15237,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
15238,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
15239,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
15240,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
15241,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
15242,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
15243,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
15244,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
15245,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
15246,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
15247,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
15248,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Forest
15249,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
15250,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
15251,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
15252,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Cropland
15253,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
15254,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
15255,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
15256,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Cropland
15257,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
15258,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
15259,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
15260,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
15261,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
15262,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
15263,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
15264,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Wetland
15265,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
15266,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
15267,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
15268,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
15269,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
15270,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
15271,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
15272,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
15273,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
15274,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
15275,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
15276,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
15277,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
15278,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
15279,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
15280,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
15281,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
15282,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
15283,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
15284,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
15285,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
15286,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
15287,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
15288,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
15289,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
15290,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
15291,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
15292,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
15293,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
15294,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
15295,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15296,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
15297,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
15298,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
15299,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
15300,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
15301,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
15302,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
15303,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
15304,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
15305,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
15306,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
15307,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
15308,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
15309,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Bareland
15310,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
15311,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
15312,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
15313,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
15314,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
15315,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
15316,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
15317,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
15318,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
15319,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
15320,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
15321,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
15322,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
15323,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
15324,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
15325,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
15326,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
15327,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
15328,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
15329,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
15330,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
15331,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
15332,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
15333,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
15334,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
15335,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
15336,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
15337,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
15338,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
15339,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
15340,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
15341,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
15342,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
15343,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
15344,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
15345,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
15346,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
15347,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
15348,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
15349,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
15350,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
15351,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
15352,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
15353,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
15354,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
15355,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
15356,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
15357,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
15358,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
15359,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
15360,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
15361,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
15362,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
15363,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
15364,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
15365,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
15366,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
15367,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
15368,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
15369,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
15370,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
15371,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
15372,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
15373,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
15374,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Wetland
15375,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
15376,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
15377,Forest,Cropland,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
15378,Forest,Cropland,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
15379,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
15380,Forest,Cropland,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15381,Forest,Cropland,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
15382,Forest,Cropland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
15383,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
15384,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
15385,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
15386,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
15387,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
15388,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
15389,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
15390,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15391,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
15392,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
15393,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Cropland
15394,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
15395,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Forest,NULL
15396,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Forest,Grassland
15397,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
15398,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
15399,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
15400,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
15401,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
15402,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
15403,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
15404,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
15405,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
15406,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
15407,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
15408,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
15409,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,Shrubland,NULL
15410,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
15411,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,Grassland,NULL
15412,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
15413,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
15414,Forest,Cropland,Water,NULL,Water,Shrubland,Forest,Forest
15415,Forest,Cropland,Water,Water,Water,NULL,Shrubland,Water
15416,Forest,Cropland,Water,Water,Water,Shrubland,Forest,Water
15417,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
15418,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
15419,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
15420,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
15421,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
15422,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
15423,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
15424,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
15425,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
15426,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
15427,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
15428,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
15429,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
15430,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
15431,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
15432,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
15433,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
15434,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
15435,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
15436,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
15437,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
15438,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
15439,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
15440,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
15441,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
15442,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
15443,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
15444,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
15445,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15446,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
15447,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
15448,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
15449,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
15450,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
15451,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
15452,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
15453,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
15454,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
15455,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
15456,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
15457,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
15458,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
15459,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
15460,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
15461,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
15462,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
15463,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
15464,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
15465,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
15466,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
15467,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
15468,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
15469,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
15470,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
15471,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
15472,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
15473,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
15474,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
15475,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
15476,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
15477,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
15478,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
15479,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
