Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LTN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LTN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LTN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LTN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LTN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LTN_M_R
10873,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10874,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
10875,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
10876,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
10877,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
10878,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
10879,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
10880,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
10881,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
10882,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
10883,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
10884,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
10885,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
10886,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
10887,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
10888,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
10889,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
10890,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
10891,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Shrubland,NULL
10892,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
10893,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
10894,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,Shrubland,NULL
10895,Forest,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
10896,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
10897,Forest,NULL,Water,NULL,Water,NULL,Shrubland,Grassland
10898,Forest,NULL,Water,NULL,Water,Shrubland,NULL,NULL
10899,Forest,NULL,Water,NULL,Water,Shrubland,Forest,Grassland
10900,Forest,NULL,Water,Non_Water,Water,Shrubland,Shrubland,NULL
10901,Forest,NULL,Water,Non_Water,Water,Grassland,NULL,Grassland
10902,Forest,NULL,Water,Non_Water,Water,Grassland,Shrubland,NULL
10903,Forest,NULL,Water,Non_Water,Water,Water,NULL,Wetland
10904,Forest,NULL,Water,Non_Water,Water,Water,NULL,Forest
10905,Forest,NULL,Water,Non_Water,Water,Water,Shrubland,Wetland
10906,Forest,NULL,Water,Non_Water,Water,Water,Forest,Wetland
10907,Forest,NULL,Water,Water,Water,NULL,NULL,Water
10908,Forest,NULL,Water,Water,Water,NULL,Water,Forest
10909,Forest,NULL,Water,Water,Water,Water,NULL,Wetland
10910,Forest,NULL,Water,Water,Water,Water,NULL,Water
10911,Forest,NULL,Water,Water,Water,Water,Shrubland,Grassland
10912,Forest,NULL,Water,Water,Water,Water,Forest,Wetland
10913,Forest,NULL,Water,Water,Water,Forest,NULL,Wetland
10914,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
10915,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
10916,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
10917,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
10918,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
10919,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
10920,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
10921,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
10922,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
10923,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Built-up
10924,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Water
10925,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
10926,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
10927,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
10928,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
10929,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
10930,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
10931,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
10932,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
10933,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
10934,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,NULL
10935,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
10936,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
10937,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Water
10938,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
10939,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
10940,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
10941,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
10942,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
10943,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
10944,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10945,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10946,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
10947,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
10948,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
10949,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
10950,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
10951,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10952,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
10953,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10954,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
10955,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
10956,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
10957,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
10958,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
10959,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Bareland
10960,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
10961,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
10962,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
10963,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
10964,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
10965,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
10966,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
10967,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
10968,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Water
10969,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
10970,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
10971,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
10972,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
10973,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
10974,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
10975,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
10976,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10977,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
10978,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
10979,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
10980,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
10981,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
10982,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
10983,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
10984,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
10985,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
10986,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
10987,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
10988,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
10989,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,NULL
10990,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
10991,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
10992,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
10993,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
10994,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
10995,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
10996,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
10997,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
10998,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10999,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
11000,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
11001,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
11002,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
11003,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
11004,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
11005,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
11006,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
11007,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
11008,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
11009,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
11010,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
11011,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
11012,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Water
11013,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
11014,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
11015,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
11016,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Wetland
11017,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
11018,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
11019,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Water
11020,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
11021,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
11022,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Wetland
11023,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
11024,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
11025,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
11026,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
11027,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
11028,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
11029,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
11030,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
11031,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Built-up
11032,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
11033,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
11034,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
11035,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
11036,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
11037,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
11038,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
11039,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
11040,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
11041,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
11042,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
11043,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
11044,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
11045,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
11046,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,NULL
11047,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
11048,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Wetland
11049,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
11050,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
11051,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
11052,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
11053,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
11054,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
11055,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
11056,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
11057,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
11058,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,NULL
11059,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
11060,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Cropland
11061,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
11062,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
11063,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
11064,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
11065,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
11066,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
11067,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Forest,Grassland
11068,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,NULL
11069,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
11070,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
11071,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,NULL
11072,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
11073,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,NULL
11074,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Wetland
11075,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,NULL
11076,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
11077,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
11078,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
11079,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
11080,Forest,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,NULL
11081,Forest,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Grassland
11082,Forest,NULL,Forest,Water,Non_Wetland,NULL,Forest,NULL
11083,Forest,NULL,Forest,Water,Non_Wetland,NULL,Forest,Grassland
11084,Forest,NULL,Forest,Water,Non_Wetland,NULL,Forest,Forest
11085,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,NULL
11086,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
11087,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Water
11088,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
11089,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Forest,Grassland
11090,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Forest,Grassland
11091,Forest,NULL,Forest,Water,Non_Wetland,Water,NULL,Grassland
11092,Forest,NULL,Forest,Water,Non_Wetland,Water,NULL,Wetland
11093,Forest,NULL,Forest,Water,Non_Wetland,Water,Shrubland,NULL
11094,Forest,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
11095,Forest,NULL,Forest,Water,Non_Wetland,Water,Grassland,Wetland
11096,Forest,NULL,Forest,Water,Non_Wetland,Water,Forest,Wetland
11097,Forest,NULL,Forest,Water,Non_Wetland,Forest,Grassland,Grassland
11098,Forest,NULL,Forest,Water,Non_Wetland,Forest,Forest,Forest
11099,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
11100,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
11101,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
11102,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
11103,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
11104,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
11105,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
11106,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
11107,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
11108,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
11109,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
11110,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
11111,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
11112,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
11113,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
11114,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
11115,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
11116,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
11117,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
11118,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
11119,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
11120,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11121,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11122,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
11123,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
11124,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
11125,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
11126,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11127,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
11128,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11129,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
11130,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
11131,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
11132,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
11133,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
11134,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
11135,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
11136,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
11137,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
11138,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
11139,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
11140,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
11141,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
11142,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11143,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
11144,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
11145,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
11146,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
11147,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
11148,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
11149,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
11150,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
11151,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
11152,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
11153,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
11154,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
11155,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
11156,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
11157,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
11158,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
11159,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
11160,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
11161,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
11162,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
11163,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
11164,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
11165,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
11166,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
11167,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
11168,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,NULL
11169,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
11170,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
11171,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
11172,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
11173,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
11174,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
11175,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
11176,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
11177,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
11178,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
11179,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
11180,Forest,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
11181,Forest,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
11182,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
11183,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
11184,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
11185,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
11186,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11187,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
11188,Forest,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Cropland
11189,Forest,Cropland,NULL,Non_Water,Non_Wetland,Water,NULL,NULL
11190,Forest,Cropland,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
11191,Forest,Cropland,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
11192,Forest,Cropland,NULL,Non_Water,Non_Wetland,Water,Shrubland,Wetland
11193,Forest,Cropland,NULL,Non_Water,Non_Wetland,Forest,Shrubland,NULL
11194,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,NULL
11195,Forest,Cropland,NULL,Water,Non_Wetland,NULL,Shrubland,NULL
11196,Forest,Cropland,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
11197,Forest,Cropland,NULL,Water,Non_Wetland,Water,Shrubland,NULL
11198,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
11199,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
11200,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
11201,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
11202,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
