Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KHF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KHF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KHF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KHF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KHF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KHF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KHF_M_R
19721,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
19722,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
19723,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
19724,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,NULL
19725,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
19726,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
19727,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
19728,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
19729,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
19730,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
19731,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
19732,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Grassland
19733,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
19734,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Water,Forest
19735,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,NULL
19736,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
19737,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
19738,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Bareland
19739,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
19740,Forest,Built-up,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
19741,Forest,Built-up,NULL,Water,Non_Wetland,Water,Forest,Water
19742,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
19743,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
19744,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
19745,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
19746,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
19747,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
19748,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
19749,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
19750,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
19751,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
19752,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
19753,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
19754,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
19755,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
19756,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
19757,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
19758,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
19759,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
19760,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
19761,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
19762,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
19763,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
19764,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
19765,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
19766,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Water
19767,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
19768,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
19769,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
19770,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
19771,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
19772,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
19773,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
19774,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
19775,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
19776,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
19777,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
19778,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
19779,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
19780,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
19781,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
19782,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
19783,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
19784,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
19785,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
19786,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
19787,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
19788,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
19789,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
19790,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
19791,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
19792,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
19793,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
19794,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
19795,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
19796,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
19797,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
19798,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
19799,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
19800,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
19801,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
19802,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
19803,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
19804,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
19805,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
19806,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
19807,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
19808,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
19809,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
19810,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
19811,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,NULL
19812,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
19813,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
19814,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
19815,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
19816,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
19817,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
19818,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
19819,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
19820,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
19821,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
19822,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
19823,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
19824,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
19825,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
19826,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
19827,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
19828,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
19829,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
19830,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
19831,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
19832,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
19833,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
19834,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
19835,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
19836,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
19837,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
19838,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
19839,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
19840,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
19841,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
19842,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
19843,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
19844,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
19845,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
19846,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
19847,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
19848,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
19849,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
19850,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
19851,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
19852,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
19853,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
19854,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
19855,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
19856,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
19857,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Built-up
19858,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
19859,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
19860,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
19861,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
19862,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
19863,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
19864,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
19865,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
19866,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
19867,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
19868,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
19869,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
19870,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
19871,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
19872,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
19873,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
19874,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
19875,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
19876,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
19877,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
19878,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
19879,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
19880,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
19881,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
19882,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
19883,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
19884,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
19885,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
19886,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Water
19887,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
19888,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
19889,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
19890,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
19891,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
19892,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
19893,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
19894,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
19895,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
19896,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
19897,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
19898,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
19899,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
19900,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
19901,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
19902,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
19903,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
19904,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
19905,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
19906,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
19907,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
19908,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
19909,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
19910,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
19911,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
19912,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
19913,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
19914,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
19915,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
19916,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
19917,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
19918,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
19919,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
19920,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
19921,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
19922,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
19923,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
19924,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
19925,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
19926,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
19927,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
19928,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
19929,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
19930,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
19931,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
19932,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
19933,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Forest
19934,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
19935,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
19936,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
19937,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
19938,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
19939,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
19940,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
19941,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
19942,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
19943,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
19944,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
19945,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
19946,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
19947,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
19948,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
19949,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
19950,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
19951,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
19952,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
19953,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
19954,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
19955,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
19956,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
19957,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
19958,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
19959,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
19960,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
19961,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
19962,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
19963,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
19964,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
19965,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
19966,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
19967,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
19968,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
19969,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
19970,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
19971,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
19972,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
19973,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
19974,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
19975,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
19976,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
19977,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
19978,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
19979,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Built-up
19980,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
19981,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Water,Forest
19982,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
19983,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
19984,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
19985,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
19986,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
19987,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
19988,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
19989,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Forest
19990,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
19991,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
19992,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
19993,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
19994,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
19995,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
19996,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
19997,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
19998,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
19999,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
20000,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
20001,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
20002,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
20003,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
20004,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
20005,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
20006,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
20007,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
20008,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
20009,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
20010,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
20011,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
20012,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
20013,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
20014,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
20015,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
20016,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
20017,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
20018,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland,Shrubland,NULL
20019,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Forest
20020,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
20021,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
20022,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
20023,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
20024,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
20025,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
20026,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
20027,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
20028,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
