Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KKG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KKG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KKG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KKG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KKG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KKG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KKG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KKG_M_R
3741,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3742,Permanent_ice_and_snow,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
3743,Permanent_ice_and_snow,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3744,Permanent_ice_and_snow,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3745,Permanent_ice_and_snow,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
3746,Permanent_ice_and_snow,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
3747,Permanent_ice_and_snow,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
3748,Permanent_ice_and_snow,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
3749,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3750,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3751,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3752,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
3753,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
3754,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
3755,Permanent_ice_and_snow,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
3756,Permanent_ice_and_snow,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3757,Permanent_ice_and_snow,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
3758,Permanent_ice_and_snow,Forest,Wetland,Water,Wetland,NULL,NULL,Water
3759,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3760,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
3761,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
3762,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3763,Permanent_ice_and_snow,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3764,Permanent_ice_and_snow,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3765,Permanent_ice_and_snow,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
3766,Permanent_ice_and_snow,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
3767,Permanent_ice_and_snow,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
3768,Permanent_ice_and_snow,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3769,Permanent_ice_and_snow,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
3770,Permanent_ice_and_snow,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3771,Permanent_ice_and_snow,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
3772,Permanent_ice_and_snow,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
3773,Permanent_ice_and_snow,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
3774,Permanent_ice_and_snow,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
3775,Permanent_ice_and_snow,Forest,Water,NULL,Water,NULL,NULL,Bareland
3776,Permanent_ice_and_snow,Forest,Water,NULL,Water,NULL,NULL,Forest
3777,Permanent_ice_and_snow,Forest,Water,Non_Water,Water,NULL,NULL,Water
3778,Permanent_ice_and_snow,Forest,Water,Water,Water,NULL,NULL,Grassland
3779,Permanent_ice_and_snow,Forest,Water,Water,Water,NULL,NULL,Bareland
3780,Permanent_ice_and_snow,Forest,Water,Water,Water,NULL,NULL,Water
3781,Permanent_ice_and_snow,Forest,Water,Water,Water,NULL,NULL,Forest
3782,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3783,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3784,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3785,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
3786,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3787,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
3788,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3789,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
3790,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
3791,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3792,Permanent_ice_and_snow,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
3793,Permanent_ice_and_snow,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
3794,Permanent_ice_and_snow,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
3795,Permanent_ice_and_snow,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
3796,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3797,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3798,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3799,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
3800,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3801,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
3802,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
3803,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3804,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
3805,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3806,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
3807,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
3808,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
3809,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
3810,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3811,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
3812,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
3813,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
3814,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
3815,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
3816,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
3817,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
3818,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3819,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3820,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3821,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
3822,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3823,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3824,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3825,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3826,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
3827,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3828,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3829,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3830,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
3831,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3832,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
3833,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3834,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
3835,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
3836,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
3837,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
3838,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
3839,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3840,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
3841,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
3842,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
3843,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
3844,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
3845,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3846,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
3847,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3848,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3849,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3850,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
3851,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
3852,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
3853,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
3854,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
3855,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
3856,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
3857,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
3858,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
3859,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3860,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3861,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3862,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3863,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
3864,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
3865,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3866,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
3867,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3868,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3869,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
3870,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
3871,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
3872,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
3873,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
3874,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
3875,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
3876,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
3877,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
3878,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
3879,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
3880,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
3881,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
3882,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
3883,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3884,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
3885,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
3886,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
3887,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
3888,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3889,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
3890,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
3891,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
3892,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
3893,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
3894,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
3895,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
3896,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
3897,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
3898,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
3899,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
3900,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
3901,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
3902,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
3903,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
3904,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
3905,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3906,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
3907,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
3908,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
3909,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
3910,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3911,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
3912,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3913,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3914,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3915,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
3916,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
3917,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
3918,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
3919,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
3920,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
3921,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
3922,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
3923,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
3924,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
3925,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3926,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
3927,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
3928,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3929,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
3930,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3931,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
3932,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
3933,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
3934,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
3935,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
3936,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
3937,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
3938,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
3939,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
3940,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
3941,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
3942,Forest,NULL,Water,NULL,Water,NULL,NULL,Cropland
3943,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
3944,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
3945,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
3946,Forest,NULL,Water,Non_Water,Water,NULL,NULL,NULL
3947,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
3948,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
3949,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
3950,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
3951,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
3952,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
3953,Forest,NULL,Water,Water,Water,NULL,NULL,NULL
3954,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
3955,Forest,NULL,Water,Water,Water,NULL,NULL,Cropland
3956,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
3957,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
3958,Forest,NULL,Water,Water,Water,NULL,NULL,Water
3959,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
3960,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3961,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3962,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3963,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3964,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3965,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
3966,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
3967,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3968,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
3969,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3970,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
3971,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
3972,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
3973,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Built-up
3974,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
3975,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3976,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
3977,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
3978,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
3979,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
3980,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
3981,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
3982,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
3983,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3984,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3985,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3986,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
3987,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
3988,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3989,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3990,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3991,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
3992,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3993,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3994,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3995,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
3996,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3997,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
3998,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3999,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
4000,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
4001,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
4002,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4003,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
4004,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4005,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
4006,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4007,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4008,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4009,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
4010,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4011,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4012,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
4013,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
4014,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
4015,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
4016,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
4017,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
4018,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
4019,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
4020,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
4021,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
4022,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
4023,Forest,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
4024,Forest,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
4025,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
4026,Forest,Cropland,Water,NULL,Water,NULL,NULL,Water
4027,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
4028,Forest,Cropland,Water,Water,Water,NULL,NULL,Forest
4029,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
4030,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4031,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
4032,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
4033,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
4034,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
4035,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4036,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
4037,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
4038,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
4039,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
4040,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
4041,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
4042,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4043,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
4044,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
4045,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
4046,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
4047,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4048,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
4049,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
4050,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
4051,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
4052,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
4053,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
4054,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
4055,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
4056,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
4057,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
4058,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
4059,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
4060,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
4061,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
4062,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4063,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
4064,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
4065,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
4066,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
4067,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4068,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
4069,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
