Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LMD_M_R
8181,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8182,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
8183,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
8184,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8185,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
8186,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8187,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8188,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
8189,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8190,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8191,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8192,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
8193,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
8194,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8195,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8196,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8197,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
8198,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8199,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
8200,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
8201,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8202,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8203,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
8204,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8205,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
8206,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
8207,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
8208,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
8209,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8210,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8211,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8212,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
8213,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
8214,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8215,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
8216,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
8217,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8218,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
8219,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
8220,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8221,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8222,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
8223,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
8224,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8225,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
8226,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8227,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8228,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
8229,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8230,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8231,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8232,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
8233,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
8234,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
8235,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8236,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8237,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
8238,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
8239,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
8240,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
8241,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8242,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8243,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8244,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8245,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
8246,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8247,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
8248,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
8249,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
8250,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8251,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8252,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
8253,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8254,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8255,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
8256,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8257,Permanent_ice_and_snow,Water,Water,Non_Water,Water,Shrubland,Shrubland,NULL
8258,Permanent_ice_and_snow,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8259,Permanent_ice_and_snow,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
8260,Permanent_ice_and_snow,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
8261,Permanent_ice_and_snow,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8262,Permanent_ice_and_snow,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8263,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
8264,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8265,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8266,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Bareland
8267,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
8268,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8269,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
8270,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8271,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
8272,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
8273,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8274,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8275,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
8276,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
8277,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
8278,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
8279,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
8280,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
8281,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8282,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8283,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
8284,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8285,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8286,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
8287,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8288,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
8289,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Bareland
8290,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
8291,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
8292,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8293,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8294,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
8295,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
8296,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8297,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
8298,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
8299,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8300,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
8301,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8302,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
8303,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
8304,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8305,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8306,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
8307,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
8308,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8309,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8310,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8311,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
8312,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
8313,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8314,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8315,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
8316,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
8317,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
8318,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8319,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8320,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8321,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
8322,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8323,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8324,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8325,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
8326,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
8327,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
8328,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
8329,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8330,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8331,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
8332,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
8333,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8334,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
8335,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
8336,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8337,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8338,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
8339,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8340,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8341,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
8342,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
8343,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8344,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
8345,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
8346,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8347,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8348,Permanent_ice_and_snow,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8349,Permanent_ice_and_snow,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
8350,Permanent_ice_and_snow,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
8351,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
8352,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8353,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8354,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
8355,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
8356,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
8357,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
8358,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
8359,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
8360,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
8361,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
8362,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
8363,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
8364,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
8365,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
8366,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
8367,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
8368,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
8369,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
8370,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
8371,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
8372,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
8373,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
8374,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
8375,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
8376,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8377,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8378,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
8379,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
8380,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
8381,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8382,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
8383,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8384,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
8385,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
8386,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
8387,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
8388,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
8389,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
8390,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
8391,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
8392,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
8393,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
8394,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
8395,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Bareland
8396,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
8397,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
8398,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
8399,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
8400,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
8401,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
8402,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
8403,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
8404,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
8405,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
8406,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8407,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8408,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
8409,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
8410,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8411,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
8412,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
8413,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
8414,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
8415,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
8416,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
8417,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
8418,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
8419,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
8420,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
8421,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8422,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
8423,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Water
8424,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
8425,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
8426,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
8427,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
8428,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Bareland
8429,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
8430,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
8431,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,NULL
8432,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
8433,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Bareland
8434,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Water
8435,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
8436,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
8437,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
8438,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
8439,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
8440,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
8441,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
8442,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8443,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Wetland
8444,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8445,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Water
8446,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
8447,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
8448,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
8449,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
8450,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
8451,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
