Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KXQ_M_R
11604,Forest,Cropland,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
11605,Forest,Cropland,Forest,Water,Non_Wetland,Grassland,Forest,Forest
11606,Forest,Cropland,Forest,Water,Non_Wetland,Wetland,NULL,Grassland
11607,Forest,Cropland,Forest,Water,Non_Wetland,Wetland,NULL,Forest
11608,Forest,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
11609,Forest,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
11610,Forest,Cropland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
11611,Forest,Cropland,Forest,Water,Non_Wetland,Bareland,NULL,Grassland
11612,Forest,Cropland,Forest,Water,Non_Wetland,Bareland,Water,Water
11613,Forest,Cropland,Forest,Water,Non_Wetland,Water,NULL,Wetland
11614,Forest,Cropland,Forest,Water,Non_Wetland,Water,NULL,Forest
11615,Forest,Cropland,Forest,Water,Non_Wetland,Water,Wetland,Forest
11616,Forest,Cropland,Forest,Water,Non_Wetland,Water,Water,Grassland
11617,Forest,Cropland,Forest,Water,Non_Wetland,Water,Water,Water
11618,Forest,Cropland,Forest,Water,Non_Wetland,Water,Forest,Forest
11619,Forest,Cropland,Forest,Water,Non_Wetland,Forest,NULL,Grassland
11620,Forest,Cropland,Forest,Water,Non_Wetland,Forest,NULL,Forest
11621,Forest,Cropland,Forest,Water,Non_Wetland,Forest,Forest,Forest
11622,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
11623,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
11624,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
11625,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
11626,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
11627,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
11628,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
11629,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
11630,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
11631,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
11632,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
11633,Forest,Wetland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
11634,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
11635,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
11636,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
11637,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
11638,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Wetland
11639,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
11640,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Water
11641,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Forest
11642,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
11643,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
11644,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
11645,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
11646,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
11647,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Forest,Forest
11648,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
11649,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
11650,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
11651,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
11652,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Bareland
11653,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
11654,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Wetland
11655,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
11656,Forest,Wetland,Wetland,NULL,Wetland,Forest,NULL,Forest
11657,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
11658,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
11659,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
11660,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
11661,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
11662,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
11663,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
11664,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
11665,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
11666,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
11667,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
11668,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
11669,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
11670,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
11671,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
11672,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
11673,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
11674,Forest,Wetland,Wetland,Water,Wetland,Bareland,Water,Forest
11675,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
11676,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
11677,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
11678,Forest,Wetland,Wetland,Water,Wetland,Water,Forest,Forest
11679,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
11680,Forest,Wetland,Water,NULL,Water,NULL,NULL,Water
11681,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
11682,Forest,Wetland,Water,NULL,Water,Wetland,Water,Water
11683,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
11684,Forest,Wetland,Water,NULL,Water,Water,Water,Wetland
11685,Forest,Wetland,Water,NULL,Water,Water,Water,Water
11686,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
11687,Forest,Wetland,Water,NULL,Water,Forest,Water,Forest
11688,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
11689,Forest,Wetland,Water,Non_Water,Water,Water,Water,Wetland
11690,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
11691,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
11692,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
11693,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
11694,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Wetland
11695,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Forest
11696,Forest,Wetland,Water,Water,Water,Grassland,Water,Wetland
11697,Forest,Wetland,Water,Water,Water,Grassland,Water,Forest
11698,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
11699,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
11700,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
11701,Forest,Wetland,Water,Water,Water,Water,Water,Forest
11702,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
11703,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
11704,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
11705,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
11706,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Water
11707,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
11708,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
11709,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
11710,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
11711,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
11712,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
11713,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
11714,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
11715,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
11716,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
11717,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
11718,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
11719,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
11720,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
11721,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
11722,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
11723,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
11724,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
11725,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
11726,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
11727,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
11728,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
11729,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
11730,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
11731,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
11732,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
11733,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
11734,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
11735,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
11736,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
11737,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
11738,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
11739,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
11740,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
11741,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Forest
11742,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
11743,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
11744,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
11745,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
11746,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
11747,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
11748,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
11749,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
11750,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
11751,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
11752,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
11753,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
11754,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
11755,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
11756,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
11757,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
11758,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
11759,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
11760,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
11761,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
11762,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
11763,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
11764,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
11765,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
11766,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
11767,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
11768,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
11769,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
11770,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
11771,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
11772,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
11773,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
11774,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
11775,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
11776,Forest,Built-up,NULL,Water,Non_Wetland,Bareland,Water,Forest
11777,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
11778,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
11779,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
11780,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
11781,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
11782,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
11783,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
11784,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
11785,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
11786,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
11787,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
11788,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
11789,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
11790,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
11791,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11792,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
11793,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
11794,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
11795,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
11796,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
11797,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
11798,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
11799,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
11800,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
11801,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
11802,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
11803,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
11804,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11805,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11806,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
11807,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
11808,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
11809,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
11810,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
11811,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
11812,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
11813,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11814,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
11815,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
11816,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
11817,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
11818,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
11819,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
11820,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
11821,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
11822,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
11823,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
11824,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
11825,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
11826,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
11827,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
11828,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
11829,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
11830,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11831,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
11832,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
11833,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
11834,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
11835,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
11836,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
11837,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
11838,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
11839,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Grassland
11840,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
11841,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
11842,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
11843,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
11844,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
11845,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
11846,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11847,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
11848,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
11849,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
11850,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
11851,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
11852,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
11853,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
11854,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
11855,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
11856,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
11857,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
11858,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
11859,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
11860,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
11861,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
11862,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
11863,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
11864,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
11865,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
11866,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
11867,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
11868,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11869,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
11870,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
11871,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
11872,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
11873,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
11874,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
11875,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
11876,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
11877,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
11878,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
11879,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
11880,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
11881,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
11882,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
11883,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
11884,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
11885,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
11886,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
11887,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
11888,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
11889,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
11890,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
11891,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
11892,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11893,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
11894,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
11895,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
11896,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
11897,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
11898,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
11899,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
11900,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
11901,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
11902,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
11903,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
11904,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
11905,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
11906,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
11907,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
11908,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
11909,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
11910,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
11911,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
11912,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11913,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
11914,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
11915,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
11916,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Built-up
11917,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
11918,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Forest
11919,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
11920,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
11921,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
