Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KBB_M_R
6524,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
6525,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
6526,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
6527,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
6528,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
6529,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
6530,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
6531,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
6532,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
6533,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
6534,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
6535,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
6536,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
6537,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
6538,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
6539,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
6540,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
6541,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
6542,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
6543,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Water,Forest
6544,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,NULL
6545,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
6546,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
6547,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
6548,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Forest
6549,Forest,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,NULL,Forest
6550,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6551,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,NULL
6552,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
6553,Forest,NULL,Built-up,Non_Water,Non_Wetland,Water,Forest,Forest
6554,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
6555,Forest,NULL,Water,NULL,Water,NULL,Wetland,NULL
6556,Forest,NULL,Water,NULL,Water,NULL,Wetland,Grassland
6557,Forest,NULL,Water,NULL,Water,NULL,Wetland,Forest
6558,Forest,NULL,Water,NULL,Water,NULL,Water,Grassland
6559,Forest,NULL,Water,NULL,Water,NULL,Water,Forest
6560,Forest,NULL,Water,NULL,Water,Shrubland,Water,Water
6561,Forest,NULL,Water,NULL,Water,Shrubland,Water,Forest
6562,Forest,NULL,Water,NULL,Water,Grassland,NULL,Water
6563,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Water
6564,Forest,NULL,Water,NULL,Water,Grassland,Wetland,NULL
6565,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Wetland
6566,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Water
6567,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Forest
6568,Forest,NULL,Water,NULL,Water,Grassland,Water,NULL
6569,Forest,NULL,Water,NULL,Water,Grassland,Water,Wetland
6570,Forest,NULL,Water,NULL,Water,Grassland,Water,Water
6571,Forest,NULL,Water,NULL,Water,Grassland,Water,Forest
6572,Forest,NULL,Water,NULL,Water,Wetland,NULL,Water
6573,Forest,NULL,Water,NULL,Water,Wetland,NULL,Forest
6574,Forest,NULL,Water,NULL,Water,Wetland,Shrubland,NULL
6575,Forest,NULL,Water,NULL,Water,Wetland,Shrubland,Wetland
6576,Forest,NULL,Water,NULL,Water,Wetland,Shrubland,Water
6577,Forest,NULL,Water,NULL,Water,Wetland,Shrubland,Forest
6578,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Water
6579,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Forest
6580,Forest,NULL,Water,NULL,Water,Wetland,Wetland,NULL
6581,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
6582,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
6583,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Bareland
6584,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Water
6585,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
6586,Forest,NULL,Water,NULL,Water,Wetland,Bareland,NULL
6587,Forest,NULL,Water,NULL,Water,Wetland,Bareland,Grassland
6588,Forest,NULL,Water,NULL,Water,Wetland,Bareland,Water
6589,Forest,NULL,Water,NULL,Water,Wetland,Water,NULL
6590,Forest,NULL,Water,NULL,Water,Wetland,Water,Grassland
6591,Forest,NULL,Water,NULL,Water,Wetland,Water,Wetland
6592,Forest,NULL,Water,NULL,Water,Wetland,Water,Water
6593,Forest,NULL,Water,NULL,Water,Wetland,Water,Forest
6594,Forest,NULL,Water,NULL,Water,Wetland,Forest,Water
6595,Forest,NULL,Water,NULL,Water,Wetland,Forest,Forest
6596,Forest,NULL,Water,NULL,Water,Bareland,NULL,Bareland
6597,Forest,NULL,Water,NULL,Water,Bareland,NULL,Water
6598,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
6599,Forest,NULL,Water,NULL,Water,Bareland,Wetland,NULL
6600,Forest,NULL,Water,NULL,Water,Bareland,Wetland,Grassland
6601,Forest,NULL,Water,NULL,Water,Bareland,Wetland,Wetland
6602,Forest,NULL,Water,NULL,Water,Bareland,Wetland,Bareland
6603,Forest,NULL,Water,NULL,Water,Bareland,Wetland,Water
6604,Forest,NULL,Water,NULL,Water,Bareland,Wetland,Forest
6605,Forest,NULL,Water,NULL,Water,Bareland,Bareland,NULL
6606,Forest,NULL,Water,NULL,Water,Bareland,Bareland,Forest
6607,Forest,NULL,Water,NULL,Water,Bareland,Water,NULL
6608,Forest,NULL,Water,NULL,Water,Bareland,Water,Wetland
6609,Forest,NULL,Water,NULL,Water,Bareland,Water,Water
6610,Forest,NULL,Water,NULL,Water,Bareland,Water,Forest
6611,Forest,NULL,Water,NULL,Water,Bareland,Forest,Water
6612,Forest,NULL,Water,NULL,Water,Water,NULL,Forest
6613,Forest,NULL,Water,NULL,Water,Water,Shrubland,Forest
6614,Forest,NULL,Water,NULL,Water,Water,Grassland,Wetland
6615,Forest,NULL,Water,NULL,Water,Water,Wetland,Water
6616,Forest,NULL,Water,NULL,Water,Water,Wetland,Forest
6617,Forest,NULL,Water,NULL,Water,Water,Water,Wetland
6618,Forest,NULL,Water,NULL,Water,Water,Water,Water
6619,Forest,NULL,Water,NULL,Water,Water,Water,Forest
6620,Forest,NULL,Water,NULL,Water,Water,Forest,Water
6621,Forest,NULL,Water,NULL,Water,Water,Forest,Forest
6622,Forest,NULL,Water,NULL,Water,Forest,NULL,Water
6623,Forest,NULL,Water,NULL,Water,Forest,NULL,Forest
6624,Forest,NULL,Water,NULL,Water,Forest,Shrubland,Water
6625,Forest,NULL,Water,NULL,Water,Forest,Shrubland,Forest
6626,Forest,NULL,Water,NULL,Water,Forest,Wetland,Water
6627,Forest,NULL,Water,NULL,Water,Forest,Wetland,Forest
6628,Forest,NULL,Water,NULL,Water,Forest,Water,Water
6629,Forest,NULL,Water,NULL,Water,Forest,Water,Forest
6630,Forest,NULL,Water,NULL,Water,Forest,Forest,Water
6631,Forest,NULL,Water,NULL,Water,Forest,Forest,Forest
6632,Forest,NULL,Water,Non_Water,Water,Shrubland,Wetland,Forest
6633,Forest,NULL,Water,Non_Water,Water,Grassland,Water,Water
6634,Forest,NULL,Water,Non_Water,Water,Grassland,Forest,Water
6635,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
6636,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
6637,Forest,NULL,Water,Non_Water,Water,Wetland,Bareland,NULL
6638,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
6639,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
6640,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Water
6641,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Forest
6642,Forest,NULL,Water,Non_Water,Water,Bareland,Water,Water
6643,Forest,NULL,Water,Non_Water,Water,Bareland,Water,Forest
6644,Forest,NULL,Water,Non_Water,Water,Water,NULL,Bareland
6645,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Forest
6646,Forest,NULL,Water,Non_Water,Water,Water,Water,Wetland
6647,Forest,NULL,Water,Non_Water,Water,Water,Water,Water
6648,Forest,NULL,Water,Non_Water,Water,Water,Water,Forest
6649,Forest,NULL,Water,Non_Water,Water,Water,Forest,Water
6650,Forest,NULL,Water,Non_Water,Water,Water,Forest,Forest
6651,Forest,NULL,Water,Non_Water,Water,Forest,Wetland,Forest
6652,Forest,NULL,Water,Non_Water,Water,Forest,Water,Water
6653,Forest,NULL,Water,Non_Water,Water,Forest,Water,Forest
6654,Forest,NULL,Water,Non_Water,Water,Forest,Forest,Forest
6655,Forest,NULL,Water,Water,Water,NULL,NULL,Water
6656,Forest,NULL,Water,Water,Water,NULL,Water,Water
6657,Forest,NULL,Water,Water,Water,Shrubland,Water,Forest
6658,Forest,NULL,Water,Water,Water,Grassland,NULL,Water
6659,Forest,NULL,Water,Water,Water,Grassland,Wetland,Water
6660,Forest,NULL,Water,Water,Water,Grassland,Water,NULL
6661,Forest,NULL,Water,Water,Water,Grassland,Water,Wetland
6662,Forest,NULL,Water,Water,Water,Grassland,Water,Water
6663,Forest,NULL,Water,Water,Water,Grassland,Forest,Water
6664,Forest,NULL,Water,Water,Water,Wetland,NULL,Wetland
6665,Forest,NULL,Water,Water,Water,Wetland,NULL,Water
6666,Forest,NULL,Water,Water,Water,Wetland,Shrubland,Forest
6667,Forest,NULL,Water,Water,Water,Wetland,Wetland,Wetland
6668,Forest,NULL,Water,Water,Water,Wetland,Wetland,Water
6669,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
6670,Forest,NULL,Water,Water,Water,Wetland,Water,NULL
6671,Forest,NULL,Water,Water,Water,Wetland,Water,Grassland
6672,Forest,NULL,Water,Water,Water,Wetland,Water,Cropland
6673,Forest,NULL,Water,Water,Water,Wetland,Water,Wetland
6674,Forest,NULL,Water,Water,Water,Wetland,Water,Bareland
6675,Forest,NULL,Water,Water,Water,Wetland,Water,Water
6676,Forest,NULL,Water,Water,Water,Wetland,Water,Forest
6677,Forest,NULL,Water,Water,Water,Wetland,Forest,Water
6678,Forest,NULL,Water,Water,Water,Wetland,Forest,Forest
6679,Forest,NULL,Water,Water,Water,Bareland,NULL,Water
6680,Forest,NULL,Water,Water,Water,Bareland,Wetland,NULL
6681,Forest,NULL,Water,Water,Water,Bareland,Wetland,Water
6682,Forest,NULL,Water,Water,Water,Bareland,Built-up,Cropland
6683,Forest,NULL,Water,Water,Water,Bareland,Built-up,Water
6684,Forest,NULL,Water,Water,Water,Bareland,Water,Water
6685,Forest,NULL,Water,Water,Water,Bareland,Forest,Water
6686,Forest,NULL,Water,Water,Water,Water,Wetland,Wetland
6687,Forest,NULL,Water,Water,Water,Water,Wetland,Water
6688,Forest,NULL,Water,Water,Water,Water,Wetland,Forest
6689,Forest,NULL,Water,Water,Water,Water,Water,Wetland
6690,Forest,NULL,Water,Water,Water,Water,Water,Water
6691,Forest,NULL,Water,Water,Water,Water,Water,Forest
6692,Forest,NULL,Water,Water,Water,Water,Forest,Water
6693,Forest,NULL,Water,Water,Water,Water,Forest,Forest
6694,Forest,NULL,Water,Water,Water,Forest,NULL,Forest
6695,Forest,NULL,Water,Water,Water,Forest,Shrubland,Water
6696,Forest,NULL,Water,Water,Water,Forest,Wetland,Water
6697,Forest,NULL,Water,Water,Water,Forest,Wetland,Forest
6698,Forest,NULL,Water,Water,Water,Forest,Water,Water
6699,Forest,NULL,Water,Water,Water,Forest,Water,Forest
6700,Forest,NULL,Water,Water,Water,Forest,Forest,Water
6701,Forest,NULL,Water,Water,Water,Forest,Forest,Forest
6702,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
6703,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6704,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
6705,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
6706,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
6707,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
6708,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6709,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
6710,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
6711,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
6712,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
6713,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Built-up
6714,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
6715,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
6716,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
6717,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
6718,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
6719,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
6720,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6721,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
6722,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
6723,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
6724,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
6725,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Water
6726,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
6727,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
6728,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
6729,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,NULL
6730,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
6731,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Water
6732,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
6733,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
6734,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
6735,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
6736,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Built-up
6737,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6738,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
6739,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
6740,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
6741,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Built-up
6742,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Water
6743,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
6744,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6745,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6746,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6747,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
6748,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6749,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
6750,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6751,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
6752,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6753,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6754,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
6755,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
6756,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
6757,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6758,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
6759,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Built-up
6760,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Water
6761,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
6762,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6763,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
6764,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
6765,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Water
6766,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
6767,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
6768,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
6769,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
6770,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
6771,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Bareland
6772,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Built-up
6773,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
6774,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
6775,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6776,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
6777,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
6778,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
6779,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
6780,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Water
6781,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6782,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
6783,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6784,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6785,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
6786,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6787,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Water
6788,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
6789,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
6790,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6791,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
6792,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
6793,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
6794,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
6795,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6796,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
6797,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
6798,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
6799,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
6800,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Bareland
6801,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
6802,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
6803,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
6804,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
6805,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,NULL
6806,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
6807,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
6808,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Water
6809,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
6810,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
6811,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
6812,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
6813,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
6814,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
6815,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6816,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
6817,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
6818,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
6819,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
6820,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
6821,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
6822,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
6823,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
6824,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
6825,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
6826,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Bareland
6827,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Water
6828,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
6829,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
6830,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
6831,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
6832,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
6833,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
6834,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
6835,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
6836,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Cropland
6837,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
6838,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
6839,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
6840,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
6841,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
6842,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
6843,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
6844,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Bareland
6845,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Built-up
6846,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
6847,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6848,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
6849,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
6850,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
6851,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
6852,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
6853,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
6854,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
6855,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
6856,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
6857,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
6858,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Cropland
6859,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
6860,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Bareland
6861,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Built-up
6862,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Water
6863,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
6864,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
6865,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
6866,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
6867,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
6868,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
6869,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Water
6870,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
6871,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
6872,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6873,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6874,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
6875,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
6876,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
6877,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
6878,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
6879,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
6880,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
6881,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
6882,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
6883,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Built-up
