Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KMQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KMQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KMQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KMQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KMQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KMQ_M_R
19198,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
19199,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Built-up
19200,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
19201,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
19202,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
19203,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
19204,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
19205,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
19206,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
19207,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
19208,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
19209,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
19210,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
19211,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
19212,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
19213,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
19214,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
19215,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
19216,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
19217,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
19218,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
19219,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
19220,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
19221,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
19222,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
19223,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
19224,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
19225,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Wetland,Built-up
19226,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
19227,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
19228,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
19229,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
19230,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
19231,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
19232,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Forest,Bareland
19233,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Forest,Built-up
19234,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
19235,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
19236,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Water
19237,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Forest
19238,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
19239,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,Grassland
19240,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,Forest
19241,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
19242,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Water
19243,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Forest
19244,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
19245,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
19246,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
19247,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
19248,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Water
19249,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
19250,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
19251,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
19252,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
19253,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
19254,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
19255,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
19256,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
19257,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Bareland
19258,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
19259,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
19260,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
19261,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
19262,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Water
19263,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Forest
19264,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
19265,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
19266,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
19267,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Built-up
19268,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Water
19269,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
19270,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
19271,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
19272,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
19273,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
19274,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
19275,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
19276,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
19277,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
19278,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
19279,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
19280,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
19281,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Forest
19282,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
19283,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
19284,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
19285,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
19286,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
19287,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
19288,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
19289,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
19290,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
19291,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
19292,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
19293,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
19294,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
19295,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
19296,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
19297,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
19298,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
19299,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Water
19300,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Forest
19301,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
19302,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Forest
19303,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Forest
19304,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland,Forest,Forest
19305,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
19306,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
19307,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
19308,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
19309,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
19310,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Forest
19311,Forest,Forest,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
19312,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
19313,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Wetland,Water
19314,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Water
19315,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Forest,Water
19316,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Forest,Forest
19317,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,NULL
19318,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
19319,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
19320,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
19321,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
19322,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
19323,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Built-up,Forest
19324,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Water,Grassland
19325,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Water,Water
19326,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
19327,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Grassland
19328,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Water
19329,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
19330,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
19331,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
19332,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
19333,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
19334,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
19335,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
19336,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Built-up,Forest
19337,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Water,Grassland
19338,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Water,Cropland
19339,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Water,Water
19340,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Water,Forest
19341,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Forest,Grassland
19342,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Forest,Water
19343,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Forest,Forest
19344,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
19345,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
19346,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
19347,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Forest,Grassland
19348,Forest,Forest,Cropland,Water,Non_Wetland,Cropland,NULL,Grassland
19349,Forest,Forest,Cropland,Water,Non_Wetland,Cropland,NULL,Cropland
19350,Forest,Forest,Cropland,Water,Non_Wetland,Cropland,NULL,Water
19351,Forest,Forest,Cropland,Water,Non_Wetland,Cropland,NULL,Forest
19352,Forest,Forest,Cropland,Water,Non_Wetland,Cropland,Wetland,Water
19353,Forest,Forest,Cropland,Water,Non_Wetland,Cropland,Water,Water
19354,Forest,Forest,Cropland,Water,Non_Wetland,Water,NULL,Water
19355,Forest,Forest,Cropland,Water,Non_Wetland,Water,Water,Water
19356,Forest,Forest,Cropland,Water,Non_Wetland,Water,Water,Forest
19357,Forest,Forest,Cropland,Water,Non_Wetland,Forest,NULL,Forest
19358,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Water,Forest
19359,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Forest,Water
19360,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Forest,Forest
19361,Forest,Forest,Wetland,NULL,NULL,NULL,NULL,Water
19362,Forest,Forest,Wetland,NULL,NULL,NULL,NULL,Forest
19363,Forest,Forest,Wetland,NULL,NULL,NULL,Water,Water
19364,Forest,Forest,Wetland,NULL,NULL,NULL,Water,Forest
19365,Forest,Forest,Wetland,NULL,NULL,NULL,Forest,Water
19366,Forest,Forest,Wetland,NULL,NULL,NULL,Forest,Forest
19367,Forest,Forest,Wetland,NULL,NULL,Water,Water,Built-up
19368,Forest,Forest,Wetland,NULL,NULL,Water,Water,Forest
19369,Forest,Forest,Wetland,NULL,NULL,Forest,Forest,Forest
19370,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
19371,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
19372,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Built-up
19373,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
19374,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
19375,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Grassland
19376,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
19377,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
19378,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
19379,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
19380,Forest,Forest,Wetland,NULL,Wetland,NULL,Built-up,Forest
19381,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Grassland
19382,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
19383,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
19384,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
19385,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
19386,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
19387,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
19388,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
19389,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
19390,Forest,Forest,Wetland,NULL,Wetland,Cropland,NULL,Grassland
19391,Forest,Forest,Wetland,NULL,Wetland,Cropland,NULL,Forest
19392,Forest,Forest,Wetland,NULL,Wetland,Cropland,Forest,Forest
19393,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
19394,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Wetland
19395,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
19396,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
19397,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
19398,Forest,Forest,Wetland,NULL,Wetland,Bareland,NULL,Built-up
19399,Forest,Forest,Wetland,NULL,Wetland,Bareland,NULL,Forest
19400,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
19401,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Built-up
19402,Forest,Forest,Wetland,NULL,Wetland,Built-up,NULL,Forest
19403,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Wetland
19404,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Forest
19405,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
19406,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
19407,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
19408,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
19409,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
19410,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
19411,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Grassland
19412,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
19413,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Grassland
19414,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
19415,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
19416,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
19417,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
19418,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Built-up
19419,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
19420,Forest,Forest,Wetland,Non_Water,NULL,NULL,NULL,Forest
19421,Forest,Forest,Wetland,Non_Water,NULL,NULL,Water,Water
19422,Forest,Forest,Wetland,Non_Water,NULL,NULL,Water,Forest
19423,Forest,Forest,Wetland,Non_Water,NULL,NULL,Forest,Forest
19424,Forest,Forest,Wetland,Non_Water,NULL,Bareland,NULL,Built-up
19425,Forest,Forest,Wetland,Non_Water,NULL,Water,Water,Water
19426,Forest,Forest,Wetland,Non_Water,NULL,Water,Water,Forest
19427,Forest,Forest,Wetland,Non_Water,NULL,Forest,NULL,Forest
19428,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
19429,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
19430,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
19431,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
19432,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
19433,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
19434,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
19435,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
19436,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Cropland
19437,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
19438,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
19439,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
19440,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
19441,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
19442,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
19443,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Water
19444,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
19445,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,NULL,Grassland
19446,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,NULL,Cropland
19447,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,NULL,Water
19448,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,NULL,Forest
19449,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,Wetland,Forest
19450,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,Water,Water
19451,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,Water,Forest
19452,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,Forest,Forest
19453,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
19454,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
19455,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
19456,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
19457,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
19458,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Wetland
19459,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Water
19460,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Forest
19461,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
19462,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
19463,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
19464,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
19465,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
19466,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Forest
19467,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
19468,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
19469,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
19470,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Water
19471,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
19472,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
19473,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Water
19474,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
19475,Forest,Forest,Wetland,Water,NULL,NULL,NULL,Grassland
19476,Forest,Forest,Wetland,Water,NULL,NULL,NULL,Water
19477,Forest,Forest,Wetland,Water,NULL,NULL,NULL,Forest
19478,Forest,Forest,Wetland,Water,NULL,NULL,Water,Forest
19479,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
19480,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
19481,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
19482,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
19483,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
19484,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Grassland
19485,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
19486,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
19487,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Grassland
19488,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Water
19489,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
19490,Forest,Forest,Wetland,Water,Wetland,Grassland,NULL,Forest
19491,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
19492,Forest,Forest,Wetland,Water,Wetland,Cropland,NULL,Grassland
19493,Forest,Forest,Wetland,Water,Wetland,Cropland,NULL,Cropland
19494,Forest,Forest,Wetland,Water,Wetland,Cropland,NULL,Forest
19495,Forest,Forest,Wetland,Water,Wetland,Cropland,Water,Forest
19496,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Water
19497,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Forest
19498,Forest,Forest,Wetland,Water,Wetland,Built-up,Water,Forest
19499,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
19500,Forest,Forest,Wetland,Water,Wetland,Forest,NULL,Grassland
19501,Forest,Forest,Wetland,Water,Wetland,Forest,NULL,Forest
19502,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
19503,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
19504,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
19505,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
19506,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Forest,Grassland
19507,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,NULL,Forest
19508,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,Forest
19509,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
19510,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
19511,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
19512,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
19513,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
19514,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
19515,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
19516,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Water
19517,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
19518,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Grassland
19519,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Water
19520,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
19521,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
19522,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland,NULL,Forest
19523,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
19524,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
19525,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
19526,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
19527,Forest,Forest,Bareland,NULL,Non_Wetland,Water,NULL,Water
