Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MRQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MRQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MRQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MRQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MRQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MRQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MRQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MRQ_M_R
16111,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
16112,Forest,Forest,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
16113,Forest,Forest,Wetland,Water,Wetland,Shrubland,Grassland,Forest
16114,Forest,Forest,Wetland,Water,Wetland,Shrubland,Wetland,Forest
16115,Forest,Forest,Wetland,Water,Wetland,Shrubland,Bareland,Forest
16116,Forest,Forest,Wetland,Water,Wetland,Shrubland,Water,Forest
16117,Forest,Forest,Wetland,Water,Wetland,Shrubland,Forest,Forest
16118,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Wetland
16119,Forest,Forest,Wetland,Water,Wetland,Wetland,Shrubland,Wetland
16120,Forest,Forest,Wetland,Water,Wetland,Wetland,Shrubland,Forest
16121,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
16122,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
16123,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
16124,Forest,Forest,Wetland,Water,Wetland,Bareland,Shrubland,Forest
16125,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Bareland
16126,Forest,Forest,Wetland,Water,Wetland,Water,Shrubland,Grassland
16127,Forest,Forest,Wetland,Water,Wetland,Forest,Shrubland,Forest
16128,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
16129,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
16130,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
16131,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Shrubland,NULL
16132,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16133,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16134,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16135,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Wetland,NULL
16136,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Wetland,Grassland
16137,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Wetland,Forest
16138,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Forest,Forest
16139,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Shrubland,Grassland
16140,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Shrubland,NULL
16141,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Wetland
16142,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
16143,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Shrubland,NULL
16144,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Shrubland,Grassland
16145,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Wetland,Forest
16146,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Water,Forest
16147,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
16148,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
16149,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Shrubland,NULL
16150,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Shrubland,Grassland
16151,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,NULL,Forest
16152,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16153,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16154,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16155,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Grassland,NULL
16156,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
16157,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Forest
16158,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Wetland,NULL
16159,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
16160,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Water
16161,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Forest
16162,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
16163,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Water,NULL
16164,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Water,Grassland
16165,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Water,Forest
16166,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Forest,NULL
16167,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
16168,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Shrubland,NULL
16169,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
16170,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
16171,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
16172,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
16173,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
16174,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
16175,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
16176,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
16177,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Shrubland,NULL
16178,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
16179,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
16180,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Forest
16181,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
16182,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
16183,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
16184,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
16185,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Bareland
16186,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
16187,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
16188,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
16189,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
16190,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Bareland
16191,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
16192,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
16193,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
16194,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Shrubland,NULL
16195,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
16196,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Forest
16197,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
16198,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
16199,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
16200,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
16201,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Shrubland,NULL
16202,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Shrubland,Grassland
16203,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Shrubland,Forest
16204,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,NULL
16205,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Grassland
16206,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
16207,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
16208,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
16209,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
16210,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
16211,Forest,Forest,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
16212,Forest,Forest,Bareland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
16213,Forest,Forest,Bareland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
16214,Forest,Forest,Bareland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
16215,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
16216,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
16217,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
16218,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
16219,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
16220,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
16221,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
16222,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Water,NULL
16223,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
16224,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
16225,Forest,Forest,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Forest
16226,Forest,Forest,Bareland,Water,Non_Wetland,Shrubland,Wetland,Grassland
16227,Forest,Forest,Bareland,Water,Non_Wetland,Shrubland,Water,Forest
16228,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Shrubland,Grassland
16229,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Grassland
16230,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Forest,Forest
16231,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
16232,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16233,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16234,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
16235,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16236,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
16237,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
16238,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Wetland,Forest
16239,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
16240,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
16241,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
16242,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
16243,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
16244,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
16245,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
16246,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
16247,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
16248,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
16249,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Grassland
16250,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
16251,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
16252,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
16253,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
16254,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
16255,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
16256,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
16257,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
16258,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
16259,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
16260,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Shrubland,NULL
16261,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
16262,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
16263,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
16264,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Water,Forest
16265,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
16266,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Forest,Forest
16267,Forest,Forest,Built-up,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
16268,Forest,Forest,Water,NULL,Water,Shrubland,Shrubland,Forest
16269,Forest,Forest,Water,NULL,Water,Shrubland,Wetland,Forest
16270,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
16271,Forest,Forest,Water,NULL,Water,Forest,Shrubland,Forest
16272,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
16273,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
16274,Forest,Forest,Water,Non_Water,Water,Shrubland,NULL,Forest
16275,Forest,Forest,Water,Water,Water,Shrubland,Shrubland,Forest
16276,Forest,Forest,Water,Water,Water,Shrubland,Water,Forest
16277,Forest,Forest,Water,Water,Water,Wetland,Water,Grassland
16278,Forest,Forest,Water,Water,Water,Forest,Shrubland,Forest
16279,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
16280,Forest,Forest,Water,Water,Water,Forest,Water,Forest
16281,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
16282,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
16283,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
16284,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
16285,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
16286,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
16287,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
16288,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
16289,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
16290,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
16291,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
16292,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
16293,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
16294,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
16295,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
16296,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
16297,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
16298,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
16299,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
16300,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
16301,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16302,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16303,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
16304,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
16305,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
16306,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
16307,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16308,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
16309,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
16310,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
16311,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
16312,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
16313,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
16314,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
16315,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
16316,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
16317,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
16318,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
16319,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
16320,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
16321,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
16322,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
16323,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
16324,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
16325,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
16326,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
16327,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Bareland
16328,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
16329,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
16330,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
16331,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
16332,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
16333,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
16334,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
16335,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
16336,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
16337,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
16338,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
16339,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
16340,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
16341,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
16342,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
16343,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
16344,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
16345,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Bareland
16346,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
16347,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
16348,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
16349,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
16350,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
16351,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
16352,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
16353,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,NULL
16354,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
16355,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
16356,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
16357,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
16358,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
16359,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
16360,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
16361,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Built-up
16362,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
16363,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
16364,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
16365,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
16366,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
16367,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
16368,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
16369,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Bareland
16370,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Built-up
16371,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
16372,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
16373,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
16374,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Bareland
16375,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Water
16376,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
16377,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
16378,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
16379,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Bareland
16380,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Built-up
16381,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Water
16382,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
16383,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
16384,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
16385,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
16386,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
16387,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
16388,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
16389,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
16390,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
16391,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
16392,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
16393,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
16394,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
16395,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
16396,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
16397,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
16398,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
16399,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
16400,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
16401,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
16402,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Forest
16403,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
16404,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
16405,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
16406,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
16407,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
16408,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
16409,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
16410,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
16411,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
16412,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
16413,Forest,Forest,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
16414,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
16415,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
16416,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
16417,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
16418,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
16419,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
16420,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
16421,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
16422,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
16423,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Built-up
16424,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Water
16425,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
16426,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
