Value,AFRICA_2024_DynamicWorld_2024_37PBP_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PBP_M_R,AFRICA_2024_GLC_FCS30D_2022_37PBP_M_R,AFRICA_2024_GSW_Yearly_2021_37PBP_M_R,AFRICA_2024_GWL_FCS30D_2022_37PBP_M_R,AFRICA_2024_WorldCover_2021_37PBP_M_R
2562,Forest,Water,Wetland,NULL,Wetland,Wetland
2563,Forest,Water,Wetland,NULL,Wetland,Forest
2564,Forest,Water,Wetland,Non_Water,Wetland,NULL
2565,Forest,Water,Wetland,Non_Water,Wetland,Wetland
2566,Forest,Water,Wetland,Non_Water,Wetland,Forest
2567,Forest,Water,Wetland,Water,Wetland,Cropland
2568,Forest,Water,Wetland,Water,Wetland,Wetland
2569,Forest,Water,Wetland,Water,Wetland,Water
2570,Forest,Water,Wetland,Water,Wetland,Forest
2571,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2572,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2573,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
2574,Forest,Water,Bareland,NULL,Non_Wetland,Cropland
2575,Forest,Water,Bareland,NULL,Non_Wetland,Forest
2576,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
2577,Forest,Water,Bareland,Water,Non_Wetland,Forest
2578,Forest,Water,Built-up,NULL,Non_Wetland,Forest
2579,Forest,Water,Built-up,Non_Water,Non_Wetland,Forest
2580,Forest,Water,Water,NULL,Water,Forest
2581,Forest,Water,Water,Non_Water,Water,Forest
2582,Forest,Water,Water,Water,Water,Wetland
2583,Forest,Water,Water,Water,Water,Water
2584,Forest,Water,Water,Water,Water,Forest
2585,Forest,Water,Forest,NULL,Non_Wetland,NULL
2586,Forest,Water,Forest,NULL,Non_Wetland,Grassland
2587,Forest,Water,Forest,NULL,Non_Wetland,Cropland
2588,Forest,Water,Forest,NULL,Non_Wetland,Wetland
2589,Forest,Water,Forest,NULL,Non_Wetland,Bareland
2590,Forest,Water,Forest,NULL,Non_Wetland,Water
2591,Forest,Water,Forest,NULL,Non_Wetland,Forest
2592,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
2593,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland
2594,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
2595,Forest,Water,Forest,Water,Non_Wetland,Grassland
2596,Forest,Water,Forest,Water,Non_Wetland,Cropland
2597,Forest,Water,Forest,Water,Non_Wetland,Wetland
2598,Forest,Water,Forest,Water,Non_Wetland,Forest
2599,Forest,Forest,NULL,NULL,Non_Wetland,NULL
2600,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
2601,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
2602,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
2603,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
2604,Forest,Forest,NULL,NULL,Non_Wetland,Forest
2605,Forest,Forest,NULL,Non_Water,Non_Wetland,Cropland
2606,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland
2607,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
2608,Forest,Forest,NULL,Water,Non_Wetland,Forest
2609,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
2610,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
2611,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
2612,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
2613,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
2614,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
2615,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
2616,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
2617,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
2618,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
2619,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
2620,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
2621,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
2622,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
2623,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
2624,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL
2625,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
2626,Forest,Forest,Grassland,Water,Non_Wetland,Wetland
2627,Forest,Forest,Grassland,Water,Non_Wetland,Forest
2628,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
2629,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
2630,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
2631,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
2632,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
2633,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL
2634,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland
2635,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
2636,Forest,Forest,Cropland,Water,Non_Wetland,Cropland
2637,Forest,Forest,Cropland,Water,Non_Wetland,Forest
2638,Forest,Forest,Wetland,NULL,Wetland,NULL
2639,Forest,Forest,Wetland,NULL,Wetland,Cropland
2640,Forest,Forest,Wetland,NULL,Wetland,Wetland
2641,Forest,Forest,Wetland,NULL,Wetland,Forest
2642,Forest,Forest,Wetland,Non_Water,Wetland,NULL
2643,Forest,Forest,Wetland,Non_Water,Wetland,Cropland
2644,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
2645,Forest,Forest,Wetland,Non_Water,Wetland,Forest
2646,Forest,Forest,Wetland,Water,Wetland,NULL
2647,Forest,Forest,Wetland,Water,Wetland,Cropland
2648,Forest,Forest,Wetland,Water,Wetland,Wetland
2649,Forest,Forest,Wetland,Water,Wetland,Water
2650,Forest,Forest,Wetland,Water,Wetland,Forest
2651,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
2652,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
2653,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2654,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
2655,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
2656,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
2657,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
2658,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
2659,Forest,Forest,Bareland,Water,Non_Wetland,Forest
2660,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
2661,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
2662,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
2663,Forest,Forest,Water,NULL,Water,NULL
2664,Forest,Forest,Water,NULL,Water,Grassland
2665,Forest,Forest,Water,NULL,Water,Wetland
2666,Forest,Forest,Water,NULL,Water,Forest
2667,Forest,Forest,Water,Water,Water,Grassland
2668,Forest,Forest,Water,Water,Water,Wetland
2669,Forest,Forest,Water,Water,Water,Water
2670,Forest,Forest,Water,Water,Water,Forest
2671,Forest,Forest,Forest,NULL,Non_Wetland,NULL
2672,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
2673,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
2674,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
2675,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
2676,Forest,Forest,Forest,NULL,Non_Wetland,Forest
2677,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
2678,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
2679,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
2680,Forest,Forest,Forest,Water,Non_Wetland,Grassland
2681,Forest,Forest,Forest,Water,Non_Wetland,Wetland
2682,Forest,Forest,Forest,Water,Non_Wetland,Forest
