Value,AFRICA_2024_DynamicWorld_2024_36PXV_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PXV_M_R,AFRICA_2024_GLC_FCS30D_2022_36PXV_M_R,AFRICA_2024_GSW_Yearly_2021_36PXV_M_R,AFRICA_2024_GWL_FCS30D_2022_36PXV_M_R,AFRICA_2024_WorldCover_2021_36PXV_M_R
2180,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
2181,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
2182,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Wetland
2183,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
2184,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Forest
2185,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland
2186,Bareland,Bareland,Cropland,Water,Non_Wetland,Cropland
2187,Bareland,Bareland,Cropland,Water,Non_Wetland,Wetland
2188,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
2189,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
2190,Bareland,Bareland,Wetland,Water,Wetland,Bareland
2191,Bareland,Bareland,Wetland,Water,Wetland,Water
2192,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
2193,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
2194,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
2195,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
2196,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
2197,Bareland,Bareland,Bareland,Water,Non_Wetland,Cropland
2198,Bareland,Bareland,Bareland,Water,Non_Wetland,Wetland
2199,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
2200,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
2201,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
2202,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
2203,Bareland,Bareland,Water,NULL,Water,Grassland
2204,Bareland,Bareland,Water,Non_Water,Water,Grassland
2205,Bareland,Bareland,Water,Non_Water,Water,Wetland
2206,Bareland,Bareland,Water,Non_Water,Water,Bareland
2207,Bareland,Bareland,Water,Water,Water,Grassland
2208,Bareland,Bareland,Water,Water,Water,Bareland
2209,Bareland,Bareland,Water,Water,Water,Water
2210,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
2211,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland
2212,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
2213,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland
2214,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
2215,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up
2216,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
2217,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
2218,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
2219,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
2220,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
2221,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
2222,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
2223,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
2224,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
2225,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Cropland
2226,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
2227,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Built-up
2228,Bareland,Built-up,Grassland,Water,Non_Wetland,Grassland
2229,Bareland,Built-up,Grassland,Water,Non_Wetland,Cropland
2230,Bareland,Built-up,Grassland,Water,Non_Wetland,Bareland
2231,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
2232,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
2233,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
2234,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
2235,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest
2236,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
2237,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
2238,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
2239,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Built-up
2240,Bareland,Built-up,Cropland,Water,Non_Wetland,Cropland
2241,Bareland,Built-up,Cropland,Water,Non_Wetland,Bareland
2242,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
2243,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
2244,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
2245,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
2246,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
2247,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland
2248,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
2249,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
2250,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
2251,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
2252,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
2253,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Cropland
2254,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
2255,Bareland,Water,NULL,NULL,Non_Wetland,Cropland
2256,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland
2257,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
2258,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
2259,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
2260,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Cropland
2261,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
2262,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland
2263,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
2264,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
2265,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
2266,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
2267,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
2268,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland
2269,Bareland,Water,Grassland,Non_Water,Non_Wetland,Wetland
2270,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
2271,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
2272,Bareland,Water,Grassland,Water,Non_Wetland,Cropland
2273,Bareland,Water,Grassland,Water,Non_Wetland,Wetland
2274,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
2275,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
2276,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
2277,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
2278,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
2279,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland
2280,Bareland,Water,Cropland,Non_Water,Non_Wetland,Cropland
2281,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
2282,Bareland,Water,Cropland,Water,Non_Wetland,Grassland
2283,Bareland,Water,Cropland,Water,Non_Wetland,Cropland
2284,Bareland,Water,Cropland,Water,Non_Wetland,Wetland
2285,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
2286,Bareland,Water,Wetland,Water,Wetland,Bareland
2287,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
2288,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
2289,Bareland,Water,Bareland,Water,Non_Wetland,Cropland
2290,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
2291,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
2292,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland
2293,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
2294,Bareland,Water,Water,NULL,Water,Bareland
2295,Bareland,Water,Water,Water,Water,Bareland
2296,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
2297,Bareland,Water,Forest,NULL,Non_Wetland,Cropland
2298,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
2299,Bareland,Water,Forest,Water,Non_Wetland,Grassland
2300,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
2301,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
2302,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
2303,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
2304,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
2305,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
2306,Bareland,Forest,Forest,Non_Water,Non_Wetland,Grassland
2307,Water,NULL,NULL,NULL,Non_Wetland,NULL
2308,Water,NULL,NULL,NULL,Non_Wetland,Grassland
2309,Water,NULL,NULL,NULL,Non_Wetland,Cropland
2310,Water,NULL,NULL,NULL,Non_Wetland,Wetland
2311,Water,NULL,NULL,NULL,Non_Wetland,Bareland
2312,Water,NULL,NULL,NULL,Non_Wetland,Forest
2313,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland
2314,Water,NULL,NULL,Non_Water,Non_Wetland,Cropland
2315,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland
2316,Water,NULL,NULL,Non_Water,Non_Wetland,Forest
2317,Water,NULL,NULL,Water,Non_Wetland,Grassland
2318,Water,NULL,NULL,Water,Non_Wetland,Cropland
2319,Water,NULL,NULL,Water,Non_Wetland,Wetland
2320,Water,NULL,NULL,Water,Non_Wetland,Bareland
2321,Water,NULL,NULL,Water,Non_Wetland,Forest
2322,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
2323,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
2324,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
2325,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
2326,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
2327,Water,NULL,Shrubland,NULL,Non_Wetland,Water
2328,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
2329,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL
2330,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
2331,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
2332,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
2333,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
2334,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
2335,Water,NULL,Shrubland,Water,Non_Wetland,NULL
2336,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
2337,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
2338,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
2339,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
2340,Water,NULL,Shrubland,Water,Non_Wetland,Water
2341,Water,NULL,Shrubland,Water,Non_Wetland,Forest
2342,Water,NULL,Grassland,NULL,Non_Wetland,NULL
2343,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
2344,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
2345,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
2346,Water,NULL,Grassland,NULL,Non_Wetland,Water
2347,Water,NULL,Grassland,NULL,Non_Wetland,Forest
2348,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
2349,Water,NULL,Grassland,Non_Water,Non_Wetland,Cropland
2350,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
2351,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest
2352,Water,NULL,Grassland,Water,Non_Wetland,Grassland
2353,Water,NULL,Grassland,Water,Non_Wetland,Cropland
2354,Water,NULL,Grassland,Water,Non_Wetland,Wetland
2355,Water,NULL,Grassland,Water,Non_Wetland,Bareland
2356,Water,NULL,Grassland,Water,Non_Wetland,Water
2357,Water,NULL,Grassland,Water,Non_Wetland,Forest
2358,Water,NULL,Cropland,NULL,Non_Wetland,NULL
2359,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
2360,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
2361,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
2362,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
2363,Water,NULL,Cropland,NULL,Non_Wetland,Water
2364,Water,NULL,Cropland,NULL,Non_Wetland,Forest
2365,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL
2366,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
2367,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
2368,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland
2369,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
2370,Water,NULL,Cropland,Non_Water,Non_Wetland,Water
2371,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
2372,Water,NULL,Cropland,Water,Non_Wetland,NULL
2373,Water,NULL,Cropland,Water,Non_Wetland,Grassland
2374,Water,NULL,Cropland,Water,Non_Wetland,Cropland
2375,Water,NULL,Cropland,Water,Non_Wetland,Wetland
2376,Water,NULL,Cropland,Water,Non_Wetland,Bareland
2377,Water,NULL,Cropland,Water,Non_Wetland,Water
2378,Water,NULL,Cropland,Water,Non_Wetland,Forest
2379,Water,NULL,Wetland,NULL,Wetland,NULL
2380,Water,NULL,Wetland,NULL,Wetland,Grassland
2381,Water,NULL,Wetland,NULL,Wetland,Cropland
2382,Water,NULL,Wetland,NULL,Wetland,Wetland
2383,Water,NULL,Wetland,NULL,Wetland,Bareland
2384,Water,NULL,Wetland,NULL,Wetland,Water
2385,Water,NULL,Wetland,NULL,Wetland,Forest
2386,Water,NULL,Wetland,Non_Water,Wetland,NULL
2387,Water,NULL,Wetland,Non_Water,Wetland,Grassland
2388,Water,NULL,Wetland,Non_Water,Wetland,Cropland
2389,Water,NULL,Wetland,Non_Water,Wetland,Wetland
2390,Water,NULL,Wetland,Non_Water,Wetland,Bareland
2391,Water,NULL,Wetland,Non_Water,Wetland,Water
2392,Water,NULL,Wetland,Non_Water,Wetland,Forest
2393,Water,NULL,Wetland,Water,Wetland,Grassland
2394,Water,NULL,Wetland,Water,Wetland,Cropland
2395,Water,NULL,Wetland,Water,Wetland,Wetland
2396,Water,NULL,Wetland,Water,Wetland,Bareland
2397,Water,NULL,Wetland,Water,Wetland,Water
2398,Water,NULL,Wetland,Water,Wetland,Forest
2399,Water,NULL,Bareland,NULL,Non_Wetland,NULL
2400,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
2401,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
2402,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
2403,Water,NULL,Bareland,NULL,Non_Wetland,Forest
2404,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
2405,Water,NULL,Bareland,Water,Non_Wetland,Grassland
2406,Water,NULL,Bareland,Water,Non_Wetland,Cropland
2407,Water,NULL,Bareland,Water,Non_Wetland,Wetland
2408,Water,NULL,Bareland,Water,Non_Wetland,Bareland
2409,Water,NULL,Bareland,Water,Non_Wetland,Water
2410,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
2411,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
2412,Water,NULL,Built-up,NULL,Non_Wetland,Forest
2413,Water,NULL,Built-up,Water,Non_Wetland,Grassland
2414,Water,NULL,Built-up,Water,Non_Wetland,Cropland
2415,Water,NULL,Built-up,Water,Non_Wetland,Forest
2416,Water,NULL,Water,NULL,Water,Grassland
2417,Water,NULL,Water,NULL,Water,Cropland
2418,Water,NULL,Water,NULL,Water,Wetland
2419,Water,NULL,Water,NULL,Water,Bareland
2420,Water,NULL,Water,NULL,Water,Water
2421,Water,NULL,Water,NULL,Water,Forest
2422,Water,NULL,Water,Non_Water,Water,Grassland
2423,Water,NULL,Water,Non_Water,Water,Cropland
2424,Water,NULL,Water,Non_Water,Water,Bareland
2425,Water,NULL,Water,Non_Water,Water,Water
2426,Water,NULL,Water,Non_Water,Water,Forest
2427,Water,NULL,Water,Water,Water,Grassland
2428,Water,NULL,Water,Water,Water,Cropland
2429,Water,NULL,Water,Water,Water,Wetland
2430,Water,NULL,Water,Water,Water,Bareland
2431,Water,NULL,Water,Water,Water,Water
2432,Water,NULL,Water,Water,Water,Forest
2433,Water,NULL,Forest,NULL,Non_Wetland,NULL
2434,Water,NULL,Forest,NULL,Non_Wetland,Grassland
2435,Water,NULL,Forest,NULL,Non_Wetland,Cropland
2436,Water,NULL,Forest,NULL,Non_Wetland,Wetland
2437,Water,NULL,Forest,NULL,Non_Wetland,Bareland
2438,Water,NULL,Forest,NULL,Non_Wetland,Forest
2439,Water,NULL,Forest,Non_Water,Non_Wetland,NULL
2440,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
2441,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland
2442,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland
2443,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
2444,Water,NULL,Forest,Water,Non_Wetland,Grassland
2445,Water,NULL,Forest,Water,Non_Wetland,Cropland
2446,Water,NULL,Forest,Water,Non_Wetland,Wetland
2447,Water,NULL,Forest,Water,Non_Wetland,Water
2448,Water,NULL,Forest,Water,Non_Wetland,Forest
2449,Water,Cropland,NULL,NULL,Non_Wetland,NULL
2450,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
2451,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
2452,Water,Cropland,NULL,NULL,Non_Wetland,Wetland
2453,Water,Cropland,NULL,NULL,Non_Wetland,Bareland
2454,Water,Cropland,NULL,NULL,Non_Wetland,Forest
2455,Water,Cropland,NULL,Non_Water,Non_Wetland,Grassland
2456,Water,Cropland,NULL,Non_Water,Non_Wetland,Cropland
2457,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland
2458,Water,Cropland,NULL,Non_Water,Non_Wetland,Forest
2459,Water,Cropland,NULL,Water,Non_Wetland,Grassland
2460,Water,Cropland,NULL,Water,Non_Wetland,Cropland
2461,Water,Cropland,NULL,Water,Non_Wetland,Wetland
2462,Water,Cropland,NULL,Water,Non_Wetland,Water
2463,Water,Cropland,NULL,Water,Non_Wetland,Forest
2464,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
2465,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
2466,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
2467,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
2468,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
2469,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
2470,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
2471,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
2472,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
2473,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
2474,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
2475,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
2476,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water
2477,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
2478,Water,Cropland,Shrubland,Water,Non_Wetland,NULL
2479,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
2480,Water,Cropland,Shrubland,Water,Non_Wetland,Cropland
2481,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland
2482,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland
2483,Water,Cropland,Shrubland,Water,Non_Wetland,Water
2484,Water,Cropland,Shrubland,Water,Non_Wetland,Forest
2485,Water,Cropland,Grassland,NULL,Non_Wetland,NULL
2486,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
2487,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
2488,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland
2489,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
2490,Water,Cropland,Grassland,NULL,Non_Wetland,Water
2491,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
2492,Water,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
2493,Water,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
2494,Water,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
2495,Water,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
2496,Water,Cropland,Grassland,Non_Water,Non_Wetland,Forest
2497,Water,Cropland,Grassland,Water,Non_Wetland,Grassland
2498,Water,Cropland,Grassland,Water,Non_Wetland,Cropland
2499,Water,Cropland,Grassland,Water,Non_Wetland,Wetland
2500,Water,Cropland,Grassland,Water,Non_Wetland,Bareland
2501,Water,Cropland,Grassland,Water,Non_Wetland,Water
2502,Water,Cropland,Grassland,Water,Non_Wetland,Forest
2503,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
2504,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
2505,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
2506,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland
2507,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
2508,Water,Cropland,Cropland,NULL,Non_Wetland,Water
2509,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
2510,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL
2511,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
2512,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
2513,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
2514,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
2515,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water
2516,Water,Cropland,Cropland,Non_Water,Non_Wetland,Forest
2517,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
2518,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
2519,Water,Cropland,Cropland,Water,Non_Wetland,Wetland
2520,Water,Cropland,Cropland,Water,Non_Wetland,Bareland
2521,Water,Cropland,Cropland,Water,Non_Wetland,Water
2522,Water,Cropland,Cropland,Water,Non_Wetland,Forest
2523,Water,Cropland,Wetland,NULL,Wetland,NULL
2524,Water,Cropland,Wetland,NULL,Wetland,Grassland
2525,Water,Cropland,Wetland,NULL,Wetland,Cropland
2526,Water,Cropland,Wetland,NULL,Wetland,Wetland
2527,Water,Cropland,Wetland,NULL,Wetland,Bareland
2528,Water,Cropland,Wetland,NULL,Wetland,Water
2529,Water,Cropland,Wetland,NULL,Wetland,Forest
2530,Water,Cropland,Wetland,Non_Water,Wetland,NULL
2531,Water,Cropland,Wetland,Non_Water,Wetland,Grassland
2532,Water,Cropland,Wetland,Non_Water,Wetland,Cropland
2533,Water,Cropland,Wetland,Non_Water,Wetland,Wetland
2534,Water,Cropland,Wetland,Non_Water,Wetland,Bareland
2535,Water,Cropland,Wetland,Non_Water,Wetland,Water
2536,Water,Cropland,Wetland,Non_Water,Wetland,Forest
2537,Water,Cropland,Wetland,Water,Wetland,Grassland
2538,Water,Cropland,Wetland,Water,Wetland,Cropland
2539,Water,Cropland,Wetland,Water,Wetland,Wetland
2540,Water,Cropland,Wetland,Water,Wetland,Bareland
2541,Water,Cropland,Wetland,Water,Wetland,Water
2542,Water,Cropland,Wetland,Water,Wetland,Forest
2543,Water,Cropland,Bareland,NULL,Non_Wetland,NULL
2544,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
2545,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
2546,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland
2547,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
2548,Water,Cropland,Bareland,NULL,Non_Wetland,Water
2549,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
2550,Water,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
2551,Water,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
2552,Water,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
2553,Water,Cropland,Bareland,Non_Water,Non_Wetland,Forest
2554,Water,Cropland,Bareland,Water,Non_Wetland,Grassland
2555,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
2556,Water,Cropland,Bareland,Water,Non_Wetland,Wetland
2557,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
2558,Water,Cropland,Bareland,Water,Non_Wetland,Water
2559,Water,Cropland,Bareland,Water,Non_Wetland,Forest
2560,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
2561,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland
2562,Water,Cropland,Built-up,NULL,Non_Wetland,Forest
2563,Water,Cropland,Built-up,Water,Non_Wetland,Grassland
2564,Water,Cropland,Built-up,Water,Non_Wetland,Forest
2565,Water,Cropland,Water,NULL,Water,Grassland
2566,Water,Cropland,Water,NULL,Water,Cropland
2567,Water,Cropland,Water,NULL,Water,Wetland
2568,Water,Cropland,Water,NULL,Water,Bareland
2569,Water,Cropland,Water,NULL,Water,Forest
2570,Water,Cropland,Water,Non_Water,Water,Grassland
2571,Water,Cropland,Water,Non_Water,Water,Cropland
2572,Water,Cropland,Water,Non_Water,Water,Wetland
2573,Water,Cropland,Water,Non_Water,Water,Bareland
2574,Water,Cropland,Water,Non_Water,Water,Forest
2575,Water,Cropland,Water,Water,Water,Grassland
2576,Water,Cropland,Water,Water,Water,Cropland
2577,Water,Cropland,Water,Water,Water,Wetland
2578,Water,Cropland,Water,Water,Water,Bareland
2579,Water,Cropland,Water,Water,Water,Water
2580,Water,Cropland,Water,Water,Water,Forest
2581,Water,Cropland,Forest,NULL,Non_Wetland,NULL
2582,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
2583,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
2584,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
2585,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
2586,Water,Cropland,Forest,NULL,Non_Wetland,Water
2587,Water,Cropland,Forest,NULL,Non_Wetland,Forest
2588,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL
2589,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland
2590,Water,Cropland,Forest,Non_Water,Non_Wetland,Cropland
2591,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland
2592,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest
