Value,AFRICA_2024_DynamicWorld_2024_36NZL_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NZL_M_R,AFRICA_2024_GLC_FCS30D_2022_36NZL_M_R,AFRICA_2024_GSW_Yearly_2021_36NZL_M_R,AFRICA_2024_GWL_FCS30D_2022_36NZL_M_R,AFRICA_2024_WorldCover_2021_36NZL_M_R
2216,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
2217,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
2218,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
2219,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
2220,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
2221,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
2222,Bareland,Bareland,Wetland,Water,Wetland,Bareland
2223,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
2224,Bareland,Bareland,Bareland,NULL,Non_Wetland,Wetland
2225,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
2226,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
2227,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
2228,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
2229,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
2230,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
2231,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
2232,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
2233,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
2234,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
2235,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
2236,Bareland,Bareland,Built-up,NULL,Non_Wetland,Forest
2237,Bareland,Bareland,Water,Water,Water,Bareland
2238,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
2239,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
2240,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
2241,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
2242,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
2243,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
2244,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
2245,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
2246,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
2247,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
2248,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL
2249,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
2250,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
2251,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
2252,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
2253,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
2254,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
2255,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
2256,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
2257,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
2258,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
2259,Bareland,Water,NULL,NULL,Non_Wetland,Forest
2260,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
2261,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
2262,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
2263,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
2264,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
2265,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
2266,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
2267,Bareland,Water,Grassland,NULL,Non_Wetland,Built-up
2268,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
2269,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
2270,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
2271,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
2272,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
2273,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
2274,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
2275,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
2276,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2277,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
2278,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
2279,Bareland,Water,Bareland,NULL,Non_Wetland,Water
2280,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
2281,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
2282,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
2283,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
2284,Bareland,Water,Forest,NULL,Non_Wetland,NULL
2285,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
2286,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
2287,Bareland,Water,Forest,NULL,Non_Wetland,Forest
2288,Bareland,Forest,NULL,NULL,Non_Wetland,NULL
2289,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
2290,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland
2291,Bareland,Forest,NULL,NULL,Non_Wetland,Built-up
2292,Bareland,Forest,NULL,NULL,Non_Wetland,Forest
2293,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
2294,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
2295,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland
2296,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland
2297,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
2298,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
2299,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
2300,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
2301,Bareland,Forest,Grassland,NULL,Non_Wetland,Wetland
2302,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
2303,Bareland,Forest,Grassland,NULL,Non_Wetland,Built-up
2304,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
2305,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
2306,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
2307,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
2308,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
2309,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL
2310,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
2311,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
2312,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest
2313,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland
2314,Bareland,Forest,Built-up,NULL,Non_Wetland,Built-up
2315,Bareland,Forest,Built-up,NULL,Non_Wetland,Forest
2316,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
2317,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
2318,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
2319,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
2320,Water,NULL,NULL,NULL,Non_Wetland,Grassland
2321,Water,NULL,NULL,NULL,Non_Wetland,Cropland
2322,Water,NULL,NULL,NULL,Non_Wetland,Wetland
2323,Water,NULL,NULL,NULL,Non_Wetland,Bareland
2324,Water,NULL,NULL,NULL,Non_Wetland,Forest
2325,Water,NULL,NULL,Non_Water,Non_Wetland,NULL
2326,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland
2327,Water,NULL,NULL,Non_Water,Non_Wetland,Forest
2328,Water,NULL,NULL,Water,Non_Wetland,Grassland
2329,Water,NULL,NULL,Water,Non_Wetland,Cropland
2330,Water,NULL,NULL,Water,Non_Wetland,Wetland
2331,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
2332,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
2333,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
2334,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
2335,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
2336,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
2337,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL
2338,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
2339,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
2340,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
2341,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
2342,Water,NULL,Shrubland,Water,Non_Wetland,NULL
2343,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
2344,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
2345,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
2346,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
2347,Water,NULL,Shrubland,Water,Non_Wetland,Forest
2348,Water,NULL,Grassland,NULL,Non_Wetland,NULL
2349,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
2350,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
2351,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
2352,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
2353,Water,NULL,Grassland,NULL,Non_Wetland,Built-up
2354,Water,NULL,Grassland,NULL,Non_Wetland,Forest
2355,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL
2356,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
2357,Water,NULL,Grassland,Non_Water,Non_Wetland,Cropland
2358,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland
2359,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
2360,Water,NULL,Grassland,Non_Water,Non_Wetland,Water
2361,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest
2362,Water,NULL,Grassland,Water,Non_Wetland,NULL
2363,Water,NULL,Grassland,Water,Non_Wetland,Grassland
2364,Water,NULL,Grassland,Water,Non_Wetland,Cropland
2365,Water,NULL,Grassland,Water,Non_Wetland,Wetland
2366,Water,NULL,Grassland,Water,Non_Wetland,Bareland
2367,Water,NULL,Grassland,Water,Non_Wetland,Water
2368,Water,NULL,Grassland,Water,Non_Wetland,Forest
2369,Water,NULL,Cropland,NULL,Non_Wetland,NULL
2370,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
2371,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
2372,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
2373,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
2374,Water,NULL,Cropland,NULL,Non_Wetland,Water
2375,Water,NULL,Cropland,NULL,Non_Wetland,Forest
2376,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL
2377,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
2378,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
2379,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland
2380,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
2381,Water,NULL,Cropland,Water,Non_Wetland,NULL
2382,Water,NULL,Cropland,Water,Non_Wetland,Grassland
2383,Water,NULL,Cropland,Water,Non_Wetland,Wetland
2384,Water,NULL,Wetland,NULL,Wetland,NULL
2385,Water,NULL,Wetland,NULL,Wetland,Grassland
2386,Water,NULL,Wetland,NULL,Wetland,Cropland
2387,Water,NULL,Wetland,NULL,Wetland,Wetland
2388,Water,NULL,Wetland,NULL,Wetland,Bareland
2389,Water,NULL,Wetland,NULL,Wetland,Forest
2390,Water,NULL,Wetland,Non_Water,Wetland,Grassland
2391,Water,NULL,Wetland,Non_Water,Wetland,Cropland
2392,Water,NULL,Wetland,Non_Water,Wetland,Wetland
2393,Water,NULL,Wetland,Non_Water,Wetland,Forest
2394,Water,NULL,Wetland,Water,Wetland,NULL
2395,Water,NULL,Wetland,Water,Wetland,Grassland
2396,Water,NULL,Wetland,Water,Wetland,Wetland
2397,Water,NULL,Wetland,Water,Wetland,Bareland
2398,Water,NULL,Wetland,Water,Wetland,Water
2399,Water,NULL,Wetland,Water,Wetland,Forest
2400,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
2401,Water,NULL,Bareland,NULL,Non_Wetland,NULL
2402,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
2403,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
2404,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
2405,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
2406,Water,NULL,Bareland,NULL,Non_Wetland,Forest
2407,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
2408,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland
2409,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
2410,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest
2411,Water,NULL,Bareland,Water,Non_Wetland,Grassland
2412,Water,NULL,Bareland,Water,Non_Wetland,Cropland
2413,Water,NULL,Bareland,Water,Non_Wetland,Wetland
2414,Water,NULL,Bareland,Water,Non_Wetland,Bareland
2415,Water,NULL,Bareland,Water,Non_Wetland,Water
2416,Water,NULL,Bareland,Water,Non_Wetland,Forest
2417,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
2418,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
2419,Water,NULL,Built-up,NULL,Non_Wetland,Wetland
2420,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
2421,Water,NULL,Built-up,Non_Water,Non_Wetland,Grassland
2422,Water,NULL,Built-up,Non_Water,Non_Wetland,Wetland
2423,Water,NULL,Built-up,Water,Non_Wetland,Grassland
2424,Water,NULL,Built-up,Water,Non_Wetland,Cropland
2425,Water,NULL,Water,NULL,Water,Forest
2426,Water,NULL,Water,Water,Water,Wetland
2427,Water,NULL,Water,Water,Water,Water
2428,Water,NULL,Forest,NULL,Non_Wetland,NULL
2429,Water,NULL,Forest,NULL,Non_Wetland,Grassland
2430,Water,NULL,Forest,NULL,Non_Wetland,Cropland
2431,Water,NULL,Forest,NULL,Non_Wetland,Wetland
2432,Water,NULL,Forest,NULL,Non_Wetland,Bareland
2433,Water,NULL,Forest,NULL,Non_Wetland,Forest
2434,Water,NULL,Forest,Non_Water,Non_Wetland,NULL
2435,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
2436,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland
2437,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland
2438,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
2439,Water,NULL,Forest,Water,Non_Wetland,NULL
2440,Water,NULL,Forest,Water,Non_Wetland,Grassland
2441,Water,NULL,Forest,Water,Non_Wetland,Cropland
2442,Water,NULL,Forest,Water,Non_Wetland,Wetland
2443,Water,NULL,Forest,Water,Non_Wetland,Forest
2444,Water,Cropland,NULL,NULL,Non_Wetland,NULL
2445,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
2446,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
2447,Water,Cropland,NULL,NULL,Non_Wetland,Wetland
2448,Water,Cropland,NULL,NULL,Non_Wetland,Forest
2449,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL
2450,Water,Cropland,NULL,Water,Non_Wetland,NULL
2451,Water,Cropland,NULL,Water,Non_Wetland,Grassland
2452,Water,Cropland,NULL,Water,Non_Wetland,Cropland
2453,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
2454,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
2455,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
2456,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
2457,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
2458,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
2459,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
2460,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
2461,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
2462,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
2463,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
2464,Water,Cropland,Shrubland,Water,Non_Wetland,NULL
2465,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
2466,Water,Cropland,Shrubland,Water,Non_Wetland,Cropland
2467,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland
2468,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland
2469,Water,Cropland,Grassland,NULL,Non_Wetland,NULL
2470,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
2471,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
2472,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland
2473,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
2474,Water,Cropland,Grassland,NULL,Non_Wetland,Built-up
2475,Water,Cropland,Grassland,NULL,Non_Wetland,Water
2476,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
2477,Water,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
2478,Water,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
2479,Water,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
2480,Water,Cropland,Grassland,Non_Water,Non_Wetland,Forest
2481,Water,Cropland,Grassland,Water,Non_Wetland,NULL
2482,Water,Cropland,Grassland,Water,Non_Wetland,Grassland
2483,Water,Cropland,Grassland,Water,Non_Wetland,Cropland
2484,Water,Cropland,Grassland,Water,Non_Wetland,Wetland
2485,Water,Cropland,Grassland,Water,Non_Wetland,Bareland
2486,Water,Cropland,Grassland,Water,Non_Wetland,Water
2487,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
2488,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
2489,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
2490,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland
2491,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
2492,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
2493,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
2494,Water,Cropland,Cropland,Water,Non_Wetland,Wetland
2495,Water,Cropland,Cropland,Water,Non_Wetland,Forest
2496,Water,Cropland,Wetland,NULL,Wetland,NULL
2497,Water,Cropland,Wetland,NULL,Wetland,Grassland
2498,Water,Cropland,Wetland,NULL,Wetland,Cropland
2499,Water,Cropland,Wetland,NULL,Wetland,Wetland
2500,Water,Cropland,Wetland,Non_Water,Wetland,Wetland
2501,Water,Cropland,Wetland,Water,Wetland,NULL
2502,Water,Cropland,Wetland,Water,Wetland,Grassland
2503,Water,Cropland,Wetland,Water,Wetland,Cropland
2504,Water,Cropland,Wetland,Water,Wetland,Wetland
2505,Water,Cropland,Wetland,Water,Wetland,Water
2506,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Water
2507,Water,Cropland,Bareland,NULL,Non_Wetland,NULL
2508,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
2509,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
2510,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland
2511,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
2512,Water,Cropland,Bareland,NULL,Non_Wetland,Water
2513,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
2514,Water,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
2515,Water,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
2516,Water,Cropland,Bareland,Water,Non_Wetland,Grassland
2517,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
2518,Water,Cropland,Bareland,Water,Non_Wetland,Wetland
2519,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
2520,Water,Cropland,Bareland,Water,Non_Wetland,Water
2521,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
2522,Water,Cropland,Built-up,NULL,Non_Wetland,Wetland
2523,Water,Cropland,Built-up,Water,Non_Wetland,Wetland
2524,Water,Cropland,Built-up,Water,Non_Wetland,Bareland
2525,Water,Cropland,Water,Water,Water,Wetland
2526,Water,Cropland,Water,Water,Water,Water
2527,Water,Cropland,Forest,NULL,Non_Wetland,NULL
2528,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
2529,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
2530,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
2531,Water,Cropland,Forest,NULL,Non_Wetland,Forest
2532,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL
2533,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland
2534,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland
2535,Water,Cropland,Forest,Water,Non_Wetland,NULL
2536,Water,Cropland,Forest,Water,Non_Wetland,Grassland
2537,Water,Cropland,Forest,Water,Non_Wetland,Wetland
2538,Water,Cropland,Forest,Water,Non_Wetland,Bareland
2539,Water,Cropland,Forest,Water,Non_Wetland,Forest
2540,Water,Wetland,NULL,NULL,Non_Wetland,NULL
2541,Water,Wetland,NULL,NULL,Non_Wetland,Grassland
2542,Water,Wetland,NULL,NULL,Non_Wetland,Cropland
2543,Water,Wetland,NULL,NULL,Non_Wetland,Wetland
2544,Water,Wetland,NULL,NULL,Non_Wetland,Bareland
2545,Water,Wetland,NULL,NULL,Non_Wetland,Forest
2546,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL
2547,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland
2548,Water,Wetland,NULL,Non_Water,Non_Wetland,Forest
2549,Water,Wetland,NULL,Water,Non_Wetland,NULL
2550,Water,Wetland,NULL,Water,Non_Wetland,Grassland
2551,Water,Wetland,NULL,Water,Non_Wetland,Cropland
2552,Water,Wetland,NULL,Water,Non_Wetland,Wetland
2553,Water,Wetland,NULL,Water,Non_Wetland,Forest
2554,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL
2555,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
2556,Water,Wetland,Shrubland,NULL,Non_Wetland,Cropland
2557,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
2558,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland
2559,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
2560,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
2561,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
2562,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
2563,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
2564,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland
2565,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
2566,Water,Wetland,Shrubland,Water,Non_Wetland,NULL
2567,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland
2568,Water,Wetland,Shrubland,Water,Non_Wetland,Cropland
2569,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
2570,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland
2571,Water,Wetland,Shrubland,Water,Non_Wetland,Forest
2572,Water,Wetland,Grassland,NULL,Non_Wetland,NULL
2573,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland
2574,Water,Wetland,Grassland,NULL,Non_Wetland,Cropland
2575,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland
2576,Water,Wetland,Grassland,NULL,Non_Wetland,Bareland
2577,Water,Wetland,Grassland,NULL,Non_Wetland,Water
2578,Water,Wetland,Grassland,NULL,Non_Wetland,Forest
2579,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL
2580,Water,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
2581,Water,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
2582,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
2583,Water,Wetland,Grassland,Non_Water,Non_Wetland,Bareland
2584,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water
2585,Water,Wetland,Grassland,Non_Water,Non_Wetland,Forest
2586,Water,Wetland,Grassland,Water,Non_Wetland,NULL
2587,Water,Wetland,Grassland,Water,Non_Wetland,Grassland
2588,Water,Wetland,Grassland,Water,Non_Wetland,Cropland
2589,Water,Wetland,Grassland,Water,Non_Wetland,Wetland
2590,Water,Wetland,Grassland,Water,Non_Wetland,Bareland
2591,Water,Wetland,Grassland,Water,Non_Wetland,Water
2592,Water,Wetland,Grassland,Water,Non_Wetland,Forest
2593,Water,Wetland,Cropland,NULL,Non_Wetland,NULL
2594,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland
2595,Water,Wetland,Cropland,NULL,Non_Wetland,Cropland
2596,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland
2597,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland
2598,Water,Wetland,Cropland,NULL,Non_Wetland,Forest
2599,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL
2600,Water,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
2601,Water,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
2602,Water,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
2603,Water,Wetland,Cropland,Non_Water,Non_Wetland,Forest
2604,Water,Wetland,Cropland,Water,Non_Wetland,Grassland
2605,Water,Wetland,Cropland,Water,Non_Wetland,Cropland
2606,Water,Wetland,Cropland,Water,Non_Wetland,Wetland
2607,Water,Wetland,Cropland,Water,Non_Wetland,Bareland
2608,Water,Wetland,Cropland,Water,Non_Wetland,Forest
2609,Water,Wetland,Wetland,NULL,Wetland,NULL
2610,Water,Wetland,Wetland,NULL,Wetland,Grassland
2611,Water,Wetland,Wetland,NULL,Wetland,Cropland
2612,Water,Wetland,Wetland,NULL,Wetland,Wetland
2613,Water,Wetland,Wetland,NULL,Wetland,Bareland
2614,Water,Wetland,Wetland,NULL,Wetland,Water
2615,Water,Wetland,Wetland,NULL,Wetland,Forest
2616,Water,Wetland,Wetland,Non_Water,Wetland,NULL
2617,Water,Wetland,Wetland,Non_Water,Wetland,Grassland
2618,Water,Wetland,Wetland,Non_Water,Wetland,Cropland
2619,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
2620,Water,Wetland,Wetland,Non_Water,Wetland,Bareland
2621,Water,Wetland,Wetland,Non_Water,Wetland,Forest
2622,Water,Wetland,Wetland,Water,Wetland,NULL
2623,Water,Wetland,Wetland,Water,Wetland,Grassland
2624,Water,Wetland,Wetland,Water,Wetland,Cropland
2625,Water,Wetland,Wetland,Water,Wetland,Wetland
2626,Water,Wetland,Wetland,Water,Wetland,Bareland
2627,Water,Wetland,Wetland,Water,Wetland,Water
2628,Water,Wetland,Wetland,Water,Wetland,Forest
2629,Water,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
2630,Water,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2631,Water,Wetland,Bareland,NULL,Non_Wetland,NULL
2632,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland
