Value,AFRICA_2024_DynamicWorld_2024_37NCH_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NCH_M_R,AFRICA_2024_GLC_FCS30D_2022_37NCH_M_R,AFRICA_2024_GSW_Yearly_2021_37NCH_M_R,AFRICA_2024_GWL_FCS30D_2022_37NCH_M_R,AFRICA_2024_WorldCover_2021_37NCH_M_R
2358,Wetland,Water,Wetland,NULL,Wetland,Grassland
2359,Wetland,Water,Wetland,NULL,Wetland,Cropland
2360,Wetland,Water,Wetland,NULL,Wetland,Wetland
2361,Wetland,Water,Wetland,NULL,Wetland,Water
2362,Wetland,Water,Wetland,NULL,Wetland,Forest
2363,Wetland,Water,Wetland,Non_Water,Wetland,NULL
2364,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
2365,Wetland,Water,Wetland,Non_Water,Wetland,Cropland
2366,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
2367,Wetland,Water,Wetland,Non_Water,Wetland,Forest
2368,Wetland,Water,Wetland,Water,Wetland,NULL
2369,Wetland,Water,Wetland,Water,Wetland,Grassland
2370,Wetland,Water,Wetland,Water,Wetland,Cropland
2371,Wetland,Water,Wetland,Water,Wetland,Wetland
2372,Wetland,Water,Wetland,Water,Wetland,Water
2373,Wetland,Water,Wetland,Water,Wetland,Forest
2374,Wetland,Water,Bareland,NULL,Non_Wetland,NULL
2375,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
2376,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
2377,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
2378,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL
2379,Wetland,Water,Bareland,Non_Water,Non_Wetland,Grassland
2380,Wetland,Water,Bareland,Non_Water,Non_Wetland,Cropland
2381,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland
2382,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water
2383,Wetland,Water,Bareland,Non_Water,Non_Wetland,Forest
2384,Wetland,Water,Bareland,Water,Non_Wetland,NULL
2385,Wetland,Water,Bareland,Water,Non_Wetland,Grassland
2386,Wetland,Water,Bareland,Water,Non_Wetland,Cropland
2387,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
2388,Wetland,Water,Bareland,Water,Non_Wetland,Bareland
2389,Wetland,Water,Bareland,Water,Non_Wetland,Water
2390,Wetland,Water,Bareland,Water,Non_Wetland,Forest
2391,Wetland,Water,Built-up,NULL,Non_Wetland,Forest
2392,Wetland,Water,Built-up,Non_Water,Non_Wetland,NULL
2393,Wetland,Water,Built-up,Non_Water,Non_Wetland,Cropland
2394,Wetland,Water,Built-up,Non_Water,Non_Wetland,Wetland
2395,Wetland,Water,Built-up,Water,Non_Wetland,Forest
2396,Wetland,Water,Water,NULL,Water,Wetland
2397,Wetland,Water,Water,NULL,Water,Bareland
2398,Wetland,Water,Water,NULL,Water,Water
2399,Wetland,Water,Water,Non_Water,Water,Wetland
2400,Wetland,Water,Water,Non_Water,Water,Forest
2401,Wetland,Water,Water,Water,Water,Cropland
2402,Wetland,Water,Water,Water,Water,Wetland
2403,Wetland,Water,Water,Water,Water,Bareland
2404,Wetland,Water,Water,Water,Water,Water
2405,Wetland,Water,Water,Water,Water,Forest
2406,Wetland,Water,Forest,NULL,Non_Wetland,NULL
2407,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
2408,Wetland,Water,Forest,NULL,Non_Wetland,Cropland
2409,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
2410,Wetland,Water,Forest,NULL,Non_Wetland,Bareland
2411,Wetland,Water,Forest,NULL,Non_Wetland,Forest
2412,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL
2413,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland
2414,Wetland,Water,Forest,Non_Water,Non_Wetland,Cropland
2415,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
2416,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
2417,Wetland,Water,Forest,Water,Non_Wetland,Cropland
2418,Wetland,Water,Forest,Water,Non_Wetland,Wetland
2419,Wetland,Water,Forest,Water,Non_Wetland,Forest
2420,Wetland,Forest,NULL,NULL,Non_Wetland,NULL
2421,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland
2422,Wetland,Forest,NULL,NULL,Non_Wetland,Cropland
2423,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland
2424,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
2425,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL
2426,Wetland,Forest,NULL,Non_Water,Non_Wetland,Wetland
2427,Wetland,Forest,NULL,Non_Water,Non_Wetland,Forest
2428,Wetland,Forest,NULL,Water,Non_Wetland,Wetland
2429,Wetland,Forest,NULL,Water,Non_Wetland,Water
2430,Wetland,Forest,NULL,Water,Non_Wetland,Forest
2431,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
2432,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
2433,Wetland,Forest,Shrubland,NULL,Non_Wetland,Cropland
2434,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
2435,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
2436,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
2437,Wetland,Forest,Shrubland,Water,Non_Wetland,Wetland
2438,Wetland,Forest,Shrubland,Water,Non_Wetland,Water
2439,Wetland,Forest,Shrubland,Water,Non_Wetland,Forest
2440,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL
2441,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland
2442,Wetland,Forest,Grassland,NULL,Non_Wetland,Forest
2443,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
2444,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Forest
2445,Wetland,Forest,Grassland,Water,Non_Wetland,Wetland
2446,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL
2447,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland
2448,Wetland,Forest,Cropland,NULL,Non_Wetland,Cropland
2449,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland
2450,Wetland,Forest,Cropland,NULL,Non_Wetland,Bareland
2451,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
2452,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL
2453,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Wetland
2454,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Forest
2455,Wetland,Forest,Cropland,Water,Non_Wetland,Grassland
2456,Wetland,Forest,Cropland,Water,Non_Wetland,Wetland
2457,Wetland,Forest,Cropland,Water,Non_Wetland,Water
2458,Wetland,Forest,Cropland,Water,Non_Wetland,Forest
2459,Wetland,Forest,Wetland,NULL,Wetland,NULL
2460,Wetland,Forest,Wetland,NULL,Wetland,Grassland
2461,Wetland,Forest,Wetland,NULL,Wetland,Wetland
2462,Wetland,Forest,Wetland,NULL,Wetland,Bareland
2463,Wetland,Forest,Wetland,NULL,Wetland,Water
2464,Wetland,Forest,Wetland,NULL,Wetland,Forest
2465,Wetland,Forest,Wetland,Non_Water,Wetland,NULL
2466,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland
2467,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
2468,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
2469,Wetland,Forest,Wetland,Water,Wetland,NULL
2470,Wetland,Forest,Wetland,Water,Wetland,Cropland
2471,Wetland,Forest,Wetland,Water,Wetland,Wetland
2472,Wetland,Forest,Wetland,Water,Wetland,Bareland
2473,Wetland,Forest,Wetland,Water,Wetland,Water
2474,Wetland,Forest,Wetland,Water,Wetland,Forest
2475,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL
2476,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
2477,Wetland,Forest,Bareland,NULL,Non_Wetland,Forest
2478,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
2479,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Forest
2480,Wetland,Forest,Bareland,Water,Non_Wetland,Wetland
2481,Wetland,Forest,Bareland,Water,Non_Wetland,Forest
2482,Wetland,Forest,Built-up,NULL,Non_Wetland,NULL
2483,Wetland,Forest,Water,NULL,Water,Cropland
2484,Wetland,Forest,Water,NULL,Water,Wetland
2485,Wetland,Forest,Water,NULL,Water,Forest
2486,Wetland,Forest,Water,Water,Water,Cropland
2487,Wetland,Forest,Water,Water,Water,Wetland
2488,Wetland,Forest,Water,Water,Water,Bareland
2489,Wetland,Forest,Water,Water,Water,Water
2490,Wetland,Forest,Water,Water,Water,Forest
2491,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
2492,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
2493,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
2494,Wetland,Forest,Forest,NULL,Non_Wetland,Bareland
2495,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
2496,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL
2497,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland
2498,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland
2499,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
2500,Wetland,Forest,Forest,Water,Non_Wetland,Wetland
2501,Wetland,Forest,Forest,Water,Non_Wetland,Water
2502,Wetland,Forest,Forest,Water,Non_Wetland,Forest
2503,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
2504,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
2505,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
2506,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
2507,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
2508,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
2509,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
2510,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
2511,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
2512,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
2513,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
2514,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
2515,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
2516,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
2517,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
2518,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
2519,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
2520,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
2521,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
2522,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
2523,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
2524,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
2525,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
2526,Bareland,NULL,Grassland,Water,Non_Wetland,Water
2527,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
2528,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
2529,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
2530,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
2531,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
2532,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
2533,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
2534,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
2535,Bareland,NULL,Wetland,NULL,Wetland,Forest
2536,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2537,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
2538,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
2539,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
2540,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
2541,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
2542,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
2543,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
2544,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
2545,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
2546,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
2547,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
2548,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
2549,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
2550,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
2551,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
2552,Bareland,NULL,Water,NULL,Water,Bareland
2553,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
2554,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
2555,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
2556,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
2557,Bareland,NULL,Forest,NULL,Non_Wetland,Water
2558,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
2559,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
2560,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
2561,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
2562,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
2563,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest
2564,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
2565,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
2566,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
2567,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
2568,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
2569,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
2570,Bareland,Cropland,Shrubland,Water,Non_Wetland,Grassland
2571,Bareland,Cropland,Shrubland,Water,Non_Wetland,Bareland
2572,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
2573,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
2574,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
2575,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland
2576,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
2577,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
2578,Bareland,Cropland,Grassland,Water,Non_Wetland,Wetland
2579,Bareland,Cropland,Grassland,Water,Non_Wetland,Water
2580,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
2581,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
2582,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
2583,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland
2584,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
2585,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
2586,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
2587,Bareland,Cropland,Cropland,Water,Non_Wetland,Grassland
2588,Bareland,Cropland,Cropland,Water,Non_Wetland,Cropland
2589,Bareland,Cropland,Cropland,Water,Non_Wetland,Wetland
2590,Bareland,Cropland,Wetland,NULL,Wetland,Grassland
2591,Bareland,Cropland,Wetland,NULL,Wetland,Cropland
2592,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
2593,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2594,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
2595,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
2596,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
2597,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
2598,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
2599,Bareland,Cropland,Bareland,NULL,Non_Wetland,Wetland
2600,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
2601,Bareland,Cropland,Bareland,NULL,Non_Wetland,Built-up
2602,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
2603,Bareland,Cropland,Bareland,Water,Non_Wetland,Grassland
2604,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
2605,Bareland,Cropland,Bareland,Water,Non_Wetland,Water
2606,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL
2607,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
2608,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
2609,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
2610,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
2611,Bareland,Cropland,Built-up,NULL,Non_Wetland,Forest
2612,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
2613,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
2614,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
2615,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
2616,Bareland,Cropland,Forest,NULL,Non_Wetland,Built-up
2617,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
2618,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL
2619,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
2620,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL
2621,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland
2622,Bareland,Wetland,Grassland,NULL,Non_Wetland,Bareland
2623,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland
2624,Bareland,Wetland,Bareland,Water,Non_Wetland,Bareland
2625,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL
2626,Bareland,Wetland,Built-up,NULL,Non_Wetland,Bareland
2627,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
2628,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
2629,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
2630,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
2631,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
2632,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
2633,Bareland,Bareland,Wetland,NULL,Wetland,Grassland
2634,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
2635,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
2636,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
2637,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
2638,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
2639,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
2640,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
2641,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
2642,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
2643,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
2644,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
2645,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
2646,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
2647,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
2648,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
2649,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
2650,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
2651,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
2652,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
2653,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
2654,Bareland,Built-up,Grassland,Water,Non_Wetland,Bareland
2655,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
2656,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
2657,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
2658,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
2659,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest
2660,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2661,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
2662,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
2663,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
2664,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
2665,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland
2666,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
2667,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
2668,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
2669,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL
2670,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
2671,Bareland,Built-up,Forest,NULL,Non_Wetland,Cropland
2672,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland
2673,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up
2674,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
2675,Bareland,Water,NULL,NULL,Non_Wetland,Forest
2676,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
2677,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
2678,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
2679,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
2680,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
2681,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
2682,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
2683,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
2684,Bareland,Water,Grassland,Water,Non_Wetland,Water
2685,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
2686,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
2687,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
2688,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
2689,Bareland,Water,Wetland,Water,Wetland,Grassland
2690,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
2691,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
2692,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
2693,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
2694,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
2695,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
2696,Bareland,Water,Forest,NULL,Non_Wetland,NULL
2697,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
2698,Bareland,Water,Forest,NULL,Non_Wetland,Forest
2699,Bareland,Water,Forest,Water,Non_Wetland,Bareland
2700,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland
2701,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
2702,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
2703,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
2704,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
2705,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland
2706,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
2707,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
2708,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
2709,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
2710,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
2711,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
2712,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
2713,Water,NULL,NULL,NULL,Non_Wetland,NULL
2714,Water,NULL,NULL,NULL,Non_Wetland,Grassland
2715,Water,NULL,NULL,NULL,Non_Wetland,Cropland
2716,Water,NULL,NULL,NULL,Non_Wetland,Wetland
2717,Water,NULL,NULL,NULL,Non_Wetland,Bareland
2718,Water,NULL,NULL,NULL,Non_Wetland,Water
2719,Water,NULL,NULL,NULL,Non_Wetland,Forest
2720,Water,NULL,NULL,Non_Water,Non_Wetland,NULL
2721,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland
2722,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland
2723,Water,NULL,NULL,Water,Non_Wetland,NULL
2724,Water,NULL,NULL,Water,Non_Wetland,Grassland
2725,Water,NULL,NULL,Water,Non_Wetland,Cropland
2726,Water,NULL,NULL,Water,Non_Wetland,Wetland
2727,Water,NULL,NULL,Water,Non_Wetland,Water
2728,Water,NULL,NULL,Water,Non_Wetland,Forest
2729,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
2730,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
2731,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
2732,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
2733,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
2734,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up
2735,Water,NULL,Shrubland,NULL,Non_Wetland,Water
2736,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
2737,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL
2738,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
2739,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
2740,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
2741,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water
2742,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
2743,Water,NULL,Shrubland,Water,Non_Wetland,NULL
2744,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
2745,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
2746,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
2747,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
2748,Water,NULL,Shrubland,Water,Non_Wetland,Water
2749,Water,NULL,Shrubland,Water,Non_Wetland,Forest
2750,Water,NULL,Grassland,NULL,Non_Wetland,NULL
2751,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
2752,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
2753,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
2754,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
2755,Water,NULL,Grassland,NULL,Non_Wetland,Built-up
2756,Water,NULL,Grassland,NULL,Non_Wetland,Water
2757,Water,NULL,Grassland,NULL,Non_Wetland,Forest
2758,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL
2759,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland
2760,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest
2761,Water,NULL,Grassland,Water,Non_Wetland,NULL
2762,Water,NULL,Grassland,Water,Non_Wetland,Grassland
2763,Water,NULL,Grassland,Water,Non_Wetland,Cropland
2764,Water,NULL,Grassland,Water,Non_Wetland,Wetland
2765,Water,NULL,Grassland,Water,Non_Wetland,Water
2766,Water,NULL,Cropland,NULL,Non_Wetland,NULL
2767,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
2768,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
2769,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
2770,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
2771,Water,NULL,Cropland,NULL,Non_Wetland,Water
2772,Water,NULL,Cropland,NULL,Non_Wetland,Forest
2773,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL
