Value,AFRICA_2024_DynamicWorld_2024_37NDH_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NDH_M_R,AFRICA_2024_GLC_FCS30D_2022_37NDH_M_R,AFRICA_2024_GSW_Yearly_2021_37NDH_M_R,AFRICA_2024_GWL_FCS30D_2022_37NDH_M_R,AFRICA_2024_WorldCover_2021_37NDH_M_R
2548,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
2549,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland
2550,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
2551,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
2552,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
2553,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
2554,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
2555,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
2556,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland
2557,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up
2558,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
2559,Forest,Cropland,Water,NULL,Water,NULL
2560,Forest,Cropland,Water,NULL,Water,Cropland
2561,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
2562,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
2563,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
2564,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
2565,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland
2566,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
2567,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
2568,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL
2569,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland
2570,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
2571,Forest,Cropland,Forest,Water,Non_Wetland,Cropland
2572,Forest,Cropland,Forest,Water,Non_Wetland,Wetland
2573,Forest,Cropland,Forest,Water,Non_Wetland,Forest
2574,Forest,Wetland,NULL,NULL,Non_Wetland,NULL
2575,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland
2576,Forest,Wetland,NULL,NULL,Non_Wetland,Cropland
2577,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland
2578,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
2579,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL
2580,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland
2581,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland
2582,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest
2583,Forest,Wetland,NULL,Water,Non_Wetland,NULL
2584,Forest,Wetland,NULL,Water,Non_Wetland,Wetland
2585,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
2586,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
2587,Forest,Wetland,Shrubland,NULL,Non_Wetland,Cropland
2588,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
2589,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water
2590,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
2591,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
2592,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
2593,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
2594,Forest,Wetland,Shrubland,Water,Non_Wetland,Cropland
2595,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
2596,Forest,Wetland,Shrubland,Water,Non_Wetland,Water
2597,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest
2598,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL
2599,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest
2600,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL
2601,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
2602,Forest,Wetland,Cropland,NULL,Non_Wetland,Cropland
2603,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland
2604,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest
2605,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL
2606,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
2607,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest
2608,Forest,Wetland,Cropland,Water,Non_Wetland,NULL
2609,Forest,Wetland,Cropland,Water,Non_Wetland,Cropland
2610,Forest,Wetland,Cropland,Water,Non_Wetland,Wetland
2611,Forest,Wetland,Cropland,Water,Non_Wetland,Forest
2612,Forest,Wetland,Wetland,NULL,Wetland,NULL
2613,Forest,Wetland,Wetland,NULL,Wetland,Grassland
2614,Forest,Wetland,Wetland,NULL,Wetland,Cropland
2615,Forest,Wetland,Wetland,NULL,Wetland,Wetland
2616,Forest,Wetland,Wetland,NULL,Wetland,Forest
2617,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland
2618,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
2619,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
2620,Forest,Wetland,Wetland,Water,Wetland,Wetland
2621,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland
2622,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland
2623,Forest,Wetland,Bareland,NULL,Non_Wetland,Water
2624,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest
2625,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
2626,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Forest
2627,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland
2628,Forest,Wetland,Bareland,Water,Non_Wetland,Water
2629,Forest,Wetland,Built-up,NULL,Non_Wetland,Forest
2630,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Forest
2631,Forest,Wetland,Built-up,Water,Non_Wetland,Wetland
2632,Forest,Wetland,Built-up,Water,Non_Wetland,Water
2633,Forest,Wetland,Water,NULL,Water,Grassland
2634,Forest,Wetland,Water,NULL,Water,Cropland
2635,Forest,Wetland,Water,NULL,Water,Wetland
2636,Forest,Wetland,Water,NULL,Water,Bareland
2637,Forest,Wetland,Water,NULL,Water,Forest
2638,Forest,Wetland,Water,Non_Water,Water,NULL
2639,Forest,Wetland,Water,Non_Water,Water,Wetland
2640,Forest,Wetland,Water,Water,Water,NULL
2641,Forest,Wetland,Water,Water,Water,Grassland
2642,Forest,Wetland,Water,Water,Water,Cropland
2643,Forest,Wetland,Water,Water,Water,Wetland
2644,Forest,Wetland,Water,Water,Water,Bareland
2645,Forest,Wetland,Water,Water,Water,Water
2646,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
2647,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
2648,Forest,Wetland,Forest,NULL,Non_Wetland,Cropland
2649,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
2650,Forest,Wetland,Forest,NULL,Non_Wetland,Water
2651,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
2652,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL
2653,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
2654,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
2655,Forest,Wetland,Forest,Water,Non_Wetland,Grassland
2656,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
2657,Forest,Wetland,Forest,Water,Non_Wetland,Water
2658,Forest,Wetland,Forest,Water,Non_Wetland,Forest
2659,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
2660,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
2661,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
2662,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland
2663,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up
2664,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
2665,Forest,Built-up,NULL,Non_Water,Non_Wetland,Forest
2666,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
2667,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
2668,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
2669,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland
2670,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland
2671,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
2672,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
2673,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
2674,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
2675,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
2676,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland
2677,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
2678,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
2679,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
2680,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Forest
2681,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
2682,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
2683,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
2684,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland
2685,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland
2686,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
2687,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
2688,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL
2689,Forest,Built-up,Wetland,NULL,Wetland,NULL
2690,Forest,Built-up,Wetland,NULL,Wetland,Cropland
2691,Forest,Built-up,Wetland,NULL,Wetland,Forest
2692,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL
2693,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
2694,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2695,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL
2696,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland
2697,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland
2698,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
2699,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
2700,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
2701,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland
2702,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
2703,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
2704,Forest,Built-up,Water,NULL,Water,Forest
2705,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
2706,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
2707,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
2708,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland
2709,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland
2710,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
2711,Forest,Built-up,Forest,NULL,Non_Wetland,Water
2712,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
2713,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest
2714,Forest,Water,NULL,NULL,Non_Wetland,NULL
2715,Forest,Water,NULL,NULL,Non_Wetland,Wetland
2716,Forest,Water,NULL,NULL,Non_Wetland,Forest
2717,Forest,Water,NULL,Non_Water,Non_Wetland,NULL
2718,Forest,Water,NULL,Water,Non_Wetland,Grassland
2719,Forest,Water,NULL,Water,Non_Wetland,Wetland
2720,Forest,Water,NULL,Water,Non_Wetland,Forest
2721,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
2722,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
2723,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
2724,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
2725,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
2726,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
2727,Forest,Water,Shrubland,Water,Non_Wetland,Cropland
2728,Forest,Water,Shrubland,Water,Non_Wetland,Wetland
2729,Forest,Water,Shrubland,Water,Non_Wetland,Water
2730,Forest,Water,Grassland,NULL,Non_Wetland,NULL
2731,Forest,Water,Grassland,NULL,Non_Wetland,Cropland
2732,Forest,Water,Grassland,NULL,Non_Wetland,Forest
2733,Forest,Water,Cropland,NULL,Non_Wetland,NULL
2734,Forest,Water,Cropland,NULL,Non_Wetland,Cropland
2735,Forest,Water,Cropland,NULL,Non_Wetland,Wetland
2736,Forest,Water,Cropland,NULL,Non_Wetland,Forest
2737,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL
2738,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland
2739,Forest,Water,Cropland,Water,Non_Wetland,Bareland
2740,Forest,Water,Cropland,Water,Non_Wetland,Forest
2741,Forest,Water,Wetland,NULL,Wetland,Cropland
2742,Forest,Water,Wetland,NULL,Wetland,Wetland
2743,Forest,Water,Wetland,NULL,Wetland,Forest
2744,Forest,Water,Wetland,Non_Water,Wetland,Wetland
2745,Forest,Water,Wetland,Water,Wetland,Cropland
2746,Forest,Water,Wetland,Water,Wetland,Wetland
2747,Forest,Water,Wetland,Water,Wetland,Water
2748,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
2749,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
2750,Forest,Water,Bareland,NULL,Non_Wetland,Cropland
2751,Forest,Water,Bareland,NULL,Non_Wetland,Wetland
2752,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
2753,Forest,Water,Bareland,NULL,Non_Wetland,Water
2754,Forest,Water,Bareland,NULL,Non_Wetland,Forest
2755,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland
2756,Forest,Water,Bareland,Water,Non_Wetland,Forest
2757,Forest,Water,Built-up,NULL,Non_Wetland,Forest
2758,Forest,Water,Built-up,Water,Non_Wetland,Bareland
2759,Forest,Water,Water,NULL,Water,Wetland
2760,Forest,Water,Water,NULL,Water,Water
2761,Forest,Water,Water,NULL,Water,Forest
2762,Forest,Water,Water,Water,Water,Wetland
2763,Forest,Water,Water,Water,Water,Forest
2764,Forest,Water,Forest,NULL,Non_Wetland,NULL
2765,Forest,Water,Forest,NULL,Non_Wetland,Grassland
2766,Forest,Water,Forest,NULL,Non_Wetland,Cropland
2767,Forest,Water,Forest,NULL,Non_Wetland,Wetland
2768,Forest,Water,Forest,NULL,Non_Wetland,Bareland
2769,Forest,Water,Forest,NULL,Non_Wetland,Water
2770,Forest,Water,Forest,NULL,Non_Wetland,Forest
2771,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland
2772,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
2773,Forest,Water,Forest,Water,Non_Wetland,Cropland
2774,Forest,Water,Forest,Water,Non_Wetland,Wetland
2775,Forest,Water,Forest,Water,Non_Wetland,Forest
2776,Forest,Forest,NULL,NULL,Non_Wetland,NULL
2777,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
2778,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
2779,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
2780,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
2781,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
2782,Forest,Forest,NULL,NULL,Non_Wetland,Forest
2783,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL
2784,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
2785,Forest,Forest,NULL,Water,Non_Wetland,Wetland
2786,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
2787,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
2788,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
2789,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
2790,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
2791,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
2792,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
2793,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
2794,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
2795,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
2796,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
2797,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
2798,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
2799,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
2800,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
2801,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
2802,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
2803,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
2804,Forest,Forest,Grassland,Water,Non_Wetland,Wetland
2805,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
2806,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
2807,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
2808,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
2809,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
2810,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
2811,Forest,Forest,Cropland,NULL,Non_Wetland,Water
2812,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
2813,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL
2814,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland
2815,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland
2816,Forest,Forest,Cropland,Water,Non_Wetland,Cropland
2817,Forest,Forest,Cropland,Water,Non_Wetland,Wetland
2818,Forest,Forest,Cropland,Water,Non_Wetland,Water
2819,Forest,Forest,Cropland,Water,Non_Wetland,Forest
2820,Forest,Forest,Wetland,NULL,Wetland,NULL
2821,Forest,Forest,Wetland,NULL,Wetland,Grassland
2822,Forest,Forest,Wetland,NULL,Wetland,Cropland
2823,Forest,Forest,Wetland,NULL,Wetland,Wetland
2824,Forest,Forest,Wetland,NULL,Wetland,Forest
2825,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
2826,Forest,Forest,Wetland,Water,Wetland,Wetland
2827,Forest,Forest,Wetland,Water,Wetland,Forest
2828,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2829,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2830,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
2831,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
2832,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
2833,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
2834,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
2835,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
2836,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
2837,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland
2838,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
2839,Forest,Forest,Bareland,Water,Non_Wetland,Wetland
2840,Forest,Forest,Bareland,Water,Non_Wetland,Water
2841,Forest,Forest,Bareland,Water,Non_Wetland,Forest
2842,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
2843,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
2844,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland
2845,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
2846,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
2847,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL
2848,Forest,Forest,Built-up,Non_Water,Non_Wetland,Cropland
2849,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest
2850,Forest,Forest,Built-up,Water,Non_Wetland,NULL
2851,Forest,Forest,Built-up,Water,Non_Wetland,Grassland
2852,Forest,Forest,Built-up,Water,Non_Wetland,Water
2853,Forest,Forest,Water,NULL,Water,NULL
2854,Forest,Forest,Water,NULL,Water,Grassland
2855,Forest,Forest,Water,NULL,Water,Water
2856,Forest,Forest,Water,NULL,Water,Forest
2857,Forest,Forest,Water,Water,Water,Wetland
2858,Forest,Forest,Water,Water,Water,Water
2859,Forest,Forest,Water,Water,Water,Forest
2860,Forest,Forest,Forest,NULL,Non_Wetland,NULL
2861,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
2862,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
2863,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
2864,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
2865,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
2866,Forest,Forest,Forest,NULL,Non_Wetland,Forest
2867,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
2868,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
2869,Forest,Forest,Forest,Non_Water,Non_Wetland,Cropland
2870,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
2871,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
2872,Forest,Forest,Forest,Water,Non_Wetland,Cropland
2873,Forest,Forest,Forest,Water,Non_Wetland,Wetland
2874,Forest,Forest,Forest,Water,Non_Wetland,Water
2875,Forest,Forest,Forest,Water,Non_Wetland,Forest
