Value,AFRICA_2024_DynamicWorld_2024_36PVV_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PVV_M_R,AFRICA_2024_GLC_FCS30D_2022_36PVV_M_R,AFRICA_2024_GSW_Yearly_2021_36PVV_M_R,AFRICA_2024_GWL_FCS30D_2022_36PVV_M_R,AFRICA_2024_WorldCover_2021_36PVV_M_R
2505,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
2506,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
2507,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
2508,Water,Water,Bareland,Non_Water,Non_Wetland,Water
2509,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
2510,Water,Water,Bareland,Water,Non_Wetland,Grassland
2511,Water,Water,Bareland,Water,Non_Wetland,Cropland
2512,Water,Water,Bareland,Water,Non_Wetland,Wetland
2513,Water,Water,Bareland,Water,Non_Wetland,Bareland
2514,Water,Water,Bareland,Water,Non_Wetland,Built-up
2515,Water,Water,Bareland,Water,Non_Wetland,Water
2516,Water,Water,Bareland,Water,Non_Wetland,Forest
2517,Water,Water,Built-up,NULL,Non_Wetland,Grassland
2518,Water,Water,Built-up,NULL,Non_Wetland,Cropland
2519,Water,Water,Built-up,NULL,Non_Wetland,Bareland
2520,Water,Water,Built-up,NULL,Non_Wetland,Built-up
2521,Water,Water,Built-up,NULL,Non_Wetland,Forest
2522,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
2523,Water,Water,Built-up,Non_Water,Non_Wetland,Cropland
2524,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
2525,Water,Water,Built-up,Non_Water,Non_Wetland,Water
2526,Water,Water,Built-up,Water,Non_Wetland,Grassland
2527,Water,Water,Built-up,Water,Non_Wetland,Cropland
2528,Water,Water,Built-up,Water,Non_Wetland,Bareland
2529,Water,Water,Water,NULL,Water,Cropland
2530,Water,Water,Water,NULL,Water,Wetland
2531,Water,Water,Water,NULL,Water,Water
2532,Water,Water,Water,NULL,Water,Forest
2533,Water,Water,Water,Non_Water,Water,Grassland
2534,Water,Water,Water,Non_Water,Water,Cropland
2535,Water,Water,Water,Non_Water,Water,Wetland
2536,Water,Water,Water,Non_Water,Water,Water
2537,Water,Water,Water,Non_Water,Water,Forest
2538,Water,Water,Water,Water,Water,Grassland
2539,Water,Water,Water,Water,Water,Cropland
2540,Water,Water,Water,Water,Water,Wetland
2541,Water,Water,Water,Water,Water,Bareland
2542,Water,Water,Water,Water,Water,Water
2543,Water,Water,Water,Water,Water,Forest
2544,Water,Water,Forest,NULL,Non_Wetland,Grassland
2545,Water,Water,Forest,NULL,Non_Wetland,Cropland
2546,Water,Water,Forest,NULL,Non_Wetland,Wetland
2547,Water,Water,Forest,NULL,Non_Wetland,Bareland
2548,Water,Water,Forest,NULL,Non_Wetland,Water
2549,Water,Water,Forest,NULL,Non_Wetland,Forest
2550,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
2551,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
2552,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
2553,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
2554,Water,Water,Forest,Non_Water,Non_Wetland,Water
2555,Water,Water,Forest,Non_Water,Non_Wetland,Forest
2556,Water,Water,Forest,Water,Non_Wetland,Grassland
2557,Water,Water,Forest,Water,Non_Wetland,Cropland
2558,Water,Water,Forest,Water,Non_Wetland,Wetland
2559,Water,Water,Forest,Water,Non_Wetland,Water
2560,Water,Water,Forest,Water,Non_Wetland,Forest
2561,Water,Forest,Shrubland,NULL,Non_Wetland,Cropland
2562,Water,Forest,Cropland,NULL,Non_Wetland,Cropland
2563,Water,Forest,Cropland,NULL,Non_Wetland,Forest
2564,Water,Forest,Wetland,NULL,Wetland,Cropland
2565,Water,Forest,Wetland,NULL,Wetland,Forest
2566,Water,Forest,Wetland,Non_Water,Wetland,Cropland
2567,Water,Forest,Wetland,Non_Water,Wetland,Forest
2568,Forest,NULL,NULL,NULL,Non_Wetland,NULL
2569,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
2570,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
2571,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
2572,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
2573,Forest,NULL,NULL,NULL,Non_Wetland,Forest
2574,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL
2575,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
2576,Forest,NULL,NULL,Non_Water,Non_Wetland,Cropland
2577,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland
2578,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
2579,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
2580,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
2581,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
2582,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
2583,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
2584,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
2585,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
2586,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
2587,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
2588,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
2589,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
2590,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
2591,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
2592,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
2593,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
2594,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
2595,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
2596,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
2597,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
2598,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
2599,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL
2600,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
2601,Forest,NULL,Grassland,Non_Water,Non_Wetland,Cropland
2602,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland
2603,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
2604,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
2605,Forest,NULL,Grassland,Water,Non_Wetland,Cropland
2606,Forest,NULL,Grassland,Water,Non_Wetland,Wetland
2607,Forest,NULL,Grassland,Water,Non_Wetland,Bareland
2608,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
2609,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
2610,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
2611,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
2612,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
2613,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
2614,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
2615,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
2616,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
2617,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland
2618,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland
2619,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland
2620,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
2621,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
2622,Forest,NULL,Cropland,Water,Non_Wetland,Cropland
2623,Forest,NULL,Cropland,Water,Non_Wetland,Wetland
2624,Forest,NULL,Wetland,NULL,Wetland,NULL
2625,Forest,NULL,Wetland,NULL,Wetland,Grassland
2626,Forest,NULL,Wetland,NULL,Wetland,Cropland
2627,Forest,NULL,Wetland,NULL,Wetland,Wetland
2628,Forest,NULL,Wetland,NULL,Wetland,Forest
2629,Forest,NULL,Wetland,Non_Water,Wetland,NULL
2630,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
2631,Forest,NULL,Wetland,Non_Water,Wetland,Cropland
2632,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
2633,Forest,NULL,Wetland,Non_Water,Wetland,Forest
2634,Forest,NULL,Wetland,Water,Wetland,Grassland
2635,Forest,NULL,Wetland,Water,Wetland,Cropland
2636,Forest,NULL,Wetland,Water,Wetland,Wetland
2637,Forest,NULL,Wetland,Water,Wetland,Forest
2638,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
2639,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
2640,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
2641,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
2642,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
2643,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
2644,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
2645,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
2646,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
2647,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
2648,Forest,NULL,Forest,NULL,Non_Wetland,NULL
2649,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
2650,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
2651,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
2652,Forest,NULL,Forest,NULL,Non_Wetland,Forest
2653,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
2654,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland
2655,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
2656,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
2657,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
2658,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
2659,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
2660,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
2661,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
2662,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL
2663,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland
2664,Forest,Cropland,NULL,Non_Water,Non_Wetland,Cropland
2665,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland
2666,Forest,Cropland,NULL,Non_Water,Non_Wetland,Forest
2667,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
2668,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
2669,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
2670,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
2671,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
2672,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
2673,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
2674,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
2675,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
2676,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
2677,Forest,Cropland,Shrubland,Water,Non_Wetland,Cropland
2678,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland
2679,Forest,Cropland,Shrubland,Water,Non_Wetland,Forest
2680,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
2681,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
2682,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
2683,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland
2684,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
2685,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up
2686,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
2687,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL
2688,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
2689,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
2690,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
2691,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Built-up
2692,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Forest
2693,Forest,Cropland,Grassland,Water,Non_Wetland,Grassland
2694,Forest,Cropland,Grassland,Water,Non_Wetland,Cropland
2695,Forest,Cropland,Grassland,Water,Non_Wetland,Forest
2696,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
2697,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
2698,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
2699,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
2700,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
2701,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
2702,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
2703,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL
2704,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
2705,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
2706,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
2707,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest
2708,Forest,Cropland,Cropland,Water,Non_Wetland,Cropland
2709,Forest,Cropland,Cropland,Water,Non_Wetland,Wetland
2710,Forest,Cropland,Wetland,NULL,Wetland,NULL
2711,Forest,Cropland,Wetland,NULL,Wetland,Grassland
2712,Forest,Cropland,Wetland,NULL,Wetland,Cropland
2713,Forest,Cropland,Wetland,NULL,Wetland,Wetland
2714,Forest,Cropland,Wetland,NULL,Wetland,Forest
2715,Forest,Cropland,Wetland,Non_Water,Wetland,NULL
2716,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland
2717,Forest,Cropland,Wetland,Non_Water,Wetland,Cropland
2718,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland
2719,Forest,Cropland,Wetland,Non_Water,Wetland,Forest
2720,Forest,Cropland,Wetland,Water,Wetland,Grassland
2721,Forest,Cropland,Wetland,Water,Wetland,Cropland
2722,Forest,Cropland,Wetland,Water,Wetland,Wetland
2723,Forest,Cropland,Wetland,Water,Wetland,Forest
2724,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
2725,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
2726,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
2727,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
2728,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
2729,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
2730,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland
2731,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
2732,Forest,Cropland,Built-up,Non_Water,Non_Wetland,Wetland
2733,Forest,Cropland,Built-up,Non_Water,Non_Wetland,Forest
2734,Forest,Cropland,Built-up,Water,Non_Wetland,Cropland
2735,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
2736,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
2737,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
2738,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
2739,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
2740,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL
2741,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland
2742,Forest,Cropland,Forest,Non_Water,Non_Wetland,Cropland
2743,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland
2744,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
2745,Forest,Cropland,Forest,Water,Non_Wetland,Wetland
2746,Forest,Wetland,NULL,NULL,Non_Wetland,NULL
2747,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland
2748,Forest,Wetland,NULL,NULL,Non_Wetland,Cropland
2749,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland
2750,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
2751,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL
2752,Forest,Wetland,NULL,Non_Water,Non_Wetland,Cropland
2753,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland
2754,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest
2755,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
2756,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
2757,Forest,Wetland,Shrubland,NULL,Non_Wetland,Cropland
2758,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
2759,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland
2760,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
2761,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
2762,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
2763,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
2764,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
2765,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
2766,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
2767,Forest,Wetland,Shrubland,Water,Non_Wetland,Cropland
2768,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
2769,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL
2770,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
2771,Forest,Wetland,Grassland,NULL,Non_Wetland,Cropland
2772,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland
2773,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland
2774,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest
2775,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
2776,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
2777,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
2778,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Forest
2779,Forest,Wetland,Grassland,Water,Non_Wetland,Forest
2780,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL
2781,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
2782,Forest,Wetland,Cropland,NULL,Non_Wetland,Cropland
2783,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland
2784,Forest,Wetland,Cropland,NULL,Non_Wetland,Bareland
2785,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest
2786,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL
2787,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
2788,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
2789,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
2790,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest
2791,Forest,Wetland,Cropland,Water,Non_Wetland,Grassland
2792,Forest,Wetland,Cropland,Water,Non_Wetland,Cropland
2793,Forest,Wetland,Wetland,NULL,Wetland,NULL
2794,Forest,Wetland,Wetland,NULL,Wetland,Grassland
2795,Forest,Wetland,Wetland,NULL,Wetland,Cropland
2796,Forest,Wetland,Wetland,NULL,Wetland,Wetland
2797,Forest,Wetland,Wetland,NULL,Wetland,Forest
2798,Forest,Wetland,Wetland,Non_Water,Wetland,NULL
2799,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland
2800,Forest,Wetland,Wetland,Non_Water,Wetland,Cropland
2801,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
2802,Forest,Wetland,Wetland,Non_Water,Wetland,Water
2803,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
2804,Forest,Wetland,Wetland,Water,Wetland,Grassland
2805,Forest,Wetland,Wetland,Water,Wetland,Cropland
2806,Forest,Wetland,Wetland,Water,Wetland,Wetland
2807,Forest,Wetland,Wetland,Water,Wetland,Water
2808,Forest,Wetland,Wetland,Water,Wetland,Forest
2809,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland
2810,Forest,Wetland,Bareland,NULL,Non_Wetland,Cropland
2811,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland
2812,Forest,Wetland,Built-up,NULL,Non_Wetland,Cropland
2813,Forest,Wetland,Built-up,NULL,Non_Wetland,Built-up
2814,Forest,Wetland,Built-up,Water,Non_Wetland,Cropland
2815,Forest,Wetland,Water,Non_Water,Water,Wetland
2816,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
2817,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
2818,Forest,Wetland,Forest,NULL,Non_Wetland,Cropland
2819,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
2820,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
2821,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL
2822,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland
2823,Forest,Wetland,Forest,Non_Water,Non_Wetland,Cropland
2824,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
2825,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
2826,Forest,Wetland,Forest,Water,Non_Wetland,Grassland
2827,Forest,Wetland,Forest,Water,Non_Wetland,Cropland
2828,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
2829,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
2830,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
2831,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
2832,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
2833,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
2834,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
2835,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
2836,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
2837,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
2838,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
2839,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Forest
2840,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
2841,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
2842,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
2843,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
2844,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
2845,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
2846,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Forest
2847,Forest,Built-up,Wetland,NULL,Wetland,NULL
2848,Forest,Built-up,Wetland,NULL,Wetland,Grassland
2849,Forest,Built-up,Wetland,NULL,Wetland,Forest
2850,Forest,Built-up,Wetland,Non_Water,Wetland,Cropland
2851,Forest,Built-up,Wetland,Non_Water,Wetland,Forest
2852,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
2853,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland
2854,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
2855,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
2856,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
2857,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
2858,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
2859,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
2860,Forest,Water,Grassland,NULL,Non_Wetland,Forest
2861,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest
2862,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
2863,Forest,Water,Cropland,NULL,Non_Wetland,Cropland
2864,Forest,Water,Cropland,NULL,Non_Wetland,Forest
2865,Forest,Water,Cropland,Non_Water,Non_Wetland,Cropland
2866,Forest,Water,Wetland,NULL,Wetland,Cropland
2867,Forest,Water,Wetland,NULL,Wetland,Forest
2868,Forest,Water,Wetland,Non_Water,Wetland,Cropland
2869,Forest,Water,Wetland,Non_Water,Wetland,Forest
2870,Forest,Water,Water,Non_Water,Water,Forest
2871,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
2872,Forest,Forest,NULL,NULL,Non_Wetland,NULL
2873,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
2874,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
2875,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
2876,Forest,Forest,NULL,NULL,Non_Wetland,Forest
2877,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL
2878,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
2879,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
2880,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
2881,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
2882,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
2883,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
2884,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
2885,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
2886,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
2887,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
2888,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
2889,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
2890,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
2891,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
2892,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
2893,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
2894,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
2895,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
2896,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL
2897,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
2898,Forest,Forest,Grassland,Non_Water,Non_Wetland,Cropland
2899,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland
2900,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
2901,Forest,Forest,Grassland,Water,Non_Wetland,Forest
2902,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
2903,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
2904,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
2905,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
2906,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
2907,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
2908,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL
2909,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
2910,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland
2911,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland
2912,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
2913,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
2914,Forest,Forest,Wetland,NULL,Wetland,NULL
2915,Forest,Forest,Wetland,NULL,Wetland,Grassland
2916,Forest,Forest,Wetland,NULL,Wetland,Cropland
2917,Forest,Forest,Wetland,NULL,Wetland,Wetland
2918,Forest,Forest,Wetland,NULL,Wetland,Forest
2919,Forest,Forest,Wetland,Non_Water,Wetland,NULL
2920,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
2921,Forest,Forest,Wetland,Non_Water,Wetland,Cropland
2922,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
2923,Forest,Forest,Wetland,Non_Water,Wetland,Forest
2924,Forest,Forest,Wetland,Water,Wetland,Grassland
2925,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
2926,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
2927,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest
2928,Forest,Forest,Water,NULL,Water,Forest
2929,Forest,Forest,Water,Non_Water,Water,Forest
