Value,AFRICA_2024_DynamicWorld_2024_35PQL_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35PQL_M_R,AFRICA_2024_GLC_FCS30D_2022_35PQL_M_R,AFRICA_2024_GSW_Yearly_2021_35PQL_M_R,AFRICA_2024_GWL_FCS30D_2022_35PQL_M_R,AFRICA_2024_WorldCover_2021_35PQL_M_R
2546,Forest,Water,Water,NULL,Water,Grassland
2547,Forest,Water,Water,Water,Water,Wetland
2548,Forest,Water,Water,Water,Water,Water
2549,Forest,Water,Forest,NULL,Non_Wetland,NULL
2550,Forest,Water,Forest,NULL,Non_Wetland,Grassland
2551,Forest,Water,Forest,NULL,Non_Wetland,Wetland
2552,Forest,Water,Forest,NULL,Non_Wetland,Forest
2553,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland
2554,Forest,Water,Forest,Water,Non_Wetland,Water
2555,Forest,Forest,NULL,NULL,Non_Wetland,NULL
2556,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
2557,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
2558,Forest,Forest,NULL,NULL,Non_Wetland,Forest
2559,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL
2560,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
2561,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland
2562,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
2563,Forest,Forest,NULL,Water,Non_Wetland,Grassland
2564,Forest,Forest,NULL,Water,Non_Wetland,Wetland
2565,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
2566,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
2567,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
2568,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
2569,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
2570,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
2571,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
2572,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
2573,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
2574,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
2575,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
2576,Forest,Forest,Shrubland,Water,Non_Wetland,NULL
2577,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
2578,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
2579,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland
2580,Forest,Forest,Shrubland,Water,Non_Wetland,Water
2581,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
2582,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
2583,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
2584,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
2585,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
2586,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
2587,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland
2588,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
2589,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
2590,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
2591,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
2592,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland
2593,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
2594,Forest,Forest,Wetland,NULL,Wetland,NULL
2595,Forest,Forest,Wetland,NULL,Wetland,Grassland
2596,Forest,Forest,Wetland,NULL,Wetland,Wetland
2597,Forest,Forest,Wetland,NULL,Wetland,Bareland
2598,Forest,Forest,Wetland,NULL,Wetland,Built-up
2599,Forest,Forest,Wetland,NULL,Wetland,Forest
2600,Forest,Forest,Wetland,Non_Water,Wetland,NULL
2601,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
2602,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
2603,Forest,Forest,Wetland,Non_Water,Wetland,Forest
2604,Forest,Forest,Wetland,Water,Wetland,Grassland
2605,Forest,Forest,Wetland,Water,Wetland,Wetland
2606,Forest,Forest,Wetland,Water,Wetland,Forest
2607,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
2608,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
2609,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
2610,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
2611,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
2612,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland
2613,Forest,Forest,Bareland,Water,Non_Wetland,Wetland
2614,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
2615,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
2616,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland
2617,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
2618,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
2619,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL
2620,Forest,Forest,Water,NULL,Water,Grassland
2621,Forest,Forest,Water,NULL,Water,Wetland
2622,Forest,Forest,Water,Non_Water,Water,Wetland
2623,Forest,Forest,Water,Water,Water,Wetland
2624,Forest,Forest,Water,Water,Water,Forest
2625,Forest,Forest,Forest,NULL,Non_Wetland,NULL
2626,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
2627,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
2628,Forest,Forest,Forest,NULL,Non_Wetland,Forest
2629,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
2630,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
2631,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
2632,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
2633,Forest,Forest,Forest,Water,Non_Wetland,Grassland
2634,Forest,Forest,Forest,Water,Non_Wetland,Wetland
2635,Forest,Forest,Forest,Water,Non_Wetland,Water
