Value,AFRICA_2024_DynamicWorld_2024_36PWV_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PWV_M_R,AFRICA_2024_GLC_FCS30D_2022_36PWV_M_R,AFRICA_2024_GSW_Yearly_2021_36PWV_M_R,AFRICA_2024_GWL_FCS30D_2022_36PWV_M_R,AFRICA_2024_WorldCover_2021_36PWV_M_R
2548,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
2549,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
2550,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
2551,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
2552,Forest,NULL,Water,Non_Water,Water,Grassland
2553,Forest,NULL,Water,Non_Water,Water,Wetland
2554,Forest,NULL,Water,Non_Water,Water,Forest
2555,Forest,NULL,Water,Water,Water,Water
2556,Forest,NULL,Forest,NULL,Non_Wetland,NULL
2557,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
2558,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
2559,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
2560,Forest,NULL,Forest,NULL,Non_Wetland,Forest
2561,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
2562,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
2563,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland
2564,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
2565,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
2566,Forest,NULL,Forest,Water,Non_Wetland,Grassland
2567,Forest,NULL,Forest,Water,Non_Wetland,Cropland
2568,Forest,NULL,Forest,Water,Non_Wetland,Forest
2569,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
2570,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
2571,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
2572,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
2573,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
2574,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland
2575,Forest,Cropland,NULL,Non_Water,Non_Wetland,Cropland
2576,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland
2577,Forest,Cropland,NULL,Non_Water,Non_Wetland,Forest
2578,Forest,Cropland,NULL,Water,Non_Wetland,NULL
2579,Forest,Cropland,NULL,Water,Non_Wetland,Grassland
2580,Forest,Cropland,NULL,Water,Non_Wetland,Cropland
2581,Forest,Cropland,NULL,Water,Non_Wetland,Wetland
2582,Forest,Cropland,NULL,Water,Non_Wetland,Forest
2583,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
2584,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
2585,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
2586,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
2587,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
2588,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
2589,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
2590,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
2591,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
2592,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
2593,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland
2594,Forest,Cropland,Shrubland,Water,Non_Wetland,Cropland
2595,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland
2596,Forest,Cropland,Shrubland,Water,Non_Wetland,Water
2597,Forest,Cropland,Shrubland,Water,Non_Wetland,Forest
2598,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
2599,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
2600,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
2601,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland
2602,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
2603,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
2604,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL
2605,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
2606,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
2607,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
2608,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Forest
2609,Forest,Cropland,Grassland,Water,Non_Wetland,Grassland
2610,Forest,Cropland,Grassland,Water,Non_Wetland,Cropland
2611,Forest,Cropland,Grassland,Water,Non_Wetland,Wetland
2612,Forest,Cropland,Grassland,Water,Non_Wetland,Forest
2613,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
2614,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
2615,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
2616,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
2617,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
2618,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
2619,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
2620,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL
2621,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
2622,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
2623,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
2624,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
2625,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Water
2626,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest
2627,Forest,Cropland,Cropland,Water,Non_Wetland,NULL
2628,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland
2629,Forest,Cropland,Cropland,Water,Non_Wetland,Cropland
2630,Forest,Cropland,Cropland,Water,Non_Wetland,Wetland
2631,Forest,Cropland,Cropland,Water,Non_Wetland,Bareland
2632,Forest,Cropland,Cropland,Water,Non_Wetland,Water
2633,Forest,Cropland,Cropland,Water,Non_Wetland,Forest
2634,Forest,Cropland,Wetland,NULL,Wetland,NULL
2635,Forest,Cropland,Wetland,NULL,Wetland,Grassland
2636,Forest,Cropland,Wetland,NULL,Wetland,Cropland
2637,Forest,Cropland,Wetland,NULL,Wetland,Wetland
2638,Forest,Cropland,Wetland,NULL,Wetland,Forest
2639,Forest,Cropland,Wetland,Non_Water,Wetland,NULL
2640,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland
2641,Forest,Cropland,Wetland,Non_Water,Wetland,Cropland
2642,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland
2643,Forest,Cropland,Wetland,Non_Water,Wetland,Water
2644,Forest,Cropland,Wetland,Non_Water,Wetland,Forest
2645,Forest,Cropland,Wetland,Water,Wetland,Grassland
2646,Forest,Cropland,Wetland,Water,Wetland,Cropland
2647,Forest,Cropland,Wetland,Water,Wetland,Wetland
2648,Forest,Cropland,Wetland,Water,Wetland,Water
2649,Forest,Cropland,Wetland,Water,Wetland,Forest
2650,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
2651,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
2652,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
2653,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
2654,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
2655,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
2656,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Forest
2657,Forest,Cropland,Bareland,Water,Non_Wetland,Cropland
2658,Forest,Cropland,Bareland,Water,Non_Wetland,Water
2659,Forest,Cropland,Bareland,Water,Non_Wetland,Forest
2660,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
2661,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
2662,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
2663,Forest,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
2664,Forest,Cropland,Water,NULL,Water,Forest
2665,Forest,Cropland,Water,Non_Water,Water,Forest
2666,Forest,Cropland,Water,Water,Water,Wetland
2667,Forest,Cropland,Water,Water,Water,Water
2668,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
2669,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
2670,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
2671,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
2672,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
2673,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL
2674,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland
2675,Forest,Cropland,Forest,Non_Water,Non_Wetland,Cropland
2676,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland
2677,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
2678,Forest,Cropland,Forest,Water,Non_Wetland,Grassland
2679,Forest,Cropland,Forest,Water,Non_Wetland,Cropland
2680,Forest,Cropland,Forest,Water,Non_Wetland,Wetland
2681,Forest,Cropland,Forest,Water,Non_Wetland,Forest
2682,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
2683,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest
2684,Forest,Wetland,NULL,Water,Non_Wetland,Cropland
2685,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
2686,Forest,Wetland,Shrubland,NULL,Non_Wetland,Cropland
2687,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
2688,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
2689,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
2690,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
2691,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
2692,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
2693,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
2694,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
2695,Forest,Wetland,Shrubland,Water,Non_Wetland,Cropland
2696,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest
2697,Forest,Wetland,Grassland,NULL,Non_Wetland,Cropland
2698,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest
2699,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
2700,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Forest
2701,Forest,Wetland,Grassland,Water,Non_Wetland,Cropland
2702,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
2703,Forest,Wetland,Cropland,NULL,Non_Wetland,Cropland
2704,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland
2705,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest
2706,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
2707,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
2708,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
2709,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest
2710,Forest,Wetland,Cropland,Water,Non_Wetland,NULL
2711,Forest,Wetland,Cropland,Water,Non_Wetland,Grassland
2712,Forest,Wetland,Cropland,Water,Non_Wetland,Cropland
2713,Forest,Wetland,Cropland,Water,Non_Wetland,Forest
2714,Forest,Wetland,Wetland,NULL,Wetland,Forest
2715,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland
2716,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
2717,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
2718,Forest,Wetland,Wetland,Water,Wetland,Grassland
2719,Forest,Wetland,Wetland,Water,Wetland,Forest
2720,Forest,Wetland,Water,Non_Water,Water,Grassland
2721,Forest,Wetland,Water,Non_Water,Water,Forest
2722,Forest,Wetland,Water,Water,Water,Forest
2723,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
2724,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
2725,Forest,Wetland,Forest,NULL,Non_Wetland,Cropland
2726,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
2727,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
2728,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
2729,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
2730,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
2731,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
2732,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
2733,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
2734,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
2735,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
2736,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland
2737,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
2738,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
2739,Forest,Built-up,Grassland,Water,Non_Wetland,Forest
2740,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
2741,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
2742,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
2743,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
2744,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
2745,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
2746,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Built-up
2747,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Forest
2748,Forest,Built-up,Cropland,Water,Non_Wetland,Forest
2749,Forest,Built-up,Wetland,NULL,Wetland,NULL
2750,Forest,Built-up,Wetland,NULL,Wetland,Grassland
2751,Forest,Built-up,Wetland,NULL,Wetland,Forest
2752,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
2753,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
2754,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
2755,Forest,Water,Shrubland,NULL,Non_Wetland,Water
2756,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
2757,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
2758,Forest,Water,Shrubland,Water,Non_Wetland,Forest
2759,Forest,Water,Grassland,NULL,Non_Wetland,Forest
2760,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest
2761,Forest,Water,Grassland,Water,Non_Wetland,Cropland
2762,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
2763,Forest,Water,Cropland,NULL,Non_Wetland,Cropland
2764,Forest,Water,Cropland,NULL,Non_Wetland,Forest
2765,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
2766,Forest,Water,Cropland,Water,Non_Wetland,Forest
2767,Forest,Water,Wetland,NULL,Wetland,Water
2768,Forest,Water,Wetland,NULL,Wetland,Forest
2769,Forest,Water,Wetland,Non_Water,Wetland,Cropland
2770,Forest,Water,Wetland,Non_Water,Wetland,Forest
2771,Forest,Water,Wetland,Water,Wetland,Forest
2772,Forest,Water,Bareland,Non_Water,Non_Wetland,Water
2773,Forest,Water,Forest,NULL,Non_Wetland,Forest
2774,Forest,Water,Forest,Non_Water,Non_Wetland,Cropland
2775,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
2776,Forest,Forest,NULL,NULL,Non_Wetland,NULL
2777,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
2778,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
2779,Forest,Forest,NULL,NULL,Non_Wetland,Forest
2780,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL
2781,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
2782,Forest,Forest,NULL,Non_Water,Non_Wetland,Cropland
2783,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
2784,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
2785,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
2786,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
2787,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
2788,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
2789,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
2790,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
2791,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
2792,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
2793,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
2794,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
2795,Forest,Forest,Shrubland,Water,Non_Wetland,Cropland
2796,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
2797,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
2798,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
2799,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
2800,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
2801,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
2802,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland
2803,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
2804,Forest,Forest,Grassland,Water,Non_Wetland,Grassland
2805,Forest,Forest,Grassland,Water,Non_Wetland,Forest
2806,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
2807,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
2808,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
2809,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
2810,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
2811,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL
2812,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
2813,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland
2814,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland
2815,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water
2816,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
2817,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
2818,Forest,Forest,Cropland,Water,Non_Wetland,Cropland
2819,Forest,Forest,Cropland,Water,Non_Wetland,Wetland
2820,Forest,Forest,Cropland,Water,Non_Wetland,Forest
2821,Forest,Forest,Wetland,NULL,Wetland,NULL
2822,Forest,Forest,Wetland,NULL,Wetland,Grassland
2823,Forest,Forest,Wetland,NULL,Wetland,Cropland
2824,Forest,Forest,Wetland,NULL,Wetland,Wetland
2825,Forest,Forest,Wetland,NULL,Wetland,Forest
2826,Forest,Forest,Wetland,Non_Water,Wetland,NULL
2827,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
2828,Forest,Forest,Wetland,Non_Water,Wetland,Cropland
2829,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
2830,Forest,Forest,Wetland,Non_Water,Wetland,Forest
2831,Forest,Forest,Wetland,Water,Wetland,Grassland
2832,Forest,Forest,Wetland,Water,Wetland,Cropland
2833,Forest,Forest,Wetland,Water,Wetland,Forest
2834,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
2835,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
2836,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
2837,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
2838,Forest,Forest,Water,NULL,Water,Forest
2839,Forest,Forest,Water,Non_Water,Water,Forest
2840,Forest,Forest,Forest,NULL,Non_Wetland,NULL
2841,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
2842,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
2843,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
2844,Forest,Forest,Forest,NULL,Non_Wetland,Forest
2845,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
2846,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
2847,Forest,Forest,Forest,Non_Water,Non_Wetland,Cropland
2848,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
2849,Forest,Forest,Forest,Water,Non_Wetland,Grassland
2850,Forest,Forest,Forest,Water,Non_Wetland,Cropland
2851,Forest,Forest,Forest,Water,Non_Wetland,Wetland
2852,Forest,Forest,Forest,Water,Non_Wetland,Forest
