Value,SIBERIA_2024_ESA_CALU_2024_42WXD_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_42WXD_M_R,SIBERIA_2024_GLC_FCS30D_2022_42WXD_M_R,SIBERIA_2024_GSW_Yearly_2021_42WXD_M_R,SIBERIA_2024_GWL_FCS30D_2022_42WXD_M_R,SIBERIA_2024_WorldCover_2021_42WXD_M_R
2354,Forest,Water,Bareland,NULL,Non_Wetland,Water
2355,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland
2356,Forest,Water,Bareland,Non_Water,Non_Wetland,Water
2357,Forest,Water,Bareland,Water,Non_Wetland,Wetland
2358,Forest,Water,Bareland,Water,Non_Wetland,Water
2359,Forest,Water,Built-up,NULL,Non_Wetland,Water
2360,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland
2361,Forest,Water,Water,NULL,Water,Wetland
2362,Forest,Water,Water,NULL,Water,Water
2363,Forest,Water,Water,Non_Water,Water,Water
2364,Forest,Water,Water,Water,Water,Grassland
2365,Forest,Water,Water,Water,Water,Wetland
2366,Forest,Water,Water,Water,Water,Water
2367,Forest,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
2368,Forest,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
2369,Forest,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
2370,Forest,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
2371,Forest,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2372,Forest,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
2373,Forest,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
2374,Forest,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
2375,Forest,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
2376,Forest,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
2377,Forest,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
2378,Forest,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
2379,Forest,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
2380,Forest,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
2381,Forest,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
2382,Forest,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
2383,Forest,Permanent_ice_and_snow,Water,NULL,Water,Water
2384,Forest,Permanent_ice_and_snow,Water,Water,Water,Grassland
2385,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
2386,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
2387,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
2388,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
2389,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
2390,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
2391,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
2392,Forest,Forest,Wetland,NULL,Wetland,Wetland
2393,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
2394,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
2395,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
2396,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
2397,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
2398,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
2399,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland
