Value,SIBERIA_2024_ESA_CALU_2024_42WXC_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_42WXC_M_R,SIBERIA_2024_GLC_FCS30D_2022_42WXC_M_R,SIBERIA_2024_GSW_Yearly_2021_42WXC_M_R,SIBERIA_2024_GWL_FCS30D_2022_42WXC_M_R,SIBERIA_2024_WorldCover_2021_42WXC_M_R
2372,Forest,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
2373,Forest,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
2374,Forest,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
2375,Forest,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
2376,Forest,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
2377,Forest,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
2378,Forest,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
2379,Forest,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
2380,Forest,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
2381,Forest,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
2382,Forest,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
2383,Forest,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
2384,Forest,Permanent_ice_and_snow,Water,NULL,Water,Grassland
2385,Forest,Permanent_ice_and_snow,Water,NULL,Water,Wetland
2386,Forest,Permanent_ice_and_snow,Water,NULL,Water,Water
2387,Forest,Permanent_ice_and_snow,Water,NULL,Water,Forest
2388,Forest,Permanent_ice_and_snow,Water,Water,Water,Grassland
2389,Forest,Permanent_ice_and_snow,Water,Water,Water,Wetland
2390,Forest,Permanent_ice_and_snow,Water,Water,Water,Forest
2391,Forest,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
2392,Forest,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
2393,Forest,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
2394,Forest,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
2395,Forest,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
2396,Forest,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
2397,Forest,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
2398,Forest,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
2399,Forest,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
2400,Forest,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
2401,Forest,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
2402,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
2403,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
2404,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
2405,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
2406,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
2407,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
2408,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
2409,Forest,Forest,Forest,NULL,Non_Wetland,Forest
