Value,SIBERIA_2024_ESA_CALU_2024_44WNE_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_44WNE_M_R,SIBERIA_2024_GLC_FCS30D_2022_44WNE_M_R,SIBERIA_2024_GSW_Yearly_2021_44WNE_M_R,SIBERIA_2024_GWL_FCS30D_2022_44WNE_M_R,SIBERIA_2024_WorldCover_2021_44WNE_M_R
2339,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
2340,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
2341,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
2342,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
2343,Forest,Wetland,Shrubland,Water,Non_Wetland,Water
2344,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest
2345,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
2346,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland
2347,Forest,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
2348,Forest,Wetland,Grassland,NULL,Non_Wetland,Water
2349,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest
2350,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
2351,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
2352,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland
2353,Forest,Wetland,Wetland,NULL,NULL,Grassland
2354,Forest,Wetland,Wetland,NULL,Wetland,Grassland
2355,Forest,Wetland,Wetland,NULL,Wetland,Wetland
2356,Forest,Wetland,Wetland,NULL,Wetland,Water
2357,Forest,Wetland,Wetland,NULL,Wetland,Forest
2358,Forest,Wetland,Wetland,Non_Water,NULL,Grassland
2359,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
2360,Forest,Wetland,Wetland,Non_Water,Wetland,Water
2361,Forest,Wetland,Wetland,Water,Wetland,Wetland
2362,Forest,Wetland,Wetland,Water,Wetland,Water
2363,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
2364,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2365,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland
2366,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland
2367,Forest,Wetland,Bareland,NULL,Non_Wetland,Water
2368,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest
2369,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
2370,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland
2371,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland
2372,Forest,Wetland,Water,NULL,Water,Grassland
2373,Forest,Wetland,Water,NULL,Water,Wetland
2374,Forest,Wetland,Water,NULL,Water,Water
2375,Forest,Wetland,Water,NULL,Water,Forest
2376,Forest,Wetland,Water,Non_Water,Water,Wetland
2377,Forest,Wetland,Water,Water,Water,Wetland
2378,Forest,Wetland,Water,Water,Water,Water
2379,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
2380,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
2381,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
2382,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
2383,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland
2384,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
2385,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
2386,Forest,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
2387,Forest,Water,Shrubland,NULL,Non_Wetland,Water
2388,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
2389,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water
2390,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
2391,Forest,Water,Shrubland,Water,Non_Wetland,Wetland
2392,Forest,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
2393,Forest,Water,Shrubland,Water,Non_Wetland,Water
2394,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
2395,Forest,Water,Grassland,NULL,Non_Wetland,Wetland
2396,Forest,Water,Grassland,NULL,Non_Wetland,Water
2397,Forest,Water,Grassland,Water,Non_Wetland,Wetland
2398,Forest,Water,Wetland,NULL,Wetland,Grassland
2399,Forest,Water,Wetland,NULL,Wetland,Wetland
2400,Forest,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
2401,Forest,Water,Wetland,NULL,Wetland,Bareland
2402,Forest,Water,Wetland,NULL,Wetland,Water
2403,Forest,Water,Wetland,Non_Water,Wetland,Wetland
2404,Forest,Water,Wetland,Non_Water,Wetland,Water
2405,Forest,Water,Wetland,Non_Water,Wetland,Forest
2406,Forest,Water,Wetland,Water,Wetland,Wetland
2407,Forest,Water,Wetland,Water,Wetland,Water
2408,Forest,Water,Wetland,Water,Wetland,Forest
2409,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
2410,Forest,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
2411,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
2412,Forest,Water,Bareland,NULL,Non_Wetland,Wetland
2413,Forest,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
2414,Forest,Water,Water,NULL,Water,Wetland
2415,Forest,Water,Water,NULL,Water,Lichens_and_Mosses
2416,Forest,Water,Water,NULL,Water,Water
2417,Forest,Water,Water,Non_Water,Water,Wetland
2418,Forest,Water,Water,Non_Water,Water,Water
2419,Forest,Water,Water,Water,Water,Grassland
2420,Forest,Water,Water,Water,Water,Wetland
2421,Forest,Water,Water,Water,Water,Water
2422,Forest,Water,Water,Water,Water,Forest
2423,Forest,Water,Forest,NULL,Non_Wetland,Wetland
2424,Forest,Water,Forest,NULL,Non_Wetland,Water
2425,Forest,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
2426,Forest,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
2427,Forest,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
2428,Forest,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
2429,Forest,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
2430,Forest,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
2431,Forest,Permanent_ice_and_snow,Wetland,NULL,NULL,Water
2432,Forest,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
2433,Forest,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
2434,Forest,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
2435,Forest,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
2436,Forest,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
2437,Forest,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
2438,Forest,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
2439,Forest,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
2440,Forest,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
2441,Forest,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
2442,Forest,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
2443,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
2444,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
2445,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
2446,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
2447,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
2448,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
2449,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
2450,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
2451,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
2452,Forest,Forest,Wetland,NULL,Wetland,Wetland
2453,Forest,Forest,Wetland,NULL,Wetland,Water
2454,Forest,Forest,Wetland,NULL,Wetland,Forest
2455,Forest,Forest,Wetland,Water,Wetland,Wetland
2456,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
2457,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
2458,Forest,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
2459,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
2460,Forest,Forest,Water,Water,Water,Wetland
2461,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
2462,Forest,Forest,Forest,NULL,Non_Wetland,Forest
