Value,SIBERIA_2024_ESA_CALU_2024_41WPT_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_41WPT_M_R,SIBERIA_2024_GLC_FCS30D_2022_41WPT_M_R,SIBERIA_2024_GSW_Yearly_2021_41WPT_M_R,SIBERIA_2024_GWL_FCS30D_2022_41WPT_M_R,SIBERIA_2024_WorldCover_2021_41WPT_M_R
2340,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
2341,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
2342,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
2343,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
2344,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
2345,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
2346,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
2347,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
2348,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
2349,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
2350,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
2351,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
2352,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
2353,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
2354,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
2355,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
2356,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
2357,Bareland,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
2358,Bareland,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Water
2359,Bareland,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
2360,Bareland,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
2361,Bareland,Permanent_ice_and_snow,Water,NULL,NULL,Grassland
2362,Bareland,Permanent_ice_and_snow,Water,NULL,NULL,Wetland
2363,Bareland,Permanent_ice_and_snow,Water,NULL,NULL,Bareland
2364,Bareland,Permanent_ice_and_snow,Water,NULL,NULL,Water
2365,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Grassland
2366,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Wetland
2367,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
2368,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Bareland
2369,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Water
2370,Bareland,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
2371,Bareland,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
2372,Bareland,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
2373,Bareland,Permanent_ice_and_snow,Water,Non_Water,Water,Bareland
2374,Bareland,Permanent_ice_and_snow,Water,Non_Water,Water,Water
2375,Bareland,Permanent_ice_and_snow,Water,Water,NULL,Wetland
2376,Bareland,Permanent_ice_and_snow,Water,Water,NULL,Lichens_and_Mosses
2377,Bareland,Permanent_ice_and_snow,Water,Water,NULL,Bareland
2378,Bareland,Permanent_ice_and_snow,Water,Water,NULL,Water
2379,Bareland,Permanent_ice_and_snow,Water,Water,Water,Grassland
2380,Bareland,Permanent_ice_and_snow,Water,Water,Water,Wetland
2381,Bareland,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
2382,Bareland,Permanent_ice_and_snow,Water,Water,Water,Bareland
2383,Bareland,Permanent_ice_and_snow,Water,Water,Water,Water
2384,Bareland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
2385,Bareland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
2386,Bareland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
2387,Bareland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
2388,Bareland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
2389,Bareland,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
2390,Bareland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
2391,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland
2392,Bareland,Forest,Wetland,NULL,Wetland,Wetland
2393,Bareland,Forest,Wetland,NULL,Wetland,Water
2394,Bareland,Forest,Wetland,Water,Wetland,Wetland
2395,Bareland,Forest,Wetland,Water,Wetland,Water
2396,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
2397,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
2398,Bareland,Forest,Bareland,NULL,Non_Wetland,Wetland
2399,Bareland,Forest,Water,Water,Water,Water
2400,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland
2401,Water,NULL,Shrubland,Water,Non_Wetland,Water
2402,Water,NULL,Wetland,Water,Wetland,Water
2403,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
2404,Water,NULL,Water,NULL,Water,Water
2405,Water,NULL,Water,Water,Water,Water
2406,Water,Wetland,NULL,NULL,Non_Wetland,Water
2407,Water,Wetland,NULL,Non_Water,Non_Wetland,Water
2408,Water,Wetland,NULL,Water,Non_Wetland,Wetland
2409,Water,Wetland,NULL,Water,Non_Wetland,Water
2410,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
2411,Water,Wetland,Shrubland,NULL,Non_Wetland,Water
2412,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
2413,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water
2414,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
2415,Water,Wetland,Shrubland,Water,Non_Wetland,Water
2416,Water,Wetland,Wetland,NULL,Wetland,Grassland
2417,Water,Wetland,Wetland,NULL,Wetland,Wetland
2418,Water,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
2419,Water,Wetland,Wetland,NULL,Wetland,Water
2420,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
2421,Water,Wetland,Wetland,Non_Water,Wetland,Water
2422,Water,Wetland,Wetland,Water,NULL,Water
2423,Water,Wetland,Wetland,Water,Wetland,Grassland
2424,Water,Wetland,Wetland,Water,Wetland,Wetland
2425,Water,Wetland,Wetland,Water,Wetland,Bareland
2426,Water,Wetland,Wetland,Water,Wetland,Water
2427,Water,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2428,Water,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
2429,Water,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
2430,Water,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
2431,Water,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
2432,Water,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
2433,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland
2434,Water,Wetland,Bareland,NULL,Non_Wetland,Water
2435,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water
2436,Water,Wetland,Bareland,Water,Non_Wetland,Grassland
2437,Water,Wetland,Bareland,Water,Non_Wetland,Wetland
2438,Water,Wetland,Bareland,Water,Non_Wetland,Bareland
2439,Water,Wetland,Bareland,Water,Non_Wetland,Water
2440,Water,Wetland,Built-up,Water,Non_Wetland,Water
2441,Water,Wetland,Water,NULL,NULL,Water
2442,Water,Wetland,Water,NULL,Water,Wetland
2443,Water,Wetland,Water,NULL,Water,Bareland
2444,Water,Wetland,Water,NULL,Water,Water
2445,Water,Wetland,Water,Non_Water,Water,Wetland
2446,Water,Wetland,Water,Non_Water,Water,Water
2447,Water,Wetland,Water,Water,NULL,Water
2448,Water,Wetland,Water,Water,Water,Grassland
2449,Water,Wetland,Water,Water,Water,Wetland
2450,Water,Wetland,Water,Water,Water,Bareland
2451,Water,Wetland,Water,Water,Water,Water
2452,Water,Wetland,Water,Water,Water,Permanent_ice_and_snow
2453,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
2454,Water,Wetland,Forest,NULL,Non_Wetland,Water
2455,Water,Wetland,Forest,Non_Water,Non_Wetland,Water
2456,Water,Wetland,Forest,Water,Non_Wetland,Wetland
2457,Water,Wetland,Forest,Water,Non_Wetland,Water
2458,Water,Bareland,Shrubland,Water,Non_Wetland,Water
2459,Water,Bareland,Wetland,Water,Wetland,Water
2460,Water,Bareland,Bareland,Water,Non_Wetland,Water
2461,Water,Bareland,Water,Water,Water,Water
2462,Water,Water,NULL,NULL,Non_Wetland,Water
2463,Water,Water,NULL,Non_Water,Non_Wetland,Water
2464,Water,Water,NULL,Water,Non_Wetland,Wetland
2465,Water,Water,NULL,Water,Non_Wetland,Water
2466,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
2467,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
2468,Water,Water,Shrubland,NULL,Non_Wetland,Water
2469,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
2470,Water,Water,Shrubland,Water,Non_Wetland,Wetland
2471,Water,Water,Shrubland,Water,Non_Wetland,Water
2472,Water,Water,Grassland,NULL,Non_Wetland,Water
2473,Water,Water,Wetland,NULL,NULL,Wetland
2474,Water,Water,Wetland,NULL,NULL,Water
2475,Water,Water,Wetland,NULL,Wetland,Grassland
2476,Water,Water,Wetland,NULL,Wetland,Wetland
2477,Water,Water,Wetland,NULL,Wetland,Bareland
2478,Water,Water,Wetland,NULL,Wetland,Water
2479,Water,Water,Wetland,Non_Water,Wetland,Wetland
2480,Water,Water,Wetland,Non_Water,Wetland,Water
2481,Water,Water,Wetland,Water,NULL,Bareland
2482,Water,Water,Wetland,Water,NULL,Water
2483,Water,Water,Wetland,Water,Wetland,Wetland
2484,Water,Water,Wetland,Water,Wetland,Bareland
2485,Water,Water,Wetland,Water,Wetland,Water
2486,Water,Water,Wetland,Water,Wetland,Permanent_ice_and_snow
2487,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
2488,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
2489,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
2490,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
2491,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
2492,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
2493,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
2494,Water,Water,Bareland,NULL,Non_Wetland,Grassland
2495,Water,Water,Bareland,NULL,Non_Wetland,Wetland
2496,Water,Water,Bareland,NULL,Non_Wetland,Water
2497,Water,Water,Bareland,Non_Water,Non_Wetland,Water
2498,Water,Water,Bareland,Water,Non_Wetland,Grassland
2499,Water,Water,Bareland,Water,Non_Wetland,Wetland
2500,Water,Water,Bareland,Water,Non_Wetland,Water
2501,Water,Water,Built-up,Water,Non_Wetland,Water
2502,Water,Water,Water,NULL,NULL,Wetland
2503,Water,Water,Water,NULL,NULL,Water
2504,Water,Water,Water,NULL,Water,Grassland
2505,Water,Water,Water,NULL,Water,Wetland
2506,Water,Water,Water,NULL,Water,Bareland
2507,Water,Water,Water,NULL,Water,Water
2508,Water,Water,Water,Non_Water,Water,Wetland
2509,Water,Water,Water,Non_Water,Water,Water
2510,Water,Water,Water,Water,NULL,Wetland
2511,Water,Water,Water,Water,NULL,Bareland
2512,Water,Water,Water,Water,NULL,Water
2513,Water,Water,Water,Water,Water,Grassland
2514,Water,Water,Water,Water,Water,Wetland
2515,Water,Water,Water,Water,Water,Lichens_and_Mosses
2516,Water,Water,Water,Water,Water,Bareland
2517,Water,Water,Water,Water,Water,Water
2518,Water,Water,Forest,NULL,Non_Wetland,Wetland
2519,Water,Water,Forest,NULL,Non_Wetland,Water
2520,Water,Water,Forest,Non_Water,Non_Wetland,Water
2521,Water,Water,Forest,Water,Non_Wetland,Water
2522,Water,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
2523,Water,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
2524,Water,Permanent_ice_and_snow,Water,NULL,Water,Water
2525,Water,Permanent_ice_and_snow,Water,Non_Water,Water,Water
2526,Water,Permanent_ice_and_snow,Water,Water,Water,Wetland
2527,Water,Permanent_ice_and_snow,Water,Water,Water,Water
2528,Permanent_ice_and_snow,Wetland,Water,Water,Water,Water
2529,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Bareland
2530,Permanent_ice_and_snow,Water,Wetland,Water,NULL,Water
2531,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water
2532,Permanent_ice_and_snow,Water,Water,Water,Water,Grassland
2533,Permanent_ice_and_snow,Water,Water,Water,Water,Lichens_and_Mosses
2534,Permanent_ice_and_snow,Water,Water,Water,Water,Bareland
2535,Permanent_ice_and_snow,Water,Water,Water,Water,Water
2536,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
2537,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
2538,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
2539,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland
2540,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
2541,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
2542,Forest,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
2543,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
2544,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
2545,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
2546,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
2547,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
2548,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
2549,Forest,NULL,Shrubland,Water,Non_Wetland,Water
2550,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
2551,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
2552,Forest,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
2553,Forest,NULL,Grassland,NULL,Non_Wetland,Water
2554,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
2555,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
2556,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland
2557,Forest,NULL,Wetland,NULL,Wetland,Grassland
2558,Forest,NULL,Wetland,NULL,Wetland,Wetland
2559,Forest,NULL,Wetland,NULL,Wetland,Water
2560,Forest,NULL,Wetland,NULL,Wetland,Forest
2561,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
2562,Forest,NULL,Wetland,Water,Wetland,Grassland
2563,Forest,NULL,Wetland,Water,Wetland,Wetland
2564,Forest,NULL,Wetland,Water,Wetland,Water
2565,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2566,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
2567,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
2568,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
2569,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2570,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
2571,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
2572,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
2573,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
2574,Forest,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
2575,Forest,NULL,Bareland,NULL,Non_Wetland,Water
2576,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
2577,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
2578,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland
2579,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water
2580,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
2581,Forest,NULL,Bareland,Water,Non_Wetland,Wetland
2582,Forest,NULL,Bareland,Water,Non_Wetland,Water
2583,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
2584,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland
2585,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
2586,Forest,NULL,Water,NULL,Water,Grassland
2587,Forest,NULL,Water,NULL,Water,Water
2588,Forest,NULL,Water,Non_Water,Water,Wetland
2589,Forest,NULL,Water,Water,Water,Wetland
2590,Forest,NULL,Water,Water,Water,Water
2591,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
2592,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
2593,Forest,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
2594,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
2595,Forest,NULL,Forest,NULL,Non_Wetland,Water
2596,Forest,NULL,Forest,NULL,Non_Wetland,Forest
2597,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
2598,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
2599,Forest,NULL,Forest,Non_Water,Non_Wetland,Water
2600,Forest,NULL,Forest,Water,Non_Wetland,Wetland
2601,Forest,NULL,Forest,Water,Non_Wetland,Water
2602,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland
2603,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland
2604,Forest,Wetland,NULL,NULL,Non_Wetland,Water
2605,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland
2606,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland
2607,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water
2608,Forest,Wetland,NULL,Water,Non_Wetland,Wetland
2609,Forest,Wetland,NULL,Water,Non_Wetland,Water
2610,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
2611,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
2612,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland
2613,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water
2614,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
2615,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
2616,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
2617,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland
2618,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water
2619,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
2620,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
2621,Forest,Wetland,Shrubland,Water,Non_Wetland,Water
2622,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
2623,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland
2624,Forest,Wetland,Grassland,NULL,Non_Wetland,Water
2625,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest
2626,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
2627,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland
2628,Forest,Wetland,Wetland,NULL,Wetland,Grassland
2629,Forest,Wetland,Wetland,NULL,Wetland,Wetland
2630,Forest,Wetland,Wetland,NULL,Wetland,Bareland
2631,Forest,Wetland,Wetland,NULL,Wetland,Water
2632,Forest,Wetland,Wetland,NULL,Wetland,Forest
2633,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland
2634,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
2635,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland
2636,Forest,Wetland,Wetland,Non_Water,Wetland,Water
2637,Forest,Wetland,Wetland,Water,Wetland,Wetland
2638,Forest,Wetland,Wetland,Water,Wetland,Water
2639,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2640,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
2641,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
2642,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
2643,Forest,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
2644,Forest,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
2645,Forest,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
2646,Forest,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
2647,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland
2648,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland
2649,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland
2650,Forest,Wetland,Bareland,NULL,Non_Wetland,Water
2651,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest
2652,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
2653,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
2654,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water
2655,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland
2656,Forest,Wetland,Bareland,Water,Non_Wetland,Bareland
2657,Forest,Wetland,Bareland,Water,Non_Wetland,Water
2658,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland
2659,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
2660,Forest,Wetland,Water,NULL,Water,Grassland
2661,Forest,Wetland,Water,NULL,Water,Wetland
2662,Forest,Wetland,Water,NULL,Water,Water
2663,Forest,Wetland,Water,Non_Water,Water,Wetland
2664,Forest,Wetland,Water,Non_Water,Water,Water
2665,Forest,Wetland,Water,Water,Water,Grassland
2666,Forest,Wetland,Water,Water,Water,Wetland
2667,Forest,Wetland,Water,Water,Water,Water
2668,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
2669,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
2670,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland
2671,Forest,Wetland,Forest,NULL,Non_Wetland,Water
2672,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
2673,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland
2674,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
2675,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland
2676,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water
2677,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
2678,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
2679,Forest,Wetland,Forest,Water,Non_Wetland,Bareland
2680,Forest,Wetland,Forest,Water,Non_Wetland,Water
2681,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Wetland
2682,Forest,Water,NULL,NULL,Non_Wetland,Wetland
2683,Forest,Water,NULL,NULL,Non_Wetland,Water
2684,Forest,Water,NULL,Water,Non_Wetland,Water
2685,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
2686,Forest,Water,Shrubland,NULL,Non_Wetland,Water
2687,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water
2688,Forest,Water,Shrubland,Water,Non_Wetland,Wetland
2689,Forest,Water,Shrubland,Water,Non_Wetland,Water
2690,Forest,Water,Grassland,NULL,Non_Wetland,Wetland
2691,Forest,Water,Grassland,NULL,Non_Wetland,Water
2692,Forest,Water,Wetland,NULL,Wetland,Grassland
2693,Forest,Water,Wetland,NULL,Wetland,Wetland
2694,Forest,Water,Wetland,NULL,Wetland,Bareland
2695,Forest,Water,Wetland,NULL,Wetland,Water
2696,Forest,Water,Wetland,Non_Water,Wetland,Wetland
2697,Forest,Water,Wetland,Non_Water,Wetland,Water
2698,Forest,Water,Wetland,Water,Wetland,Grassland
2699,Forest,Water,Wetland,Water,Wetland,Wetland
2700,Forest,Water,Wetland,Water,Wetland,Water
2701,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
2702,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
2703,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
2704,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
2705,Forest,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
2706,Forest,Water,Bareland,NULL,Non_Wetland,Wetland
2707,Forest,Water,Bareland,NULL,Non_Wetland,Water
2708,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland
2709,Forest,Water,Bareland,Non_Water,Non_Wetland,Water
2710,Forest,Water,Bareland,Water,Non_Wetland,Water
2711,Forest,Water,Water,NULL,Water,Wetland
2712,Forest,Water,Water,NULL,Water,Water
2713,Forest,Water,Water,Non_Water,Water,Wetland
2714,Forest,Water,Water,Water,Water,Grassland
2715,Forest,Water,Water,Water,Water,Wetland
2716,Forest,Water,Water,Water,Water,Water
2717,Forest,Water,Forest,NULL,Non_Wetland,Grassland
2718,Forest,Water,Forest,NULL,Non_Wetland,Wetland
2719,Forest,Water,Forest,NULL,Non_Wetland,Water
2720,Forest,Water,Forest,NULL,Non_Wetland,Forest
2721,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland
2722,Forest,Water,Forest,Non_Water,Non_Wetland,Water
2723,Forest,Water,Forest,Water,Non_Wetland,Wetland
2724,Forest,Water,Forest,Water,Non_Wetland,Water
2725,Forest,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
2726,Forest,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
2727,Forest,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
2728,Forest,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
2729,Forest,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
2730,Forest,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
2731,Forest,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
2732,Forest,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
2733,Forest,Permanent_ice_and_snow,Wetland,NULL,NULL,Water
2734,Forest,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
2735,Forest,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
2736,Forest,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
2737,Forest,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
2738,Forest,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2739,Forest,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2740,Forest,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
2741,Forest,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
2742,Forest,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
2743,Forest,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
2744,Forest,Permanent_ice_and_snow,Water,NULL,Water,Grassland
2745,Forest,Permanent_ice_and_snow,Water,NULL,Water,Wetland
2746,Forest,Permanent_ice_and_snow,Water,NULL,Water,Water
2747,Forest,Permanent_ice_and_snow,Water,Water,Water,Wetland
2748,Forest,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
2749,Forest,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
2750,Forest,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
2751,Forest,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
2752,Forest,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
2753,Forest,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
2754,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
