Value,SIBERIA_2024_ESA_CALU_2024_43WEN_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_43WEN_M_R,SIBERIA_2024_GLC_FCS30D_2022_43WEN_M_R,SIBERIA_2024_GSW_Yearly_2021_43WEN_M_R,SIBERIA_2024_GWL_FCS30D_2022_43WEN_M_R,SIBERIA_2024_WorldCover_2021_43WEN_M_R
2398,Water,Wetland,Water,Non_Water,Water,Wetland
2399,Water,Wetland,Water,Non_Water,Water,Water
2400,Water,Wetland,Water,Water,Water,Wetland
2401,Water,Wetland,Water,Water,Water,Lichens_and_Mosses
2402,Water,Wetland,Water,Water,Water,Water
2403,Water,Wetland,Forest,NULL,Non_Wetland,Water
2404,Water,Wetland,Forest,Non_Water,Non_Wetland,Water
2405,Water,Wetland,Forest,Water,Non_Wetland,Wetland
2406,Water,Wetland,Forest,Water,Non_Wetland,Water
2407,Water,Bareland,Wetland,Water,Wetland,Water
2408,Water,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
2409,Water,Bareland,Water,Water,Water,Water
2410,Water,Water,Wetland,NULL,Wetland,Wetland
2411,Water,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
2412,Water,Water,Wetland,NULL,Wetland,Water
2413,Water,Water,Wetland,Non_Water,Wetland,Wetland
2414,Water,Water,Wetland,Non_Water,Wetland,Water
2415,Water,Water,Wetland,Water,Wetland,Grassland
2416,Water,Water,Wetland,Water,Wetland,Lichens_and_Mosses
2417,Water,Water,Wetland,Water,Wetland,Water
2418,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
2419,Water,Water,Bareland,NULL,Non_Wetland,Wetland
2420,Water,Water,Bareland,NULL,Non_Wetland,Water
2421,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
2422,Water,Water,Bareland,Non_Water,Non_Wetland,Water
2423,Water,Water,Bareland,Water,Non_Wetland,Water
2424,Water,Water,Water,NULL,Water,Grassland
2425,Water,Water,Water,NULL,Water,Wetland
2426,Water,Water,Water,NULL,Water,Water
2427,Water,Water,Water,Non_Water,Water,Wetland
2428,Water,Water,Water,Non_Water,Water,Water
2429,Water,Water,Water,Water,Water,Grassland
2430,Water,Water,Water,Water,Water,Wetland
2431,Water,Water,Water,Water,Water,Lichens_and_Mosses
2432,Water,Water,Water,Water,Water,Bareland
2433,Water,Water,Water,Water,Water,Water
2434,Water,Water,Water,Water,Water,Forest
2435,Water,Water,Forest,NULL,Non_Wetland,Water
2436,Water,Water,Forest,Non_Water,Non_Wetland,Water
2437,Water,Water,Forest,Water,Non_Wetland,Water
2438,Water,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
2439,Water,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
2440,Water,Permanent_ice_and_snow,Water,Water,Water,Water
2441,Water,Forest,Water,Water,Water,Water
2442,Permanent_ice_and_snow,Wetland,Water,Water,Water,Water
2443,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water
2444,Permanent_ice_and_snow,Water,Water,Water,Water,Water
2445,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Water
2446,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
2447,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
2448,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
2449,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
2450,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
2451,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
2452,Forest,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
2453,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
2454,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland
2455,Forest,NULL,Wetland,NULL,Wetland,Grassland
2456,Forest,NULL,Wetland,NULL,Wetland,Wetland
2457,Forest,NULL,Wetland,NULL,Wetland,Forest
2458,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
2459,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
2460,Forest,NULL,Wetland,Water,Wetland,Wetland
2461,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
2462,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2463,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
2464,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
2465,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
2466,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland
2467,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
2468,Forest,NULL,Water,NULL,Water,Wetland
2469,Forest,NULL,Water,Non_Water,Water,Wetland
2470,Forest,NULL,Water,Non_Water,Water,Forest
2471,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
2472,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
2473,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
2474,Forest,NULL,Forest,NULL,Non_Wetland,Water
2475,Forest,NULL,Forest,NULL,Non_Wetland,Forest
2476,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
2477,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
2478,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
2479,Forest,NULL,Forest,Water,Non_Wetland,Wetland
2480,Forest,NULL,Forest,Water,Non_Wetland,Forest
2481,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland
2482,Forest,Wetland,NULL,NULL,Non_Wetland,Water
2483,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
2484,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest
2485,Forest,Wetland,NULL,Water,Non_Wetland,Wetland
2486,Forest,Wetland,NULL,Water,Non_Wetland,Water
2487,Forest,Wetland,NULL,Water,Non_Wetland,Forest
2488,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
2489,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
2490,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water
2491,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
2492,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
2493,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
2494,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
2495,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest
2496,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
2497,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland
2498,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest
2499,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
2500,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water
2501,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland
2502,Forest,Wetland,Wetland,NULL,Wetland,Grassland
2503,Forest,Wetland,Wetland,NULL,Wetland,Wetland
2504,Forest,Wetland,Wetland,NULL,Wetland,Water
2505,Forest,Wetland,Wetland,NULL,Wetland,Forest
2506,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland
2507,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
2508,Forest,Wetland,Wetland,Non_Water,Wetland,Water
2509,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
2510,Forest,Wetland,Wetland,Water,Wetland,Wetland
2511,Forest,Wetland,Wetland,Water,Wetland,Water
2512,Forest,Wetland,Wetland,Water,Wetland,Forest
2513,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
2514,Forest,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
2515,Forest,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
2516,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland
2517,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland
2518,Forest,Wetland,Bareland,NULL,Non_Wetland,Water
2519,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest
2520,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
2521,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
2522,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland
2523,Forest,Wetland,Water,NULL,Water,Grassland
2524,Forest,Wetland,Water,NULL,Water,Wetland
2525,Forest,Wetland,Water,NULL,Water,Forest
2526,Forest,Wetland,Water,Non_Water,Water,Wetland
2527,Forest,Wetland,Water,Water,Water,Grassland
2528,Forest,Wetland,Water,Water,Water,Wetland
2529,Forest,Wetland,Water,Water,Water,Water
2530,Forest,Wetland,Water,Water,Water,Forest
2531,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
2532,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
2533,Forest,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
2534,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland
2535,Forest,Wetland,Forest,NULL,Non_Wetland,Water
2536,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
2537,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland
2538,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
2539,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
2540,Forest,Wetland,Forest,Water,Non_Wetland,Grassland
2541,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
2542,Forest,Wetland,Forest,Water,Non_Wetland,Water
2543,Forest,Wetland,Forest,Water,Non_Wetland,Forest
2544,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland
2545,Forest,Bareland,Shrubland,NULL,Non_Wetland,Forest
2546,Forest,Bareland,Grassland,NULL,Non_Wetland,Grassland
2547,Forest,Bareland,Wetland,NULL,Wetland,Bareland
2548,Forest,Bareland,Bareland,NULL,Non_Wetland,Grassland
2549,Forest,Bareland,Bareland,NULL,Non_Wetland,Bareland
2550,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland
2551,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland
2552,Forest,Water,NULL,NULL,Non_Wetland,Water
2553,Forest,Water,NULL,NULL,Non_Wetland,Forest
2554,Forest,Water,NULL,Non_Water,Non_Wetland,Water
2555,Forest,Water,NULL,Non_Water,Non_Wetland,Forest
2556,Forest,Water,NULL,Water,Non_Wetland,Water
2557,Forest,Water,NULL,Water,Non_Wetland,Forest
2558,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
2559,Forest,Water,Shrubland,Water,Non_Wetland,Water
2560,Forest,Water,Shrubland,Water,Non_Wetland,Forest
2561,Forest,Water,Grassland,NULL,Non_Wetland,Water
2562,Forest,Water,Grassland,NULL,Non_Wetland,Forest
2563,Forest,Water,Grassland,Water,Non_Wetland,Water
2564,Forest,Water,Wetland,NULL,Wetland,Grassland
2565,Forest,Water,Wetland,NULL,Wetland,Wetland
2566,Forest,Water,Wetland,NULL,Wetland,Water
2567,Forest,Water,Wetland,NULL,Wetland,Forest
2568,Forest,Water,Wetland,Non_Water,Wetland,Wetland
2569,Forest,Water,Wetland,Non_Water,Wetland,Water
2570,Forest,Water,Wetland,Non_Water,Wetland,Forest
2571,Forest,Water,Wetland,Water,Wetland,Wetland
2572,Forest,Water,Wetland,Water,Wetland,Water
2573,Forest,Water,Wetland,Water,Wetland,Forest
2574,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
2575,Forest,Water,Bareland,NULL,Non_Wetland,Water
2576,Forest,Water,Bareland,NULL,Non_Wetland,Forest
2577,Forest,Water,Bareland,Water,Non_Wetland,Water
2578,Forest,Water,Water,NULL,Water,Grassland
2579,Forest,Water,Water,NULL,Water,Wetland
2580,Forest,Water,Water,NULL,Water,Water
2581,Forest,Water,Water,NULL,Water,Forest
2582,Forest,Water,Water,Non_Water,Water,Forest
2583,Forest,Water,Water,Water,Water,Grassland
2584,Forest,Water,Water,Water,Water,Wetland
2585,Forest,Water,Water,Water,Water,Water
2586,Forest,Water,Water,Water,Water,Forest
2587,Forest,Water,Forest,NULL,Non_Wetland,Grassland
2588,Forest,Water,Forest,NULL,Non_Wetland,Wetland
2589,Forest,Water,Forest,NULL,Non_Wetland,Water
2590,Forest,Water,Forest,NULL,Non_Wetland,Forest
2591,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
2592,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland
2593,Forest,Water,Forest,Non_Water,Non_Wetland,Water
2594,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
2595,Forest,Water,Forest,Water,Non_Wetland,Grassland
2596,Forest,Water,Forest,Water,Non_Wetland,Wetland
2597,Forest,Water,Forest,Water,Non_Wetland,Water
2598,Forest,Water,Forest,Water,Non_Wetland,Forest
2599,Forest,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
2600,Forest,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
2601,Forest,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
2602,Forest,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
2603,Forest,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
2604,Forest,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
2605,Forest,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
2606,Forest,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
2607,Forest,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
2608,Forest,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
2609,Forest,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
2610,Forest,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
2611,Forest,Permanent_ice_and_snow,Water,Water,Water,Forest
2612,Forest,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
2613,Forest,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
2614,Forest,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
2615,Forest,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
2616,Forest,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
2617,Forest,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
2618,Forest,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
2619,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
2620,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
2621,Forest,Forest,NULL,NULL,Non_Wetland,Water
2622,Forest,Forest,NULL,NULL,Non_Wetland,Forest
2623,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
2624,Forest,Forest,NULL,Water,Non_Wetland,Forest
2625,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
2626,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
2627,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
2628,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
2629,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
2630,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
2631,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
2632,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
2633,Forest,Forest,Grassland,NULL,Non_Wetland,Water
2634,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
2635,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
2636,Forest,Forest,Wetland,NULL,Wetland,Grassland
2637,Forest,Forest,Wetland,NULL,Wetland,Wetland
2638,Forest,Forest,Wetland,NULL,Wetland,Water
2639,Forest,Forest,Wetland,NULL,Wetland,Forest
2640,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
2641,Forest,Forest,Wetland,Non_Water,Wetland,Water
2642,Forest,Forest,Wetland,Non_Water,Wetland,Forest
2643,Forest,Forest,Wetland,Water,Wetland,Wetland
2644,Forest,Forest,Wetland,Water,Wetland,Water
2645,Forest,Forest,Wetland,Water,Wetland,Forest
2646,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
2647,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
2648,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
2649,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
2650,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
2651,Forest,Forest,Bareland,Water,Non_Wetland,Forest
2652,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
2653,Forest,Forest,Water,NULL,Water,Grassland
2654,Forest,Forest,Water,NULL,Water,Forest
2655,Forest,Forest,Water,Non_Water,Water,Forest
2656,Forest,Forest,Water,Water,Water,Grassland
2657,Forest,Forest,Water,Water,Water,Water
2658,Forest,Forest,Water,Water,Water,Forest
2659,Forest,Forest,Forest,NULL,Non_Wetland,NULL
2660,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
2661,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
2662,Forest,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
2663,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
2664,Forest,Forest,Forest,NULL,Non_Wetland,Water
2665,Forest,Forest,Forest,NULL,Non_Wetland,Forest
2666,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
2667,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
2668,Forest,Forest,Forest,Non_Water,Non_Wetland,Water
2669,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
2670,Forest,Forest,Forest,Water,Non_Wetland,Grassland
2671,Forest,Forest,Forest,Water,Non_Wetland,Wetland
2672,Forest,Forest,Forest,Water,Non_Wetland,Water
2673,Forest,Forest,Forest,Water,Non_Wetland,Forest
