Value,SIBERIA_2024_ESA_CALU_2024_43WEP_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_43WEP_M_R,SIBERIA_2024_GLC_FCS30D_2022_43WEP_M_R,SIBERIA_2024_GSW_Yearly_2021_43WEP_M_R,SIBERIA_2024_GWL_FCS30D_2022_43WEP_M_R,SIBERIA_2024_WorldCover_2021_43WEP_M_R
2720,Bareland,Wetland,Built-up,Water,Non_Wetland,Water
2721,Bareland,Wetland,Built-up,Water,Non_Wetland,Forest
2722,Bareland,Wetland,Water,NULL,Water,Grassland
2723,Bareland,Wetland,Water,NULL,Water,Wetland
2724,Bareland,Wetland,Water,NULL,Water,Lichens_and_Mosses
2725,Bareland,Wetland,Water,NULL,Water,Bareland
2726,Bareland,Wetland,Water,NULL,Water,Water
2727,Bareland,Wetland,Water,NULL,Water,Forest
2728,Bareland,Wetland,Water,Non_Water,Water,Grassland
2729,Bareland,Wetland,Water,Non_Water,Water,Wetland
2730,Bareland,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
2731,Bareland,Wetland,Water,Non_Water,Water,Bareland
2732,Bareland,Wetland,Water,Non_Water,Water,Water
2733,Bareland,Wetland,Water,Non_Water,Water,Forest
2734,Bareland,Wetland,Water,Water,Water,Grassland
2735,Bareland,Wetland,Water,Water,Water,Wetland
2736,Bareland,Wetland,Water,Water,Water,Lichens_and_Mosses
2737,Bareland,Wetland,Water,Water,Water,Bareland
2738,Bareland,Wetland,Water,Water,Water,Water
2739,Bareland,Wetland,Water,Water,Water,Permanent_ice_and_snow
2740,Bareland,Wetland,Water,Water,Water,Forest
2741,Bareland,Wetland,Forest,NULL,Non_Wetland,Grassland
2742,Bareland,Wetland,Forest,NULL,Non_Wetland,Wetland
2743,Bareland,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
2744,Bareland,Wetland,Forest,NULL,Non_Wetland,Bareland
2745,Bareland,Wetland,Forest,NULL,Non_Wetland,Built-up
2746,Bareland,Wetland,Forest,NULL,Non_Wetland,Water
2747,Bareland,Wetland,Forest,NULL,Non_Wetland,Forest
2748,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
2749,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
2750,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
2751,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Bareland
2752,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Built-up
2753,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Water
2754,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Forest
2755,Bareland,Wetland,Forest,Water,Non_Wetland,Grassland
2756,Bareland,Wetland,Forest,Water,Non_Wetland,Wetland
2757,Bareland,Wetland,Forest,Water,Non_Wetland,Lichens_and_Mosses
2758,Bareland,Wetland,Forest,Water,Non_Wetland,Bareland
2759,Bareland,Wetland,Forest,Water,Non_Wetland,Water
2760,Bareland,Wetland,Forest,Water,Non_Wetland,Forest
2761,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
2762,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Wetland
2763,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
2764,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
2765,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest
2766,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
2767,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
2768,Bareland,Bareland,Shrubland,Water,Non_Wetland,Wetland
2769,Bareland,Bareland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
2770,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
2771,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
2772,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
2773,Bareland,Bareland,Grassland,NULL,Non_Wetland,Wetland
2774,Bareland,Bareland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
2775,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
2776,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water
2777,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
2778,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
2779,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
2780,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Forest
2781,Bareland,Bareland,Grassland,Water,Non_Wetland,Lichens_and_Mosses
2782,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
2783,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
2784,Bareland,Bareland,Wetland,NULL,Wetland,Grassland
2785,Bareland,Bareland,Wetland,NULL,Wetland,Wetland
2786,Bareland,Bareland,Wetland,NULL,Wetland,Lichens_and_Mosses
2787,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
2788,Bareland,Bareland,Wetland,NULL,Wetland,Water
2789,Bareland,Bareland,Wetland,NULL,Wetland,Forest
2790,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland
2791,Bareland,Bareland,Wetland,Non_Water,Wetland,Wetland
2792,Bareland,Bareland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
2793,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
2794,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
2795,Bareland,Bareland,Wetland,Water,Wetland,Grassland
2796,Bareland,Bareland,Wetland,Water,Wetland,Wetland
2797,Bareland,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
2798,Bareland,Bareland,Wetland,Water,Wetland,Bareland
2799,Bareland,Bareland,Wetland,Water,Wetland,Water
2800,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2801,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
2802,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
2803,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
2804,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
2805,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water
2806,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2807,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
2808,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
2809,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
2810,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
2811,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
2812,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
2813,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
2814,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water
2815,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Forest
2816,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
2817,Bareland,Bareland,Bareland,NULL,Non_Wetland,Wetland
2818,Bareland,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
2819,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
2820,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
2821,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
2822,Bareland,Bareland,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
2823,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
2824,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
2825,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
2826,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
2827,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
2828,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Built-up
2829,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
2830,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Permanent_ice_and_snow
2831,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Forest
2832,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
2833,Bareland,Bareland,Bareland,Water,Non_Wetland,Wetland
2834,Bareland,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
2835,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
2836,Bareland,Bareland,Bareland,Water,Non_Wetland,Built-up
2837,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
2838,Bareland,Bareland,Bareland,Water,Non_Wetland,Forest
2839,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
2840,Bareland,Bareland,Built-up,NULL,Non_Wetland,Wetland
2841,Bareland,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
2842,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
2843,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
2844,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
2845,Bareland,Bareland,Built-up,NULL,Non_Wetland,Permanent_ice_and_snow
2846,Bareland,Bareland,Built-up,NULL,Non_Wetland,Forest
2847,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
2848,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
2849,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
2850,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Built-up
2851,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water
2852,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Forest
2853,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland
2854,Bareland,Bareland,Built-up,Water,Non_Wetland,Wetland
2855,Bareland,Bareland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
2856,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
2857,Bareland,Bareland,Built-up,Water,Non_Wetland,Built-up
2858,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
2859,Bareland,Bareland,Built-up,Water,Non_Wetland,Permanent_ice_and_snow
2860,Bareland,Bareland,Built-up,Water,Non_Wetland,Forest
2861,Bareland,Bareland,Water,NULL,Water,Grassland
2862,Bareland,Bareland,Water,NULL,Water,Wetland
2863,Bareland,Bareland,Water,NULL,Water,Lichens_and_Mosses
2864,Bareland,Bareland,Water,NULL,Water,Bareland
2865,Bareland,Bareland,Water,NULL,Water,Water
2866,Bareland,Bareland,Water,NULL,Water,Permanent_ice_and_snow
2867,Bareland,Bareland,Water,NULL,Water,Forest
2868,Bareland,Bareland,Water,Non_Water,Water,Lichens_and_Mosses
2869,Bareland,Bareland,Water,Non_Water,Water,Bareland
2870,Bareland,Bareland,Water,Non_Water,Water,Water
2871,Bareland,Bareland,Water,Water,Water,Grassland
2872,Bareland,Bareland,Water,Water,Water,Lichens_and_Mosses
2873,Bareland,Bareland,Water,Water,Water,Bareland
2874,Bareland,Bareland,Water,Water,Water,Water
2875,Bareland,Bareland,Water,Water,Water,Permanent_ice_and_snow
2876,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
2877,Bareland,Bareland,Forest,NULL,Non_Wetland,Wetland
2878,Bareland,Bareland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
2879,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
2880,Bareland,Bareland,Forest,NULL,Non_Wetland,Built-up
2881,Bareland,Bareland,Forest,NULL,Non_Wetland,Water
2882,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest
2883,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Grassland
2884,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
2885,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland
2886,Bareland,Bareland,Forest,Water,Non_Wetland,Lichens_and_Mosses
2887,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland
2888,Bareland,Bareland,Forest,Water,Non_Wetland,Water
2889,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
2890,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
2891,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
2892,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
2893,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
2894,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest
2895,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
2896,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
2897,Bareland,Built-up,Grassland,NULL,Non_Wetland,Wetland
2898,Bareland,Built-up,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
2899,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
2900,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
2901,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest
2902,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
2903,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
2904,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Built-up
2905,Bareland,Built-up,Wetland,NULL,Wetland,Grassland
2906,Bareland,Built-up,Wetland,NULL,Wetland,Wetland
2907,Bareland,Built-up,Wetland,NULL,Wetland,Lichens_and_Mosses
2908,Bareland,Built-up,Wetland,NULL,Wetland,Bareland
2909,Bareland,Built-up,Wetland,NULL,Wetland,Built-up
2910,Bareland,Built-up,Wetland,NULL,Wetland,Water
2911,Bareland,Built-up,Wetland,NULL,Wetland,Forest
2912,Bareland,Built-up,Wetland,Non_Water,Wetland,Grassland
2913,Bareland,Built-up,Wetland,Non_Water,Wetland,Wetland
2914,Bareland,Built-up,Wetland,Non_Water,Wetland,Bareland
2915,Bareland,Built-up,Wetland,Non_Water,Wetland,Built-up
2916,Bareland,Built-up,Wetland,Non_Water,Wetland,Water
2917,Bareland,Built-up,Wetland,Water,Wetland,Grassland
2918,Bareland,Built-up,Wetland,Water,Wetland,Wetland
2919,Bareland,Built-up,Wetland,Water,Wetland,Bareland
2920,Bareland,Built-up,Wetland,Water,Wetland,Built-up
2921,Bareland,Built-up,Wetland,Water,Wetland,Water
2922,Bareland,Built-up,Wetland,Water,Wetland,Forest
2923,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2924,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
2925,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
2926,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
2927,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
2928,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Water
2929,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2930,Bareland,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
2931,Bareland,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
2932,Bareland,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
2933,Bareland,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
2934,Bareland,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Built-up
2935,Bareland,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
2936,Bareland,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
2937,Bareland,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
2938,Bareland,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Bareland
2939,Bareland,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Built-up
2940,Bareland,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Water
2941,Bareland,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Forest
2942,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
2943,Bareland,Built-up,Bareland,NULL,Non_Wetland,Wetland
2944,Bareland,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
2945,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
2946,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
2947,Bareland,Built-up,Bareland,NULL,Non_Wetland,Water
2948,Bareland,Built-up,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
2949,Bareland,Built-up,Bareland,NULL,Non_Wetland,Forest
2950,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
2951,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
2952,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
2953,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
2954,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
2955,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Water
2956,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Forest
2957,Bareland,Built-up,Bareland,Water,Non_Wetland,Grassland
2958,Bareland,Built-up,Bareland,Water,Non_Wetland,Wetland
2959,Bareland,Built-up,Bareland,Water,Non_Wetland,Lichens_and_Mosses
2960,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland
2961,Bareland,Built-up,Bareland,Water,Non_Wetland,Built-up
2962,Bareland,Built-up,Bareland,Water,Non_Wetland,Water
2963,Bareland,Built-up,Bareland,Water,Non_Wetland,Permanent_ice_and_snow
2964,Bareland,Built-up,Bareland,Water,Non_Wetland,Forest
2965,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
2966,Bareland,Built-up,Built-up,NULL,Non_Wetland,Wetland
2967,Bareland,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
2968,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
2969,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
2970,Bareland,Built-up,Built-up,NULL,Non_Wetland,Water
2971,Bareland,Built-up,Built-up,NULL,Non_Wetland,Permanent_ice_and_snow
2972,Bareland,Built-up,Built-up,NULL,Non_Wetland,Forest
2973,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
2974,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Wetland
2975,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
2976,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
2977,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
2978,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Water
2979,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Forest
2980,Bareland,Built-up,Built-up,Water,Non_Wetland,Grassland
2981,Bareland,Built-up,Built-up,Water,Non_Wetland,Lichens_and_Mosses
2982,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland
2983,Bareland,Built-up,Built-up,Water,Non_Wetland,Built-up
2984,Bareland,Built-up,Built-up,Water,Non_Wetland,Water
2985,Bareland,Built-up,Built-up,Water,Non_Wetland,Forest
2986,Bareland,Built-up,Water,NULL,Water,Grassland
2987,Bareland,Built-up,Water,NULL,Water,Wetland
2988,Bareland,Built-up,Water,NULL,Water,Lichens_and_Mosses
2989,Bareland,Built-up,Water,NULL,Water,Bareland
2990,Bareland,Built-up,Water,NULL,Water,Built-up
2991,Bareland,Built-up,Water,NULL,Water,Water
2992,Bareland,Built-up,Water,NULL,Water,Forest
2993,Bareland,Built-up,Water,Non_Water,Water,Grassland
2994,Bareland,Built-up,Water,Non_Water,Water,Lichens_and_Mosses
2995,Bareland,Built-up,Water,Non_Water,Water,Bareland
2996,Bareland,Built-up,Water,Non_Water,Water,Built-up
2997,Bareland,Built-up,Water,Non_Water,Water,Forest
2998,Bareland,Built-up,Water,Water,Water,Grassland
2999,Bareland,Built-up,Water,Water,Water,Wetland
3000,Bareland,Built-up,Water,Water,Water,Lichens_and_Mosses
3001,Bareland,Built-up,Water,Water,Water,Bareland
3002,Bareland,Built-up,Water,Water,Water,Built-up
3003,Bareland,Built-up,Water,Water,Water,Water
3004,Bareland,Built-up,Water,Water,Water,Forest
3005,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
3006,Bareland,Built-up,Forest,NULL,Non_Wetland,Wetland
3007,Bareland,Built-up,Forest,NULL,Non_Wetland,Lichens_and_Mosses
3008,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland
3009,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up
3010,Bareland,Built-up,Forest,NULL,Non_Wetland,Water
3011,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest
3012,Bareland,Built-up,Forest,Non_Water,Non_Wetland,Grassland
3013,Bareland,Built-up,Forest,Non_Water,Non_Wetland,Wetland
3014,Bareland,Built-up,Forest,Non_Water,Non_Wetland,Bareland
3015,Bareland,Built-up,Forest,Non_Water,Non_Wetland,Built-up
3016,Bareland,Built-up,Forest,Water,Non_Wetland,Wetland
3017,Bareland,Built-up,Forest,Water,Non_Wetland,Bareland
3018,Bareland,Built-up,Forest,Water,Non_Wetland,Forest
3019,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
3020,Bareland,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
3021,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
3022,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
3023,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
3024,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
3025,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
3026,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water
3027,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
3028,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland
3029,Bareland,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
3030,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
3031,Bareland,Water,Shrubland,Water,Non_Wetland,Water
3032,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
3033,Bareland,Water,Grassland,NULL,Non_Wetland,Wetland
3034,Bareland,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
3035,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
3036,Bareland,Water,Grassland,NULL,Non_Wetland,Water
3037,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
3038,Bareland,Water,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
3039,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
3040,Bareland,Water,Grassland,Non_Water,Non_Wetland,Forest
3041,Bareland,Water,Grassland,Water,Non_Wetland,Wetland
3042,Bareland,Water,Grassland,Water,Non_Wetland,Water
3043,Bareland,Water,Grassland,Water,Non_Wetland,Forest
3044,Bareland,Water,Wetland,NULL,Wetland,Grassland
3045,Bareland,Water,Wetland,NULL,Wetland,Wetland
3046,Bareland,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
3047,Bareland,Water,Wetland,NULL,Wetland,Bareland
3048,Bareland,Water,Wetland,NULL,Wetland,Water
3049,Bareland,Water,Wetland,NULL,Wetland,Forest
3050,Bareland,Water,Wetland,Non_Water,Wetland,Grassland
3051,Bareland,Water,Wetland,Non_Water,Wetland,Wetland
3052,Bareland,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
3053,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
3054,Bareland,Water,Wetland,Non_Water,Wetland,Water
3055,Bareland,Water,Wetland,Non_Water,Wetland,Forest
3056,Bareland,Water,Wetland,Water,Wetland,Grassland
3057,Bareland,Water,Wetland,Water,Wetland,Wetland
3058,Bareland,Water,Wetland,Water,Wetland,Lichens_and_Mosses
3059,Bareland,Water,Wetland,Water,Wetland,Bareland
3060,Bareland,Water,Wetland,Water,Wetland,Built-up
3061,Bareland,Water,Wetland,Water,Wetland,Water
3062,Bareland,Water,Wetland,Water,Wetland,Forest
3063,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
3064,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
3065,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
3066,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
3067,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
3068,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
3069,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
3070,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
3071,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
3072,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
3073,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
3074,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
3075,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
3076,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
3077,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
3078,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
3079,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland
3080,Bareland,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
3081,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
3082,Bareland,Water,Bareland,NULL,Non_Wetland,Water
3083,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
3084,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
3085,Bareland,Water,Bareland,Non_Water,Non_Wetland,Wetland
3086,Bareland,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
3087,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
3088,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
3089,Bareland,Water,Bareland,Non_Water,Non_Wetland,Forest
3090,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
3091,Bareland,Water,Bareland,Water,Non_Wetland,Wetland
3092,Bareland,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
3093,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
3094,Bareland,Water,Bareland,Water,Non_Wetland,Built-up
3095,Bareland,Water,Bareland,Water,Non_Wetland,Water
